player,pos,team,salary,caphit
Ken McRae,RW,TOR,144245,
Drake Berehowsky,D,TOR,136448,
Kent Manderville,C,TOR,136448,
Guy Larose,C,TOR,116955,
Mike Eastwood,C,TOR,113057,
Félix Potvin,G,TOR,113057,
Rob Pearson,RW,TOR,101361,
Joe Sacco,RW,TOR,101361,
Pat Lafontaine,C,BUF,1775000,
Grant Fuhr,G,BUF,1247520,
Dale Hawerchuk,C,BUF,1125000,
Dave Andreychuk,LW,BUF,535000,
Mike Ramsey,D,BUF,525000,
Bob Sweeney,C,BUF,351000,
Bob Errey,LW,BUF,340000,
Doug Bodger,D,BUF,300000,
Grant Ledyard,D,BUF,295000,
Randy Moller,D,BUF,290000,
Dominik Hasek,G,BUF,275000,
Dave Hannan,LW,BUF,260000,
Colin Patterson,C,BUF,250000,
Richard Smehlik,D,BUF,250000,
Gordon Donnelly,D,BUF,240000,
Donald Audette,RW,BUF,225000,
Brad May,LW,BUF,205000,
Rob Ray,RW,BUF,205000,
Greg Brown,D,BUF,200000,
Bob Corkum,C,BUF,200000,
Scott Thomas,RW,BUF,200000,
Tom Draper,G,BUF,185000,
Alexander Mogilny,RW,BUF,185000,
Ken Sutton,D,BUF,185000,
Peter Ciavaglia,C,BUF,120000,
Scott Stevens,D,NJD,1180000,
Stéphane Richer,RW,NJD,865000,
John MacLean,RW,NJD,800000,
Claude Lemieux,RW,NJD,768000,
Bruce Driver,D,NJD,650000,
Alexei Kasatonov,D,NJD,550000,
Chris Terreri,G,NJD,500000,
Ken Daneyko,D,NJD,458000,
Bernie Nicholls,C,NJD,407003,
Scott Niedermayer,D,NJD,300000,
Alexander Semak,C,NJD,300000,
Dave Barr,RW,NJD,275000,
Scott Pellerin,LW,NJD,235000,
Bill Guerin,RW,NJD,230000,
Randy McKay,RW,NJD,215000,
Jim Dowd,C,NJD,175000,
David Emma,RW,NJD,175000,
Valeri Zelepukin,LW,NJD,175000,
Bobby Holik,C,NJD,160000,
Janne Ojanen,C,NJD,160000,
Myles O'Connor,D,NJD,155000,
Brian Sullivan,RW,NJD,155000,
Kevin Todd,C,NJD,155000,
Zdeno Ciger,LW,NJD,150000,
Troy Mallette,LW,NJD,150000,
Jarrod Skalde,C,NJD,140000,
Jason Miller,C,NJD,125000,
Pierre Turgeon,C,NYI,800000,
Brian Mullen,C,NYI,410000,
David Volek,RW,NYI,400000,
Uwe Krupp,D,NYI,377000,
Pat Flatley,RW,NYI,365000,
Derek King,LW,NYI,355000,
Daniel Marois,RW,NYI,325000,
Ray Ferraro,C,NYI,280000,
Mark Fitzpatrick,G,NYI,275000,
Scott Lachance,D,NYI,263000,
Glenn Healy,G,NYI,250000,
Claude Loiselle,C,NYI,250000,
Gary Nylund,D,NYI,235000,
Scott Scissons,C,NYI,225000,
Richard Kromm,LW,NYI,200000,
Marty McInnis,LW,NYI,200000,
Rich Pilon,D,NYI,200000,
Mick Vukota,RW,NYI,190000,
Bill Berg,C,NYI,175000,
Brad Dalgarno,RW,NYI,175000,
Graeme Townshend,RW,NYI,160000,
Greg Parks,RW,NYI,150000,
Iain Fraser,C,NYI,140000,
Dennis Vaske,D,NYI,140000,
Travis Green,C,NYI,130000,
Danny Lorenz,G,NYI,125000,
Mark Messier,C,NYR,2385000,
Mike Gartner,RW,NYR,1350000,
John Vanbiesbrouck,G,NYR,1150000,
James Patrick,D,NYR,850000,
Esa Tikkanen,LW,NYR,701730,
Adam Graves,LW,NYR,450000,
Mark Hardy,D,NYR,375000,
Joe Cirella,D,NYR,335000,
Joey Kocur,D,NYR,325000,
Sergei Nemchinov,C,NYR,325000,
Mike Hartman,LW,NYR,315000,
Jeff Beukeboom,D,NYR,285000,
Ed Olczyk,C,NYR,280692,
Randy Gilhen,LW,NYR,250000,
Kris King,LW,NYR,250000,
John McIntyre,C,NYR,250000,
Darren Turcotte,C,NYR,225000,
Doug Weight,C,NYR,205000,
Tony Amonte,RW,NYR,175000,
Paul Broten,RW,NYR,170000,
Craig Duncanson,LW,NYR,150000,
Steven King,RW,NYR,125000,
Eric Lindros,C,PHI,3500000,
Mark Recchi,RW,PHI,900000,
Pelle Eklund,C,PHI,503000,
Kevin Dineen,RW,PHI,436000,
Garry Galley,D,PHI,435000,
Steve Kasper,C,PHI,400000,
Terry Carkner,D,PHI,375000,
Brian Benning,D,PHI,350000,
Dave Brown,RW,PHI,305000,
Brent Fedyk,RW,PHI,275000,
Keith Acton,C,PHI,265000,
Dave Snuggerud,LW,PHI,250000,
Andrei Lomakin,RW,PHI,240000,
Rod Brind'Amour,C,PHI,225000,
Doug Evans,LW,PHI,185000,
Stéphane Beauregard,G,PHI,167636,
Shawn Cronin,D,PHI,163737,
Len Barrie,C,PHI,160000,
Al Conroy,C,PHI,135000,
Jozef Beranek,C,PHI,120854,
Dominic Roussel,G,PHI,120000,
Mario Lemieux,C,PIT,2408000,
Kevin Stevens,LW,PIT,1375000,
Tom Barrasso,G,PIT,1125000,
Ulf Samuelsson,D,PIT,950000,
Rick Tocchet,RW,PIT,947000,
Larry Murphy,D,PIT,850000,
Ron Francis,C,PIT,750000,
Mike Ramsey,D,PIT,525000,
Kjell Samuelsson,D,PIT,400000,
Ken Wregget,G,PIT,375000,
Bob Errey,LW,PIT,340000,
Jeff Chychrun,D,PIT,325000,
Troy Loney,LW,PIT,270000,
Grant Jennings,D,PIT,256000,
Bryan Fogarty,D,PIT,250000,
Jaromir Jagr,RW,PIT,250000,
Shawn McEachern,LW,PIT,250000,
Peter Taglianetti,D,PIT,235000,
Peter Ahola,D,PIT,175000,
Jamie Leach,RW,PIT,150000,
Mike Needham,RW,PIT,130000,
John Cullen,C,HFD,900000,
Pat Verbeek,RW,HFD,820000,
Steve Konroyd,D,HFD,700000,
Sean Burke,G,HFD,550000,
Tim Kerr,RW,HFD,500000,
Murray Craven,C,HFD,460000,
Zarley Zalapski,D,HFD,450000,
Michael Nylander,C,HFD,350000,
Yvon Corriveau,LW,HFD,325000,
Eric Weinrich,D,HFD,325000,
Randy Cunneyworth,LW,HFD,300000,
Adam Burt,D,HFD,275000,
Randy Ladouceur,D,HFD,275000,
Doug Houda,D,HFD,265000,
Andrew Cassels,C,HFD,250000,
Allen Pedersen,D,HFD,220000,
Mario Gosselin,G,HFD,200000,
Frank Pietrangelo,G,HFD,200000,
Patrick Poulin,LW,HFD,200000,
Jim McKenzie,LW,HFD,190000,
Terry Yake,C,HFD,190000,
Nick Kypreos,LW,HFD,180000,
Dan Keczmer,D,HFD,155000,
Jamie Leach,RW,HFD,150000,
Mike Lenarduzzi,G,HFD,150000,
Mark Greig,RW,HFD,140000,
Joe Day,C,HFD,135000,
Geoff Sanderson,LW,HFD,135000,
Chris Govedaris,LW,HFD,130000,
Scott Daniels,LW,HFD,125000,
Robert Kron,C,HFD,113057,
Corrie D'Alessio,G,HFD,105260,
Steve Kasper,C,TBL,400000,
Rob Ramage,D,TBL,375000,
Doug Crossman,D,TBL,350000,
Rob Zamuner,LW,TBL,350000,
Shawn Chambers,D,TBL,325000,
Adam Creighton,C,TBL,325000,
Mike Hartman,LW,TBL,315000,
Anatoli Semenov,C,TBL,310000,
Joe Reekie,D,TBL,300000,
Basil McRae,LW,TBL,285000,
Mikael Andersson,RW,TBL,265000,
Marc Bergevin,D,TBL,250000,
Randy Gilhen,LW,TBL,250000,
Peter Taglianetti,D,TBL,235000,
Tim Bergland,RW,TBL,225000,
Pat Jablonski,G,TBL,225000,
Wendell Young,G,TBL,225000,
Steve Maltais,RW,TBL,200000,
Michel Mongeau,C,TBL,200000,
Herb Raglan,RW,TBL,194925,
Bob Beers,D,TBL,165000,
Alain Côté,D,TBL,155940,
Matt Hervey,D,TBL,150000,
Chris Kontos,LW,TBL,150000,
Keith Osborne,RW,TBL,150000,
Martin Simard,RW,TBL,136448,
Marc Bureau,C,TBL,135000,
Shayne Stevenson,C,TBL,135000,
Jason Ruff,LW,TBL,130000,
Shawn Rivers,D,TBL,45000,
Al Iafrate,D,WSH,900000,
Michal Pivonka,C,WSH,900000,
Don Beaupre,G,WSH,850000,
Kevin Hatcher,D,WSH,800000,
Mike Ridley,C,WSH,625000,
Bobby Carpenter,C,WSH,525000,
Calle Johansson,D,WSH,500000,
Kelly Miller,LW,WSH,440000,
Peter Bondra,RW,WSH,400000,
Dale Hunter,C,WSH,400000,
Randy Burridge,LW,WSH,338000,
Sylvain Côté,D,WSH,325000,
Kevin Miller,RW,WSH,325000,
Paul Cavallini,D,WSH,310000,
Rod Langway,D,WSH,275000,
Alan May,LW,WSH,275000,
Mark Hunter,C,WSH,270000,
Jason Woolley,D,WSH,270000,
Brad Schlegel,D,WSH,230000,
Todd Krygier,LW,WSH,220000,
Keith Jones,RW,WSH,215000,
Jeff Greenlaw,LW,WSH,195000,
Pat Elynuik,RW,WSH,187128,
Rick Tabaracci,G,WSH,167636,
Dmitri Khristich,RW,WSH,165000,
Jim Hrivnak,G,WSH,150000,
Bob Babcock,D,WSH,125000,
Byron Dafoe,G,WSH,120000,
Olaf Kolzig,G,WSH,100000,
Reginald Savage,RW,WSH,100000,
Chris Chelios,D,CHI,1100000,
Steve Smith,D,CHI,925000,
Jeremy Roenick,C,CHI,800000,
Steve Larmer,RW,CHI,790000,
Keith Brown,D,CHI,600000,
Michel Goulet,LW,CHI,600000,
Dave Christian,RW,CHI,565000,
Stéphane Matteau,LW,CHI,450000,
Troy Murray,C,CHI,389850,
Dirk Graham,RW,CHI,370000,
Brent Sutter,C,CHI,370000,
Craig Muni,D,CHI,311880,
Bryan Marchment,D,CHI,300000,
Jimmy Waite,G,CHI,300000,
Rod Buskas,D,CHI,275000,
Igor Kravchuk,D,CHI,250000,
Greg Gilbert,C,CHI,245000,
Brian Noonan,RW,CHI,210000,
Cam Russell,D,CHI,175000,
Stu Grimson,LW,CHI,160000,
Karl Dykhuis,D,CHI,140000,
Adam Bennett,D,CHI,135000,
Milan Tichy,D,CHI,130000,
Steve Bancroft,D,CHI,120000,
Steve Yzerman,C,DET,1500000,
Paul Coffey,D,DET,1100000,
Mark Howe,D,DET,1050000,
Dino Ciccarelli,RW,DET,850000,
Steve Konroyd,D,DET,700000,
Jimmy Carson,C,DET,600000,
Brad McCrimmon,D,DET,500000,
Vincent Riendeau,G,DET,450000,
Steve Chiasson,D,DET,405000,
Gerard Gallant,LW,DET,400000,
Bob Probert,LW,DET,400000,
Shawn Burr,LW,DET,365000,
Paul Ysebaert,LW,DET,325000,
Jim Hiller,RW,DET,285000,
Dallas Drake,RW,DET,275000,
Vladimir Konstantinov,D,DET,275000,
Vyacheslav Kozlov,LW,DET,275000,
Sergei Fedorov,C,DET,270000,
Nicklas Lidstrom,D,DET,250000,
Yves Racine,D,DET,225000,
Tim Cheveldae,G,DET,200000,
Keith Primeau,C,DET,200000,
Mike Sillinger,C,DET,180000,
Bobby Dollas,D,DET,175000,
Gord Kruppke,D,DET,175000,
Jim Cummins,RW,DET,160000,
Sheldon Kennedy,RW,DET,150000,
Chris Tancill,RW,DET,140000,
Jason York,D,DET,120000,
Denis Vial,D,DET,85767,
Brett Hull,RW,STL,1600000,
Brendan Shanahan,LW,STL,1390000,
Garth Butcher,D,STL,600000,
Ron Sutter,C,STL,445000,
Craig Janney,C,STL,400000,
Curt Giles,D,STL,375000,
Doug Crossman,D,STL,350000,
Vitali Prokhorov,LW,STL,350000,
Stéphane Quintal,D,STL,350000,
Kevin Miller,RW,STL,325000,
Jeff Brown,D,STL,310000,
Paul Cavallini,D,STL,310000,
Daniel Laperriere,D,STL,310000,
Rich Sutter,RW,STL,310000,
Basil McRae,LW,STL,285000,
Curtis Joseph,G,STL,275000,
Rick Zombo,D,STL,260000,
Murray Baron,D,STL,250000,
Bob Bassen,C,STL,250000,
Dave Lowry,LW,STL,225000,
Bret Hedican,D,STL,215000,
Guy Hebert,G,STL,200000,
Ron Wilson,C,STL,200000,
Philippe Bozon,LW,STL,195000,
Denny Felsner,RW,STL,190000,
David Mackey,RW,STL,170000,
Kelly Chase,RW,STL,160000,
Nelson Emerson,RW,STL,150000,
Jason Ruff,LW,STL,130000,
Al MacInnis,D,CGY,857670,
Theoren Fleury,RW,CGY,818685,
Joe Nieuwendyk,C,CGY,662745,
Brian Skrudland,C,CGY,506805,
Gary Roberts,LW,CGY,428835,
Gary Suter,D,CGY,417140,
Mike Vernon,G,CGY,389850,
Craig Berube,LW,CGY,311880,
Chris Dahlquist,D,CGY,300000,
Carey Wilson,C,CGY,272895,
Michel Petit,D,CGY,233910,
Trent Yawney,D,CGY,233910,
Paul Ranheim,LW,CGY,214418,
Frank Musil,D,CGY,191027,
Thomas Forslund,RW,CGY,167636,
Jeff Reese,G,CGY,167636,
Paul Kruse,LW,CGY,155940,
Ronnie Stern,RW,CGY,142685,
Alexander Godynyuk,D,CGY,132549,
Kevin Dahl,D,CGY,128651,
Roger Johansson,D,CGY,124752,
Robert Reichel,C,CGY,116955,
Shawn Heaphy,C,CGY,113057,
Chris Lindberg,LW,CGY,109158,
Patrick Lebeau,LW,CGY,85767,
Joe Sakic,C,QUE,779700,
Ron Hextall,G,QUE,592572,
Valeri Kamensky,LW,QUE,467820,
Curtis Leschyshyn,D,QUE,272895,
Mike Hough,RW,QUE,253403,
Gino Cavallini,LW,QUE,241707,
Scott Pearson,LW,QUE,233910,
Owen Nolan,RW,QUE,206621,
Tim Hunter,C,QUE,202722,
Jacques Cloutier,G,QUE,194925,
Mikhail Tatarinov,D,QUE,187128,
Craig Wolanin,D,QUE,183230,
Tony Twist,LW,QUE,175433,
Alexei Gusarov,D,QUE,171534,
Steven Finn,D,QUE,169975,
Bill Lindsay,LW,QUE,167636,
Mike Ricci,C,QUE,163737,
Stéphane Fiset,G,QUE,155940,
Mats Sundin,C,QUE,147363,
Dave Karpa,D,QUE,136448,
Niklas Andersson,LW,QUE,132549,
Martin Rucinsky,LW,QUE,120854,
Claude Lapointe,C,QUE,113057,
Adam Foote,D,QUE,109158,
Len Esau,D,QUE,101361,
Dave Manson,D,EDM,857670,
Bill Ranford,G,EDM,857670,
Esa Tikkanen,LW,EDM,701730,
Shayne Corson,LW,EDM,623760,
Bernie Nicholls,C,EDM,407003,
Brian Benning,D,EDM,350000,
Ron Tugnutt,G,EDM,331373,
Craig MacTavish,C,EDM,311880,
Craig Muni,D,EDM,311880,
Todd Elik,C,EDM,250000,
Igor Kravchuk,D,EDM,250000,
Brent Gilchrist,C,EDM,241707,
Martin Gélinas,LW,EDM,233910,
Petr Klima,LW,EDM,233910,
Brad Werenka,D,EDM,222215,
Brian Glynn,D,EDM,214418,
David Maley,LW,EDM,214418,
Doug Weight,C,EDM,205000,
Geoff Smith,D,EDM,175433,
Scott Thornton,C,EDM,175433,
Tyler Wright,C,EDM,171534,
Chris Joseph,D,EDM,163737,
Kelly Buchberger,RW,EDM,155940,
Kevin Todd,C,EDM,155000,
Zdeno Ciger,LW,EDM,150000,
Luke Richardson,D,EDM,148143,
Louie DeBrusk,LW,EDM,136448,
Dan Currie,LW,EDM,132549,
Jozef Beranek,C,EDM,120854,
Bill McDougall,C,EDM,120854,
Steven Rice,RW,EDM,120854,
Shaun Van Allen,C,EDM,116955,
Vladimir Vujtek,RW,EDM,116955,
François Leroux,D,EDM,70173,
Trevor Linden,C,VAN,701730,
Pavel Bure,RW,VAN,467820,
Doug Lidster,D,VAN,467820,
Murray Craven,C,VAN,460000,
Geoff Courtnall,LW,VAN,448328,
Dave Babych,D,VAN,389850,
Anatoli Semenov,C,VAN,310000,
Jirky Lumme,D,VAN,292388,
Dana Murzyn,D,VAN,292388,
Greg Adams,LW,VAN,241707,
Sergio Momesso,LW,VAN,214418,
Jiri Slegr,D,VAN,206621,
Robert Dirk,D,VAN,202722,
Tim Hunter,C,VAN,202722,
Kay Whitmore,G,VAN,200000,
Ryan Walter,C,VAN,194925,
Petr Nedved,C,VAN,175433,
Jim Sandlak,RW,VAN,175433,
Adrien Plavsic,D,VAN,140346,
Cliff Ronning,C,VAN,128651,
Shawn Antoski,LW,VAN,113057,
Robert Kron,C,VAN,113057,
Garry Valk,LW,VAN,97463,
Jon Casey,G,MNS,900000,
Russ Courtnall,RW,MNS,885000,
Dave Gagner,C,MNS,750000,
Mike Modano,C,MNS,600000,
Mark Tinordi,D,MNS,600000,
Neal Broten,C,MNS,595000,
Bobby Smith,C,MNS,550000,
Jim Johnson,D,MNS,450000,
Brian Propp,LW,MNS,438000,
Craig Ludwig,D,MNS,350000,
Mike McPhee,RW,MNS,350000,
Stewart Gavin,RW,MNS,290000,
Darcy Wakaluk,G,MNS,285000,
Shane Churla,RW,MNS,250000,
Todd Elik,C,MNS,250000,
Brent Gilchrist,C,MNS,241707,
Ulf Dahlen,RW,MNS,230000,
James Black,D,MNS,210000,
Gaétan Duchesne,LW,MNS,210000,
Richard Matvichuk,D,MNS,210000,
Brad Berry,D,MNS,200000,
Derian Hatcher,D,MNS,190000,
Trent Klatt,RW,MNS,175000,
Roy Mitchell,D,MNS,160000,
Mike Craig,RW,MNS,145000,
Doug Barrault,LW,MNS,140000,
Marc Osiecki,D,MNS,116955,
Enrico Ciccone,D,MNS,110000,
Wayne Gretzky,C,LAK,3000000,
Luc Robitaille,LW,LAK,1400000,
Paul Coffey,D,LAK,1100000,
Tomas Sandstrom,RW,LAK,1040000,
Jari Kurri,RW,LAK,950000,
Tony Granato,RW,LAK,700000,
Kelly Hrudey,G,LAK,650000,
Marty McSorley,D,LAK,650000,
Jimmy Carson,C,LAK,600000,
Dave Taylor,RW,LAK,600000,
Charlie Huddy,D,LAK,500000,
Mark Hardy,D,LAK,375000,
Bob Kudelski,C,LAK,375000,
Jeff Chychrun,D,LAK,325000,
Jim Hiller,RW,LAK,285000,
Mike Donnelly,RW,LAK,275000,
Guy Leveque,C,LAK,270000,
John McIntyre,C,LAK,250000,
Robb Stauber,G,LAK,225000,
Pat Conacher,LW,LAK,200000,
Robert Lang,C,LAK,200000,
Corey Millen,C,LAK,200000,
Darryl Sydor,D,LAK,180000,
Sean Whyte,RW,LAK,180000,
Peter Ahola,D,LAK,175000,
Francis Breault,RW,LAK,175000,
Warren Rychel,LW,LAK,175000,
Rene Chapdelaine,D,LAK,170000,
Darryl Williams,LW,LAK,170000,
Rob Blake,D,LAK,165000,
Marc Potvin,RW,LAK,160000,
David Goverde,G,LAK,140000,
Gary Shuchuk,C,LAK,140000,
Lonnie Loach,LW,LAK,120854,
Brent Thompson,D,LAK,120000,
Teemu Selanne,RW,WIN,1481430,
Teppo Numminen,D,WIN,727460,
Troy Murray,C,WIN,389850,
Alexei Zhamnov,C,WIN,389850,
Thomas Steen,C,WIN,350865,
John Druce,RW,WIN,338000,
Fredrick Olausson,D,WIN,331373,
Ed Olczyk,C,WIN,280692,
Dean Kennedy,D,WIN,272895,
Darrin Shannon,LW,WIN,272895,
Kris King,LW,WIN,250000,
Randy Carlyle,D,WIN,233910,
Alan Kerr,RW,WIN,233910,
Bob Essensa,G,WIN,214418,
Evgeny Davydov,LW,WIN,194925,
Mike Lalor,D,WIN,194925,
Keith Tkachuk,LW,WIN,194925,
Rick Tabaracci,G,WIN,167636,
Bob Joyce,LW,WIN,155940,
Igor Ulanov,D,WIN,155940,
Jim Hrivnak,G,WIN,150000,
Mike Eagles,LW,WIN,144245,
Rob Murray,C,WIN,144245,
Luciano Borsato,C,WIN,136448,
Russ Romaniuk,LW,WIN,136448,
Scot Levins,RW,WIN,128651,
Dallas Eakins,D,WIN,124752,
Mike Anthony O'Neill,G,WIN,124752,
Kris Draper,C,WIN,120854,
Marc Osiecki,D,WIN,116955,
Stu Barnes,C,WIN,113057,
Doug Wilson,D,SJS,650000,
Jeff Hackett,G,SJS,450000,
Kelly Kisio,C,SJS,408000,
Dean Evason,C,SJS,380000,
Brian Hayward,G,SJS,350000,
Ray Whitney,LW,SJS,330000,
Yvon Corriveau,LW,SJS,325000,
Doug Zmolek,D,SJS,310000,
Pat Falloon,RW,SJS,300000,
Rob Gaudreau,RW,SJS,255000,
Dave Snuggerud,LW,SJS,250000,
David Bruce,LW,SJS,235000,
Brian Lawton,LW,SJS,225000,
Jean-François Quintin,LW,SJS,215000,
David Maley,LW,SJS,214418,
Arturs Irbe,G,SJS,210000,
Rob Zettler,D,SJS,210000,
Lyndon Byers,LW,SJS,200000,
Hubie McDonough,C,SJS,200000,
John Carter,LW,SJS,190000,
Pat MacLeod,D,SJS,185000,
Jayson More,D,SJS,185000,
Dean Kolstad,D,SJS,180000,
Michel Picard,LW,SJS,180000,
Peter Ahola,D,SJS,175000,
Perry Berezan,C,SJS,160000,
Edward Courtenay,RW,SJS,160000,
Neil Wilkinson,D,SJS,157000,
Dody Wood,LW,SJS,155000,
Johan Garpenlov,LW,SJS,145000,
Dale Craigwell,C,SJS,140000,
Mike Sullivan,C,SJS,140000,
Claudio Scremin,D,SJS,130000,
David Williams,D,SJS,130000,
Wade Flaherty,G,SJS,125000,
Jeff Odgers,RW,SJS,125000,
Robin Bawa,RW,SJS,116955,
Ken Hodge,RW,,225000,
Martin Lapointe,D,,210000,
Darrin Madeley,G,,194925,
Matt Baldassarra,LW,,85767,
