player,pos,team,salary,caphit
Rob DiMaio,RW,NYI,160000,
Benoit Hogue,LW,NYI,160000,
David Volek,RW,NYI,160000,
Graeme Townshend,RW,NYI,155000,
Dave Chyzowski,LW,NYI,135000,
Tom Fitzgerald,RW,NYI,125000,
Mark Fitzpatrick,G,NYI,110000,
Mark Messier,C,NYR,1084000,
James Patrick,D,NYR,750000,
Mike Richter,G,NYR,700000,
Mike Gartner,RW,NYR,680000,
Bernie Nicholls,C,NYR,607040,
Tim Kerr,RW,NYR,500000,
Adam Graves,LW,NYR,475000,
John Ogrodnick,LW,NYR,461000,
Sergei Nemchinov,C,NYR,400000,
John Vanbiesbrouck,G,NYR,375000,
Normand Rochefort,D,NYR,325000,
Tony Amonte,RW,NYR,300000,
Jan Erixon,LW,NYR,300000,
Joe Cirella,D,NYR,285000,
Darren Turcotte,C,NYR,265000,
Randy Moller,D,NYR,260000,
Jay Wells,D,NYR,260000,
Brian Leetch,D,NYR,250000,
Jeff Beukeboom,D,NYR,238480,
David Shaw,D,NYR,235000,
Randy Gilhen,LW,NYR,225000,
Kris King,LW,NYR,225000,
Joey Kocur,D,NYR,200000,
Par Djoos,D,NYR,185000,
Doug Weight,C,NYR,177000,
Paul Broten,RW,NYR,160000,
Tie Domi,RW,NYR,110000,
Rick Tocchet,RW,PHI,815000,
Mark Recchi,RW,PHI,800000,
Ron Hextall,G,PHI,735000,
Mark Howe,D,PHI,625000,
Pelle Eklund,C,PHI,560000,
Kevin Dineen,RW,PHI,453000,
Dan Quinn,C,PHI,410000,
Terry Carkner,D,PHI,380000,
Ken Wregget,G,PHI,365000,
Steve Duchesne,D,PHI,325000,
Brad Jones,LW,PHI,325000,
Steve Kasper,C,PHI,275000,
Keith Acton,C,PHI,265000,
Mike Ricci,C,PHI,235000,
Brian Benning,D,PHI,210000,
Jiri Latal,D,PHI,210000,
Rod Brind'Amour,C,PHI,200000,
Murray Craven,C,PHI,200000,
Garry Galley,D,PHI,198000,
Moe Mantha,D,PHI,195120,
Gord Murphy,D,PHI,180000,
Wes Walz,C,PHI,175000,
Kimbi Daniels,C,PHI,160000,
Kerry Huffman,D,PHI,150000,
Dan Kordic,LW,PHI,150000,
Mark Pederson,LW,PHI,150000,
Tony Horacek,LW,PHI,135000,
Mario Lemieux,C,PIT,2338000,
Kevin Stevens,LW,PIT,1375000,
Paul Coffey,D,PIT,1000000,
Rick Tocchet,RW,PIT,815000,
Mark Recchi,RW,PIT,800000,
Ron Francis,C,PIT,650000,
Joe Mullen,RW,PIT,446000,
Bryan Trottier,C,PIT,400000,
Tom Barrasso,G,PIT,375000,
Ken Wregget,G,PIT,365000,
Ulf Samuelsson,D,PIT,300000,
Larry Murphy,D,PIT,280000,
Peter Taglianetti,D,PIT,235000,
Jaromir Jagr,RW,PIT,225000,
Bob Errey,LW,PIT,198000,
Troy Loney,LW,PIT,190000,
Jim Paek,D,PIT,180000,
Jeff Chychrun,D,PIT,175000,
Wendell Young,G,PIT,165000,
Phil Bourque,D,PIT,160000,
Grant Jennings,D,PIT,160000,
Jay Caufield,RW,PIT,150000,
Jiri Hrdina,C,PIT,150000,
Jamie Leach,RW,PIT,150000,
Frank Pietrangelo,G,PIT,150000,
Ken Priestlay,C,PIT,125000,
Glenn Mulvenna,C,PIT,110000,
Paul Stanton,D,PIT,110000,
John Cullen,C,HFD,1200000,
Kevin Dineen,RW,HFD,453000,
Zarley Zalapski,D,HFD,450000,
Barry Pederson,C,HFD,365000,
Rob Brown,RW,HFD,325000,
Steve Konroyd,D,HFD,325000,
Mark Hunter,C,HFD,270000,
Peter Sidorkiewicz,G,HFD,268000,
Adam Burt,D,HFD,250000,
Brad Shaw,D,HFD,250000,
Pat Verbeek,RW,HFD,250000,
Doug Houda,D,HFD,240000,
Randy Cunneyworth,LW,HFD,210000,
Murray Craven,C,HFD,200000,
Bobby Holik,C,HFD,200000,
Paul Cyr,C,HFD,190000,
Leonard Norwood,D,HFD,190000,
Kay Whitmore,G,HFD,190000,
Jim McKenzie,LW,HFD,185000,
Geoff Sanderson,LW,HFD,175000,
Marc Bergevin,D,HFD,167000,
Mark Greig,RW,HFD,165000,
Ed Kastelic,RW,HFD,150000,
Frank Pietrangelo,G,HFD,150000,
Michel Picard,LW,HFD,110000,
Kevin Hatcher,D,WSH,700000,
Mike Liut,G,WSH,525000,
Kelly Miller,LW,WSH,450000,
Dino Ciccarelli,RW,WSH,400000,
Al Iafrate,D,WSH,375000,
Dale Hunter,C,WSH,350000,
Mike Ridley,C,WSH,350000,
Randy Burridge,LW,WSH,313000,
John Druce,RW,WSH,313000,
Don Beaupre,G,WSH,300000,
Shawn Chambers,D,WSH,300000,
Sylvain Côté,D,WSH,300000,
Rod Langway,D,WSH,275000,
Mike Lalor,D,WSH,250000,
Michal Pivonka,C,WSH,250000,
Dave Tippett,LW,WSH,240000,
Dmitri Khristich,RW,WSH,215000,
Paul MacDermid,RW,WSH,186448,
Nick Kypreos,LW,WSH,180000,
Alan May,LW,WSH,180000,
Jeff Greenlaw,LW,WSH,170000,
Calle Johansson,D,WSH,170000,
Peter Bondra,RW,WSH,165000,
Jim Hrivnak,G,WSH,150000,
Ken Sabourin,D,WSH,150000,
Tim Bergland,RW,WSH,140000,
Chris Chelios,D,CHI,1100000,
Steve Larmer,RW,CHI,775000,
Jeremy Roenick,C,CHI,750000,
Michel Goulet,LW,CHI,600000,
Brent Sutter,C,CHI,370000,
Dirk Graham,RW,CHI,350000,
John Tonelli,LW,CHI,350000,
Keith Brown,D,CHI,340000,
Rob Brown,RW,CHI,325000,
Steve Konroyd,D,CHI,325000,
Bryan Marchment,D,CHI,300000,
Dominik Hasek,G,CHI,275000,
Greg Gilbert,C,CHI,245000,
Steve Smith,D,CHI,230000,
Rod Buskas,D,CHI,190000,
Brad Lauer,LW,CHI,175000,
Jocelyn Lemieux,LW,CHI,170000,
Tony Hrkac,C,CHI,165000,
Mike Hudson,C,CHI,165000,
Stu Grimson,LW,CHI,160000,
Karl Dykhuis,D,CHI,155000,
Mike Stapleton,C,CHI,150000,
Tony Horacek,LW,CHI,135000,
Brian Noonan,RW,CHI,125000,
Jimmy Waite,G,CHI,110000,
Stéphane Matteau,LW,CHI,99728,
Steve Yzerman,C,DET,1400000,
Jimmy Carson,C,DET,600000,
Brad McCrimmon,D,DET,550000,
Ray Sheppard,RW,DET,500000,
Shawn Burr,LW,DET,435000,
Doug Crossman,D,DET,400000,
Bob Probert,LW,DET,400000,
Steve Chiasson,D,DET,385000,
Gerard Gallant,LW,DET,375000,
Kevin Miller,RW,DET,375000,
Vladimir Konstantinov,D,DET,360000,
Troy Crowder,RW,DET,325000,
Nicklas Lidstrom,D,DET,300000,
Paul Ysebaert,LW,DET,300000,
Sergei Fedorov,C,DET,295000,
Rick Zombo,D,DET,260000,
Keith Primeau,C,DET,255000,
Brad Marsh,D,DET,250000,
Brian MacLellan,C,DET,246000,
Alan Kerr,RW,DET,225000,
Yves Racine,D,DET,210000,
Bob McGill,D,DET,205000,
Tim Cheveldae,G,DET,200000,
Johan Garpenlov,LW,DET,185000,
Bobby Dollas,D,DET,175000,
Vincent Riendeau,G,DET,150000,
Brent Fedyk,RW,DET,135000,
Denis Vial,D,DET,110000,
Brett Hull,RW,STL,1500000,
Garth Butcher,D,STL,700000,
Brendan Shanahan,LW,STL,625000,
Dave Christian,RW,STL,475000,
Craig Janney,C,STL,350000,
Rich Sutter,RW,STL,325000,
Jeff Brown,D,STL,308000,
Paul Cavallini,D,STL,308000,
Curtis Joseph,G,STL,300000,
Rick Zombo,D,STL,260000,
Murray Baron,D,STL,250000,
Mario Marois,D,STL,250000,
Adam Oates,C,STL,250000,
Ron Sutter,C,STL,250000,
Bob Bassen,C,STL,215000,
Dave Lowry,LW,STL,215000,
Stéphane Quintal,D,STL,210000,
Leonard Norwood,D,STL,190000,
Darin Kimble,C,STL,185000,
Pat Jablonski,G,STL,170000,
Kelly Chase,RW,STL,160000,
Rob Robinson,D,STL,158000,
Nelson Emerson,RW,STL,153000,
Vincent Riendeau,G,STL,150000,
Ron Wilson,C,STL,150000,
Randy Skarda,D,STL,105000,
Al MacInnis,D,CGY,780480,
Gary Roberts,LW,CGY,433600,
Gary Suter,D,CGY,433600,
Mike Vernon,G,CGY,433600,
Doug Gilmour,C,CGY,411920,
Gary Leeman,LW,CGY,398912,
Joe Nieuwendyk,C,CGY,364224,
Carey Wilson,C,CGY,346880,
Joel Otto,C,CGY,303520,
Jamie Macoun,D,CGY,265363,
Ric Nattress,D,CGY,260160,
Michel Petit,D,CGY,260160,
Craig Berube,LW,CGY,251488,
Theoren Fleury,RW,CGY,251488,
Rick Wamsley,G,CGY,242816,
Tim Hunter,C,CGY,225472,
Paul Ranheim,LW,CGY,216800,
Thomas Forslund,RW,CGY,212464,
Jim Kyte,D,CGY,212464,
Frank Musil,D,CGY,212464,
Marc Habscheid,C,CGY,195120,
Trent Yawney,D,CGY,190000,
Neil Sheehy,D,CGY,182112,
Robert Reichel,C,CGY,164768,
Jeff Reese,G,CGY,160432,
Ronnie Stern,RW,CGY,158698,
Sergei Makarov,LW,CGY,151760,
Martin Simard,RW,CGY,151760,
Greg Smyth,D,CGY,151760,
Alexander Godynyuk,D,CGY,138752,
Marc Osiecki,D,CGY,121408,
Tim Sweeney,LW,CGY,108400,
Stéphane Matteau,LW,CGY,99728,
Valeri Kamensky,LW,QUE,607040,
Joe Sakic,C,QUE,351216,
John Tonelli,LW,QUE,350000,
Curtis Leschyshyn,D,QUE,242816,
Martin Rucinsky,LW,QUE,234144,
Owen Nolan,RW,QUE,225472,
Jacques Cloutier,G,QUE,216800,
Bryan Fogarty,D,QUE,216800,
Doug Smail,C,QUE,212464,
Herb Raglan,RW,QUE,203792,
Craig Wolanin,D,QUE,203792,
Mikhail Tatarinov,D,QUE,199456,
Scott Pearson,LW,QUE,195120,
Steven Finn,D,QUE,189050,
Alexei Gusarov,D,QUE,182112,
Greg Paslawski,RW,QUE,173440,
Ron Tugnutt,G,QUE,164768,
Mike Hough,RW,QUE,156096,
Randy Velischek,D,QUE,154362,
Ken McRae,RW,QUE,151760,
Greg Smyth,D,QUE,151760,
Mats Sundin,C,QUE,150893,
Wayne Van Dorp,LW,QUE,143088,
Dan Lambert,D,QUE,138752,
Kip Miller,C,QUE,138752,
Don Barber,RW,QUE,134416,
Adam Foote,D,QUE,125744,
Claude Lapointe,C,QUE,121408,
Tony Twist,LW,QUE,117072,
Dave Marcinyshyn,D,QUE,112736,
Mike McNeill,LW,QUE,112736,
Stéphane Morin,C,QUE,91056,
Mark Vermette,RW,QUE,73443,
Esa Tikkanen,LW,EDM,867200,
Bernie Nicholls,C,EDM,607040,
Craig Simpson,LW,EDM,568016,
Kevin Lowe,D,EDM,390240,
Craig Muni,D,EDM,346880,
Craig MacTavish,C,EDM,303520,
Joe Murphy,RW,EDM,290512,
Petr Klima,LW,EDM,260160,
Dave Manson,D,EDM,260160,
Brian Glynn,D,EDM,250000,
Anatoli Semenov,C,EDM,242816,
Jeff Beukeboom,D,EDM,238480,
Martin Gélinas,LW,EDM,238480,
David Shaw,D,EDM,235000,
Martin Rucinsky,LW,EDM,234144,
Bill Ranford,G,EDM,195120,
Geoff Smith,D,EDM,195120,
Jozef Beranek,C,EDM,190784,
Vincent Damphousse,C,EDM,186448,
Chris Joseph,D,EDM,177776,
Mark Lamb,C,EDM,173440,
Norm Maciver,D,EDM,173440,
Kelly Buchberger,RW,EDM,169104,
Luke Richardson,D,EDM,164768,
Ron Tugnutt,G,EDM,164768,
Scott Mellanby,RW,EDM,156096,
Scott Thornton,C,EDM,143088,
Louie DeBrusk,LW,EDM,138752,
Peter Ing,G,EDM,130080,
Troy Mallette,LW,EDM,130080,
Trevor Linden,C,VAN,693760,
Pavel Bure,RW,VAN,585360,
Geoff Courtnall,LW,VAN,542000,
Dave Babych,D,VAN,455280,
Doug Lidster,D,VAN,455280,
Tony Tanti,RW,VAN,350000,
Igor Larionov,C,VAN,312192,
Randy Gregg,D,VAN,303520,
Kirk McLean,G,VAN,281840,
Dana Murzyn,D,VAN,260160,
Greg Adams,LW,VAN,251488,
Robert Dirk,D,VAN,247152,
Gerald Diduck,D,VAN,242816,
Sergio Momesso,LW,VAN,238480,
Petr Nedved,C,VAN,229808,
Jirky Lumme,D,VAN,216800,
Andrew McBain,RW,VAN,212464,
Tom Fergus,C,VAN,195120,
Troy Gamble,G,VAN,195120,
Jim Sandlak,RW,VAN,195120,
Jay Mazur,RW,VAN,182112,
Ken Hammond,D,VAN,175000,
Ryan Walter,C,VAN,173440,
Cliff Ronning,C,VAN,143088,
Brian Bellows,LW,MNS,750000,
Neal Broten,C,MNS,650000,
Dave Gagner,C,MNS,625000,
Mike Modano,C,MNS,600000,
Brian Propp,LW,MNS,438000,
Rob Ramage,D,MNS,355000,
Craig Ludwig,D,MNS,330000,
Jon Casey,G,MNS,325000,
Chris Dahlquist,D,MNS,275000,
Basil McRae,LW,MNS,260000,
Brian Glynn,D,MNS,250000,
Shane Churla,RW,MNS,235000,
David Shaw,D,MNS,235000,
Ulf Dahlen,RW,MNS,230000,
Jim Johnson,D,MNS,230000,
Todd Elik,C,MNS,225000,
Mark Tinordi,D,MNS,215000,
Gaétan Duchesne,LW,MNS,200000,
Derrick Smith,C,MNS,200000,
Stewart Gavin,RW,MNS,199000,
Derian Hatcher,D,MNS,175000,
Darcy Wakaluk,G,MNS,160000,
Mike Craig,RW,MNS,145000,
Kip Miller,C,MNS,138752,
Marc Bureau,C,MNS,135000,
Wayne Gretzky,C,LAK,3000000,
Luc Robitaille,LW,LAK,1100000,
Paul Coffey,D,LAK,1000000,
Charlie Huddy,D,LAK,800000,
Jari Kurri,RW,LAK,800000,
Tomas Sandstrom,RW,LAK,750000,
Larry Robinson,D,LAK,600000,
Dave Taylor,RW,LAK,585000,
Bob Kudelski,C,LAK,325000,
Daniel Berthiaume,G,LAK,300000,
Kelly Hrudey,G,LAK,300000,
Ilkka Sinisalo,C,LAK,290000,
Jay Miller,LW,LAK,260000,
Tim Watters,D,LAK,260000,
Mike Donnelly,RW,LAK,240000,
Marty McSorley,D,LAK,240000,
John McIntyre,C,LAK,233000,
Tony Granato,RW,LAK,230000,
Randy Gilhen,LW,LAK,225000,
Darryl Sydor,D,LAK,215000,
Brian Benning,D,LAK,210000,
Rod Buskas,D,LAK,190000,
Jeff Chychrun,D,LAK,175000,
Francis Breault,RW,LAK,170000,
Rene Chapdelaine,D,LAK,170000,
Sylvain Couturier,LW,LAK,165000,
Rob Blake,D,LAK,155000,
Phil Housley,D,WIN,411920,
Thomas Steen,C,WIN,368560,
Fredrick Olausson,D,WIN,325200,
Ed Olczyk,C,WIN,320864,
Brent Ashton,C,WIN,290000,
Petri Skriko,C,WIN,281840,
Randy Carlyle,D,WIN,260160,
Mark Osborne,LW,WIN,260160,
Mike Lalor,D,WIN,250000,
Mario Marois,D,WIN,250000,
Mike Hartman,LW,WIN,245000,
Bob Essensa,G,WIN,238480,
Danton Cole,RW,WIN,220000,
Pat Elynuik,RW,WIN,208128,
Dave McLlwain,C,WIN,200000,
Dean Kennedy,D,WIN,195120,
Moe Mantha,D,WIN,195120,
Teppo Numminen,D,WIN,195120,
Paul MacDermid,RW,WIN,186448,
Russ Romaniuk,LW,WIN,182112,
Shawn Cronin,D,WIN,173440,
Stu Barnes,C,WIN,169104,
Phil Sykes,C,WIN,169104,
Mike Eagles,LW,WIN,160432,
Lucien DeBlois,RW,WIN,156096,
Luciano Borsato,C,WIN,151760,
Darrin Shannon,LW,WIN,151760,
Bryan Erickson,C,WIN,138752,
Rud Poeschek,D,WIN,138752,
Don Barber,RW,WIN,134416,
Stéphane Beauregard,G,WIN,91056,
Doug Wilson,D,SJS,1000000,
Pat Falloon,RW,SJS,500000,
Kelly Kisio,C,SJS,381000,
Paul Fenton,C,SJS,348000,
Brian Hayward,G,SJS,325000,
Brian Mullen,C,SJS,325000,
Steve Bozek,C,SJS,260000,
Wayne Presley,RW,SJS,250000,
Dave Snuggerud,LW,SJS,235000,
Bob McGill,D,SJS,205000,
Perry Anderson,LW,SJS,200000,
Rob Zettler,D,SJS,200000,
Jarmo Myllys,G,SJS,195000,
John Carter,LW,SJS,185000,
Johan Garpenlov,LW,SJS,185000,
Ken Hammond,D,SJS,175000,
Brian Lawton,LW,SJS,175000,
Neil Wilkinson,D,SJS,174000,
Perry Berezan,C,SJS,170000,
Edward Courtenay,RW,SJS,170000,
Tony Hrkac,C,SJS,165000,
Dean Evason,C,SJS,150000,
Rick Lessard,D,SJS,150000,
Jeff Hackett,G,SJS,140000,
Jayson More,D,SJS,135000,
Don Barber,RW,SJS,134416,
Pat MacLeod,D,SJS,110000,
Peter Ahola,D,,290000,
Martin Lapointe,D,,275000,
Ken Hodge,RW,,150000,
Matt Baldassarra,LW,,108400,
