player,pos,team,salary,caphit
Mark Pederson,LW,PHI,130155,
Craig Berube,LW,PHI,130000,
Murray Baron,D,PHI,125000,
Tony Horacek,LW,PHI,125000,
Dale Kushner,RW,PHI,125000,
Jiri Latal,D,PHI,125000,
Mario Lemieux,C,PIT,2177000,
Paul Coffey,D,PIT,900000,
Joe Mullen,RW,PIT,450000,
Bryan Trottier,C,PIT,400000,
Tom Barrasso,G,PIT,365000,
Barry Pederson,C,PIT,365000,
Ron Francis,C,PIT,350000,
Tony Tanti,RW,PIT,350000,
Rob Brown,RW,PIT,325000,
Ulf Samuelsson,D,PIT,300000,
Larry Murphy,D,PIT,270000,
Zarley Zalapski,D,PIT,265000,
Randy Hillier,D,PIT,225000,
Jim Johnson,D,PIT,225000,
Peter Taglianetti,D,PIT,225000,
Jim Kyte,D,PIT,212587,
Gordie Roberts,D,PIT,210000,
Bob Errey,LW,PIT,198000,
Troy Loney,LW,PIT,190000,
Gord Dineen,D,PIT,180000,
Chris Dahlquist,D,PIT,170000,
Phil Bourque,D,PIT,160000,
Grant Jennings,D,PIT,160000,
Jiri Hrdina,C,PIT,150000,
Jaromir Jagr,RW,PIT,150000,
Frank Pietrangelo,G,PIT,150000,
Kevin Stevens,LW,PIT,150000,
John Cullen,C,PIT,130000,
Randy Gilhen,LW,PIT,130000,
Wendell Young,G,PIT,130000,
Brad Aitken,LW,PIT,120000,
Jim Paek,D,PIT,115000,
Paul Stanton,D,PIT,110000,
Mark Recchi,RW,PIT,105000,
Kevin Dineen,RW,HFD,473000,
Ron Francis,C,HFD,350000,
Rob Brown,RW,HFD,325000,
Dave Babych,D,HFD,300000,
Ulf Samuelsson,D,HFD,300000,
Zarley Zalapski,D,HFD,265000,
Peter Sidorkiewicz,G,HFD,250000,
Pat Verbeek,RW,HFD,250000,
Mark Hunter,C,HFD,229941,
Carey Wilson,C,HFD,220000,
Doug Crossman,D,HFD,210000,
Randy Cunneyworth,LW,HFD,210000,
Ray Ferraro,C,HFD,200000,
Randy Ladouceur,D,HFD,200000,
Sylvain Côté,D,HFD,180000,
Doug Houda,D,HFD,160000,
Grant Jennings,D,HFD,160000,
Paul Cyr,C,HFD,155000,
Mikael Andersson,RW,HFD,150000,
Daryl Reaugh,G,HFD,150000,
Dean Evason,C,HFD,145000,
Ed Kastelic,RW,HFD,145000,
Brad Shaw,D,HFD,140000,
John Cullen,C,HFD,130000,
Bobby Holik,C,HFD,130000,
Kay Whitmore,G,HFD,130000,
Mike Tomlak,C,HFD,125000,
Chris Govedaris,LW,HFD,115000,
Todd Krygier,LW,HFD,110000,
Michel Picard,LW,HFD,110000,
Adam Burt,D,HFD,100000,
Jim McKenzie,LW,HFD,100000,
Kevin Hatcher,D,WSH,600000,
Mike Liut,G,WSH,455000,
Dino Ciccarelli,RW,WSH,375000,
Al Iafrate,D,WSH,350000,
Mike Ridley,C,WSH,350000,
Rod Langway,D,WSH,343000,
Don Beaupre,G,WSH,300000,
Mike Lalor,D,WSH,250000,
Kelly Miller,LW,WSH,250000,
Dave Tippett,LW,WSH,240000,
Dale Hunter,C,WSH,231000,
Mikhail Tatarinov,D,WSH,220000,
Bob Rouse,D,WSH,216925,
Joel Quenneville,D,WSH,195000,
Steve Leach,RW,WSH,190000,
Neil Sheehy,D,WSH,180000,
Calle Johansson,D,WSH,155000,
Michal Pivonka,C,WSH,150000,
Peter Zezel,C,WSH,147509,
John Druce,RW,WSH,140000,
Alfie Turcotte,C,WSH,135000,
Ken Sabourin,D,WSH,130155,
Bob Joyce,LW,WSH,130000,
Peter Bondra,RW,WSH,110000,
Nick Kypreos,LW,WSH,110000,
Steve Maltais,RW,WSH,95000,
Bob Babcock,D,WSH,85000,
Alan May,LW,WSH,50000,
Chris Felix,D,WSH,25000,
Chris Chelios,D,CHI,865000,
Steve Larmer,RW,CHI,750000,
Michel Goulet,LW,CHI,600000,
Doug Wilson,D,CHI,550000,
Keith Brown,D,CHI,330000,
Adam Creighton,C,CHI,300000,
Troy Murray,C,CHI,285000,
Tony McKegney,RW,CHI,242956,
Wayne Presley,RW,CHI,240000,
Steve Thomas,LW,CHI,240000,
Steve Konroyd,D,CHI,225000,
Dave Manson,D,CHI,215000,
Bob McGill,D,CHI,200000,
Dirk Graham,RW,CHI,190000,
Jacques Cloutier,G,CHI,189000,
Trent Yawney,D,CHI,180000,
Paul Gillis,C,CHI,173540,
Jocelyn Lemieux,LW,CHI,170000,
Mike Hudson,C,CHI,165000,
Mike Peluso,D,CHI,130000,
Jeremy Roenick,C,CHI,130000,
Stu Grimson,LW,CHI,100000,
Steve Yzerman,C,DET,1300000,
Jimmy Carson,C,DET,500000,
Rick Green,D,DET,375000,
Gerard Gallant,LW,DET,350000,
Brad McCrimmon,D,DET,250000,
Bob Probert,LW,DET,250000,
Alain Chevrier,G,DET,235000,
Glen Hanlon,G,DET,235000,
Steve Chiasson,D,DET,225000,
Sergei Fedorov,C,DET,220000,
Marc Habscheid,C,DET,215000,
Dave Barr,RW,DET,210000,
Doug Crossman,D,DET,210000,
Shawn Burr,LW,DET,200000,
Joey Kocur,D,DET,200000,
Allan Bester,G,DET,195233,
Brad Marsh,D,DET,195233,
Leonard Norwood,D,DET,190000,
John Chabot,C,DET,185000,
Tim Cheveldae,G,DET,175000,
Doug Houda,D,DET,160000,
Rick Zombo,D,DET,160000,
Keith Primeau,C,DET,155000,
Paul Ysebaert,LW,DET,155000,
Yves Racine,D,DET,145000,
Kevin Miller,RW,DET,140000,
Brent Fedyk,RW,DET,135000,
Par Djoos,D,DET,125000,
Randy McKay,RW,DET,120000,
Bob Wilkie,D,DET,105000,
Brett Hull,RW,STL,1116000,
Scott Stevens,D,STL,775000,
Dan Quinn,C,STL,338403,
Jeff Brown,D,STL,295000,
Paul Cavallini,D,STL,295000,
Paul MacLean,RW,STL,270000,
Mario Marois,D,STL,250000,
Sergio Momesso,LW,STL,250000,
Garth Butcher,D,STL,240353,
Adam Oates,C,STL,240000,
Geoff Courtnall,LW,STL,225000,
Gordie Roberts,D,STL,210000,
Dave Lowry,LW,STL,200000,
Rick Meagher,C,STL,190000,
Harold Snepsts,D,STL,190000,
Gino Cavallini,LW,STL,170000,
Herb Raglan,RW,STL,170000,
Bob Bassen,C,STL,165000,
Rod Brind'Amour,C,STL,160000,
Robert Dirk,D,STL,150000,
Curtis Joseph,G,STL,150000,
Vincent Riendeau,G,STL,150000,
Cliff Ronning,C,STL,150000,
Darin Kimble,C,STL,143171,
Glen Featherstone,D,STL,115000,
Steve Tuttle,RW,STL,110000,
Dave Thomlinson,LW,STL,105000,
Tom Tilley,D,STL,100000,
Al MacInnis,D,CGY,694160,
Mike Vernon,G,CGY,412158,
Doug Gilmour,C,CGY,390465,
Gary Suter,D,CGY,390465,
Joe Nieuwendyk,C,CGY,355757,
Joel Otto,C,CGY,260318,
Theoren Fleury,RW,CGY,251633,
Jamie Macoun,D,CGY,239485,
Mark Hunter,C,CGY,229941,
Rick Wamsley,G,CGY,229941,
Paul Fenton,C,CGY,228205,
Tim Hunter,C,CGY,225602,
Carey Wilson,C,CGY,220000,
Brian MacLellan,C,CGY,213454,
Jim Kyte,D,CGY,212587,
Gary Roberts,LW,CGY,208248,
Dana Murzyn,D,CGY,195233,
Frank Musil,D,CGY,186556,
Paul Ranheim,LW,CGY,173540,
Sergei Makarov,LW,CGY,151848,
Ronnie Stern,RW,CGY,150112,
Jiri Hrdina,C,CGY,150000,
Ric Nattress,D,CGY,141435,
Ken Sabourin,D,CGY,130155,
Kevan Guy,D,CGY,117140,
Roger Johansson,D,CGY,112801,
Robert Reichel,C,CGY,108463,
Tim Sweeney,LW,CGY,108463,
Stéphane Matteau,LW,CGY,91109,
Sergei Pryakhin,RW,CGY,43385,
Guy Lafleur,RW,QUE,347080,
Joe Sakic,C,QUE,251633,
Tony McKegney,RW,QUE,242956,
Michel Petit,D,QUE,238618,
Joe Cirella,D,QUE,225602,
Ron Tugnutt,G,QUE,216925,
Jacques Cloutier,G,QUE,189000,
Aaron Broten,C,QUE,173540,
Paul Gillis,C,QUE,173540,
Craig Wolanin,D,QUE,173540,
Herb Raglan,RW,QUE,170000,
Steven Finn,D,QUE,160525,
Claude Loiselle,C,QUE,160525,
Lucien DeBlois,RW,QUE,156186,
Mike Hough,RW,QUE,156186,
Jeff Jackson,LW,QUE,156186,
Randy Velischek,D,QUE,154451,
Owen Nolan,RW,QUE,151848,
Darin Kimble,C,QUE,143171,
Wayne Van Dorp,LW,QUE,134494,
Tony Hrkac,C,QUE,130155,
Scott Gordon,G,QUE,125817,
Curtis Leschyshyn,D,QUE,125817,
Everett Sanipass,LW,QUE,121478,
Bryan Fogarty,D,QUE,112801,
Claude Lapointe,C,QUE,112801,
Scott Pearson,LW,QUE,104124,
Ken Quinney,LW,QUE,104124,
Stéphane Morin,C,QUE,6770,
Mark Messier,C,EDM,834727,
Grant Fuhr,G,EDM,362699,
Esa Tikkanen,LW,EDM,347080,
Craig Simpson,LW,EDM,325388,
Glenn Anderson,RW,EDM,295018,
Ken Linseman,RW,EDM,229941,
Kevin Lowe,D,EDM,225602,
Petr Klima,LW,EDM,216925,
Joe Murphy,RW,EDM,216925,
Craig Muni,D,EDM,208248,
Craig MacTavish,C,EDM,203910,
Steve Smith,D,EDM,195233,
Charlie Huddy,D,EDM,173540,
Bill Ranford,G,EDM,173540,
Dave Brown,RW,EDM,147509,
Kelly Buchberger,RW,EDM,138832,
Anatoli Semenov,C,EDM,130155,
Mark Lamb,C,EDM,124081,
Brad Aitken,LW,EDM,120000,
Chris Joseph,D,EDM,112801,
David Haas,LW,EDM,108463,
Geoff Smith,D,EDM,95447,
Martin Gélinas,LW,EDM,86770,
Tony Tanti,RW,VAN,350000,
Dan Quinn,C,VAN,338403,
Igor Larionov,C,VAN,325388,
Stan Smyl,RW,VAN,321049,
Kirk McLean,G,VAN,282003,
Sergio Momesso,LW,VAN,250000,
Greg Adams,LW,VAN,242956,
Garth Butcher,D,VAN,240353,
Tom Kurvers,D,VAN,238618,
Doug Lidster,D,VAN,230808,
Geoff Courtnall,LW,VAN,225000,
Gerald Diduck,D,VAN,216925,
Brian Bradley,C,VAN,199571,
Jim Sandlak,RW,VAN,199571,
Jirky Lumme,D,VAN,195233,
Dana Murzyn,D,VAN,195233,
Robert Nordmark,D,VAN,195233,
Steve Bozek,C,VAN,173540,
Steve Weeks,G,VAN,173540,
Petr Nedved,C,VAN,151848,
Ronnie Stern,RW,VAN,150112,
Robert Dirk,D,VAN,150000,
Cliff Ronning,C,VAN,150000,
Dave Capuano,LW,VAN,125817,
Craig Coxe,C,VAN,125817,
Troy Gamble,G,VAN,125817,
Kevan Guy,D,VAN,117140,
Petri Skriko,C,VAN,116000,
Trevor Linden,C,VAN,112801,
Adrien Plavsic,D,VAN,112801,
Jay Mazur,RW,VAN,108463,
Garry Valk,LW,VAN,99786,
Brian Bellows,LW,MNS,675000,
Bobby Smith,C,MNS,400000,
Neal Broten,C,MNS,348000,
Jon Casey,G,MNS,325000,
Brian Propp,LW,MNS,325000,
Brian Hayward,G,MNS,300000,
Larry Murphy,D,MNS,270000,
Ilkka Sinisalo,C,MNS,268000,
Basil McRae,LW,MNS,230000,
Shawn Chambers,D,MNS,225000,
Jim Johnson,D,MNS,225000,
Peter Taglianetti,D,MNS,225000,
Curt Giles,D,MNS,220000,
Dave Gagner,C,MNS,215000,
Ulf Dahlen,RW,MNS,200000,
Mark Tinordi,D,MNS,200000,
Stewart Gavin,RW,MNS,199000,
Gaétan Duchesne,LW,MNS,190000,
Frank Musil,D,MNS,186556,
Perry Berezan,C,MNS,170000,
Chris Dahlquist,D,MNS,170000,
Larry DePalma,LW,MNS,160000,
Shane Churla,RW,MNS,155000,
Brian Glynn,D,MNS,150000,
Mike Modano,C,MNS,150000,
Neil Wilkinson,D,MNS,146000,
Warren Babe,LW,MNS,135000,
Rob Zettler,D,MNS,130000,
Wayne Gretzky,C,LAK,3000000,
Larry Robinson,D,LAK,550000,
Dave Taylor,RW,LAK,500000,
Tomas Sandstrom,RW,LAK,420000,
John Tonelli,LW,LAK,350000,
Luc Robitaille,LW,LAK,320000,
Steve Duchesne,D,LAK,300000,
Kelly Hrudey,G,LAK,300000,
Ilkka Sinisalo,C,LAK,268000,
Steve Kasper,C,LAK,250000,
Tim Watters,D,LAK,250000,
Mike Krushelnyski,C,LAK,238618,
Marty McSorley,D,LAK,230000,
Tony Granato,RW,LAK,210000,
Todd Elik,C,LAK,200000,
Rod Buskas,D,LAK,180000,
Bob Halkidis,D,LAK,180000,
Jay Miller,LW,LAK,180000,
Scott Bjugstad,C,LAK,175000,
Bob Kudelski,C,LAK,175000,
Daniel Berthiaume,G,LAK,165000,
Rob Blake,D,LAK,135000,
Brad Jones,LW,LAK,130000,
Francis Breault,RW,LAK,110000,
Mike Donnelly,RW,LAK,100000,
John McIntyre,C,LAK,100000,
Sylvain Couturier,LW,LAK,20000,
Fredrick Olausson,D,WIN,303695,
Dave Ellett,D,WIN,295018,
Thomas Steen,C,WIN,282003,
Ed Olczyk,C,WIN,251633,
Brent Ashton,C,WIN,238618,
Mark Osborne,LW,WIN,238618,
Paul Fenton,C,WIN,228205,
Randy Carlyle,D,WIN,216925,
Bob Essensa,G,WIN,216925,
Pat Elynuik,RW,WIN,195233,
Teppo Numminen,D,WIN,195233,
Moe Mantha,D,WIN,189159,
Paul MacDermid,RW,WIN,182217,
Phil Housley,D,WIN,169202,
Phil Sykes,C,WIN,169202,
Greg Paslawski,RW,WIN,164863,
Shawn Cronin,D,WIN,160525,
Dave McLlwain,C,WIN,160525,
Scott Arniel,LW,WIN,151848,
Gordon Donnelly,D,WIN,151848,
Doug Evans,LW,WIN,151848,
Mike Eagles,LW,WIN,130155,
Craig Duncanson,LW,WIN,117140,
Bryan Marchment,D,WIN,112801,
Danton Cole,RW,WIN,104124,
Rick Tabaracci,G,WIN,99786,
Mark Kumpel,C,WIN,86770,
Ken Hodge,RW,,150000,
Matt Baldassarra,LW,,86770,
