player,pos,salary,caphit
Bryan Little,C,6500000,5291666
Marian Hossa,RW,1000000,5275000
Jeff Carter,C,5000000,5272727
Nino Niederreiter,RW,6075000,5250000
Torey Krug,D,5500000,5250000
William Karlsson,C,5250000,5250000
J.T. Miller,C,5250000,5250000
Frans Nielsen,C,5250000,5250000
Brady Skjei,D,4700000,5250000
David Clarkson,RW,1000000,5250000
Hampus Lindholm,D,6750000,5205556
Shea Theodore,D,5200000,5200000
Mike Hoffman,LW,5650000,5187500
Jared Spurgeon,D,5187500,5187500
Tom Wilson,RW,1000000,5166666
Zach Bogosian,D,6000000,5142857
Kevin Hayes,RW,5175000,5125000
Brayden Schenn,C,5000000,5125000
Dmitry Orlov,D,6500000,5100000
Josh Bailey,RW,7000000,5000000
Jonathan Marchessault,C,7000000,5000000
Tyler Johnson,C,6750000,5000000
Tyler Bozak,C,5500000,5000000
Andrew MacDonald,D,5500000,5000000
Frederik Andersen,G,5000000,5000000
Zdeno Chara,D,5000000,5000000
Danny DeKeyser,D,5000000,5000000
Andy Greene,D,5000000,5000000
Morgan Rielly,D,5000000,5000000
Reilly Smith,RW,5000000,5000000
Joe Thornton,C,5000000,5000000
Alexander Edler,D,4500000,5000000
Matt Moulson,LW,2000000,5000000
Derick Brassard,C,1000000,5000000
Noah Hanifin,D,1950000,4950000
Ben Bishop,G,3500000,4916667
Alex Galchenyuk,C,4900000,4900000
Marc Methot,D,4900000,4900000
Alexander Wennberg,C,4500000,4900000
Sami Vatanen,D,5000000,4875000
Marian Gaborik,RW,4575000,4875000
Michael Matheson,D,3000000,4875000
Elias Lindholm,C,4850000,4850000
Justin Faulk,D,6000000,4833333
Nikita Kucherov,RW,5550000,4766666
Craig Anderson,G,5500000,4750000
Gustav Nyquist,C,5500000,4750000
Martin Hanzal,C,5000000,4750000
Carl Soderberg,C,5000000,4750000
Vincent Trocheck,C,4750000,4750000
Niklas Kronwall,D,1750000,4750000
Ryan McDonagh,D,5300000,4700000
Jori Lehtera,C,5000000,4700000
T.J. Brodie,D,4838000,4650400
Kyle Palmieri,RW,5000000,4650000
Clarke MacArthur,LW,4750000,4650000
Karl Alzner,D,6000000,4625000
Chris Kreider,LW,4500000,4625000
Tyler Toffoli,RW,4600000,4600000
Marcus Johansson,LW,4750000,4583333
Artem Anisimov,C,5000000,4550000
Calvin de Haan,D,4000000,4550000
Shayne Gostisbehere,D,6000000,4500000
Max Pacioretty,LW,5000000,4500000
Jason Demers,D,4500000,4500000
Anton Stralman,D,4500000,4500000
Mats Zuccarello,RW,4500000,4500000
Vadim Shipachyov,C,4000000,4500000
Justin Williams,RW,4000000,4500000
Nazem Kadri,C,2500000,4500000
Nikita Zaitsev,D,1500000,4500000
Alexander Killorn,LW,4450000,4450000
Chris Tanev,D,4000000,4450000
Brandon Sutter,C,4375000,4375000
Jake Allen,G,4350000,4350000
Brendan Smith,D,4350000,4350000
Devan Dubnyk,G,5000000,4333333
Dmitry Kulikov,D,4333333,4333333
Sean Couturier,C,4250000,4333333
Cody Ceci,D,4300000,4300000
Michael Frolik,RW,4000000,4300000
Ian Cole,D,5000000,4250000
David Savard,D,4750000,4250000
John Klingberg,D,4500000,4250000
Craig Smith,RW,4500000,4250000
Justin Abdelkader,LW,4250000,4250000
Viktor Arvidsson,RW,4250000,4250000
Jonathan Ericsson,D,4250000,4250000
Brock Nelson,C,4250000,4250000
Antti Raanta,G,2750000,4250000
Oscar Klefbom,D,4167000,4167000
Jonas Brodin,D,5750000,4166667
Slava Voynov,D,5500000,4166667
Adam Larsson,D,4850000,4166666
Cameron Talbot,G,4200000,4166666
Damon Severson,D,3000000,4166666
Scott Darling,G,4750000,4150000
Mathieu Perreault,LW,4125000,4125000
Nick Bjugstad,C,4300000,4100000
Nick Bonino,C,4100000,4100000
Brian Dumoulin,D,4100000,4100000
Niklas Hjalmarsson,D,4000000,4100000
Josh Manson,D,3250000,4100000
Olli Maatta,D,4083300,4083333
Jake Gardiner,D,3050000,4050000
Brett Pesce,D,4025000,4025000
Adam Henrique,C,5500000,4000000
Roman Josi,D,5250000,4000000
David Perron,LW,4750000,4000000
Kris Russell,D,4500000,4000000
Marco Scandella,D,4500000,4000000
Jake Muzzin,D,4450000,4000000
Alec Martinez,D,4050000,4000000
Mikkel Boedker,LW,4000000,4000000
Carl Hagelin,LW,4000000,4000000
Victor Rask,C,4000000,4000000
Ryan Spooner,C,4000000,4000000
Erik Gudbranson,D,3750000,4000000
Vladislav Namestnikov,C,3500000,4000000
Evgeny Dadonov,RW,2750000,4000000
Wayne Simmonds,RW,5000000,3975000
Johan Franzen,RW,1000000,3954545
Colin Wilson,C,4000000,3937500
Andrew Shaw,RW,4000000,3900000
Colin Miller,D,3875000,3875000
Travis Hamonic,D,4875000,3857143
Patrik Berglund,C,4700000,3850000
Connor Murphy,D,4500000,3850000
Cody Eakin,C,3850000,3850000
Darren Helm,LW,3850000,3850000
Matt Beleskey,LW,4000000,3800000
Justin Braun,D,3800000,3800000
Rickard Rakell,C,3800000,3789444
Anders Lee,LW,5000000,3750000
Boone Jenner,C,4000000,3750000
Tanner Pearson,LW,3800000,3750000
Mattias Ekholm,D,3750000,3750000
Matt Murray,G,3750000,3750000
Jakob Silfverberg,RW,3750000,3750000
Brendan Gallagher,RW,3000000,3750000
Braydon Coburn,D,3700000,3700000
Jacob Markstrom,G,1600000,3666667
Sam Reinhart,C,3550000,3650000
Cal Clutterbuck,RW,4000000,3500000
Lars Eller,C,3500000,3500000
Bryan Rust,RW,3500000,3500000
Vladimir Sobotka,C,3500000,3500000
Eric Staal,C,3500000,3500000
Michael Stone,D,3500000,3500000
Andrei Vasilevskiy,G,3500000,3500000
James Reimer,G,3000000,3400000
Brandon Montour,D,3250000,3387500
Sven Baertschi,LW,2500000,3366666
Casey Cizikas,C,3500000,3350000
Radko Gudas,D,3400000,3350000
Michael Grabner,LW,2500000,3350000
Philipp Grubauer,G,3350000,3333333
Thomas Greiss,G,3333333,3333333
Jamie McGinn,LW,3333333,3333333
Anthony Mantha,RW,3300000,3300000
Brenden Dillon,D,3900000,3270000
Andrew Cogliano,C,3250000,3250000
Zack Smith,C,3250000,3250000
Jack Johnson,D,1750000,3250000
Charlie Coyle,C,3750000,3200000
Darnell Nurse,D,3200000,3200000
Trevor Daley,D,3300000,3166667
Sam Gagner,C,3500000,3150000
Patrick Eaves,RW,3150000,3150000
Josh Morrissey,D,3150000,3150000
Max Domi,C,2900000,3150000
Derek Ryan,C,3125000,3125000
Jean-Gabriel Pageau,C,3300000,3100000
Ryan Strome,C,3000000,3100000
Phillip Danault,C,3000000,3083333
Marcus Kruger,C,2300000,3083333
Andre Burakovsky,LW,3250000,3000000
Jonathan Bernier,G,3000000,3000000
Michael Del Zotto,D,3000000,3000000
Joel Edmundson,D,3000000,3000000
Ron Hainsey,D,3000000,3000000
Leo Komarov,RW,3000000,3000000
Conor Sheary,LW,3000000,3000000
Thomas Vanek,LW,3000000,3000000
Cam Ward,G,3000000,3000000
Andreas Athanasiou,C,2750000,3000000
Daniel Girardi,D,2750000,3000000
Antoine Roussel,LW,1800000,3000000
Jay Beagle,C,1400000,3000000
Valeri Nichushkin,RW,2200000,2950000
Chris Tierney,C,2900000,2937500
Adam Lowry,C,3500000,2916667
Carl Gunnarsson,D,2900000,2900000
Marcus Foligno,LW,3000000,2875000
Teuvo Teravainen,LW,2860000,2860000
Matt Calvert,LW,3750000,2850000
Ryan Murray,D,2825000,2825000
Richard Panik,RW,2800000,2800000
Ben Hutton,D,2400000,2800000
Ryan Reaves,RW,2775000,2775000
Jaroslav Halak,G,3250000,2750000
John Moore,D,3250000,2750000
Brian Elliott,G,3000000,2750000
Valtteri Filppula,C,2750000,2750000
Erik Haula,LW,2750000,2750000
Carter Hutton,G,2750000,2750000
Riley Nash,C,2750000,2750000
Brian Boyle,C,2500000,2750000
Miles Wood,LW,2500000,2750000
Adam McQuaid,D,2000000,2750000
Mark Pysyk,D,2750000,2733333
Markus Nutivaara,D,2500000,2700000
Ben Lovejoy,D,2750000,2666666
Derek Dorsett,RW,2500000,2650000
Ondrej Kase,RW,2600000,2600000
Derek Forbort,D,2100000,2525000
Ryan Ellis,D,3500000,2500000
Brayden McNabb,D,3000000,2500000
Oliver Bjorkstrand,RW,2500000,2500000
Thomas Hickey,D,2500000,2500000
Anton Khudobin,G,2500000,2500000
Matt Martin,LW,2500000,2500000
Kevan Miller,D,2500000,2500000
Patrik Nemeth,D,2500000,2500000
Michal Neuvirth,G,2500000,2500000
Mikko Koskinen,G,2000000,2500000
Anders Nilsson,G,2000000,2500000
Michal Kempny,D,1000000,2500000
Blake Comeau,LW,2600000,2400000
Nathan Beaulieu,D,2500000,2400000
Mike Condon,G,2500000,2400000
Stephen Johns,D,2350000,2350000
Michael Raffl,LW,2350000,2350000
Dale Weise,RW,2350000,2350000
Troy Stecher,D,2325000,2325000
John Gibson,G,3300000,2300000
Mattias Janmark-Nylen,C,2300000,2300000
Devin Shore,C,2200000,2300000
Trevor Van Riemsdyk,D,2100000,2300000
Jan Rutta,D,1750000,2300000
Jimmy Vesey,LW,2200000,2275000
Matt Hunwick,D,2500000,2250000
Tomas Plekanec,C,2250000,2250000
Zach Hyman,LW,2000000,2250000
Brandon Manning,D,2000000,2250000
Greg Pateryn,D,1750000,2250000
Nate Schmidt,D,2300000,2225000
Nick Holden,D,2600000,2200000
Radek Faksa,C,2200000,2200000
Esa Lindell,D,2200000,2200000
Nikita Zadorov,D,2300000,2150000
Jamie Oleksiak,D,1950000,2137500
Connor Brown,RW,2100000,2100000
David Schlemko,D,2100000,2100000
Riley Sheahan,C,2100000,2100000
Calle Jarnkrok,C,2100000,2000000
Melker Karlsson,C,2000000,2000000
Trevor Lewis,C,2000000,2000000
Ryan Miller,G,2000000,2000000
Tobias Rieder,RW,2000000,2000000
Ryan Pulock,D,1350000,2000000
Matthew Nieto,LW,1975000,1975000
Zack Kassian,RW,2000000,1950000
Sam Bennett,C,1950000,1950000
Alexander Petrovic,D,1950000,1950000
Aaron Dell,G,2200000,1900000
Joonas Donskoi,RW,1900000,1900000
Matt Benning,D,1800000,1900000
Tim Schaller,C,900000,1900000
Josh Anderson,RW,1850000,1850000
Joel Armia,RW,1850000,1850000
Jesper Fast,RW,1850000,1850000
Darcy Kuemper,G,1600000,1850000
Ryan Dzingel,C,2100000,1800000
Luke Glendening,C,1900000,1800000
Jordan Martinook,LW,1850000,1800000
Blake Coleman,C,1800000,1800000
Brett Ritchie,RW,1800000,1750000
Micheal Ferland,LW,1750000,1750000
Chad Johnson,G,1750000,1750000
Patrick Maroon,LW,1750000,1750000
Jordan Weal,C,1750000,1750000
Stefan Noesen,RW,1725000,1725000
Oscar Lindberg,C,1800000,1700000
Mark Jankowski,C,1675000,1675000
Nate Thompson,C,1650000,1650000
Nick Ritchie,LW,1200000,1640000
Kyle Clifford,LW,1800000,1600000
Jake McCabe,D,1775000,1600000
Zemgus Girgensons,C,1600000,1600000
Adam Pelech,D,1600000,1600000
Drake Caggiula,C,1500000,1500000
Brett Connolly,RW,1500000,1500000
Deryk Engelland,D,1500000,1500000
Vinnie Hinostroza,RW,1500000,1500000
Petr Mrazek,G,1500000,1500000
Juuse Saros,G,1500000,1500000
Luca Sbisa,D,1500000,1500000
Robin Lehner,G,1300000,1500000
Markus Granlund,C,1475000,1475000
Johan Larsson,C,1475000,1475000
Mark Barberio,D,1450000,1450000
Pierre-Edouard Bellemare,C,1450000,1450000
Scott Mayfield,D,1450000,1450000
Steven Santini,D,1100000,1416667
Ben Chiarot,D,1600000,1400000
Sven Andrighetto,RW,1550000,1400000
Tyler Bertuzzi,LW,1400000,1400000
Matthew Grzelcyk,D,1400000,1400000
Kevin Connauton,D,1375000,1375000
Jon Merrill,D,1375000,1375000
Derek MacKenzie,C,1100000,1375000
Connor Carrick,D,1300000,1300000
Michael Hutchinson,G,1300000,1300000
Roman Polak,D,1300000,1300000
Andrej Sustr,D,1300000,1300000
Matthew Peca,C,1200000,1300000
Sean Kuraly,C,1300000,1275000
Dan Hamhuis,D,1500000,1250000
Keith Kinkaid,G,1300000,1250000
Jake Virtanen,RW,1250000,1250000
Chris Wagner,RW,1250000,1250000
Jared McCann,C,1125000,1250000
Austin Czarnik,C,1100000,1250000
Brad Richardson,C,1100000,1250000
Mark Borowiecki,D,1200000,1200000
Colton Sceviour,C,1200000,1200000
Erik Gustafsson,D,800000,1200000
Erik Gustafsson,D,800000,1200000
Paul Byron,LW,1000000,1166666
Robert Bortuzzo,D,1150000,1150000
Louis Domingue,G,1150000,1150000
Brandon Tanev,LW,1150000,1150000
Kyle Brodziak,C,1100000,1150000
Robert Hagg,D,1000000,1150000
Carter Rowney,C,1400000,1133333
Tom Pyatt,C,1200000,1100000
Jordie Benn,D,1100000,1100000
Dmitrij Jaskin,RW,1100000,1100000
Derrick Pouliot,D,1100000,1100000
Austin Watson,LW,1100000,1100000
Al Montoya,G,1062500,1062500
Martin Frk,RW,1050000,1050000
Scott Wilson,LW,1000000,1050000
Peter Budaj,G,1025000,1025000
Andrew Copp,C,1100000,1000000
Nick Cousins,C,1000000,1000000
Eric Fehr,RW,1000000,1000000
Brian Gibbons,C,1000000,1000000
Yanni Gourde,C,1000000,1000000
Jakub Jerabek,D,1000000,1000000
Ross Johnston,LW,1000000,1000000
Chris Kunitz,LW,1000000,1000000
Joseph Morrow,D,1000000,1000000
Brooks Orpik,D,1000000,1000000
Cedric Paquette,C,1000000,1000000
Devante Smith-Pelly,LW,1000000,1000000
Chris Wideman,D,1000000,1000000
Madison Bowey,D,900000,1000000
Joakim Nordstrom,C,900000,1000000
Tyler Pitlick,C,750000,1000000
Scott Laughton,C,1050000,962500
Tomas Nosek,C,962500,962500
Curtis Lazar,C,1050000,950000
Gabriel Bourque,LW,950000,950000
Antti Niemi,G,950000,950000
Nicolas Deslauriers,LW,750000,950000
Nick Schmaltz,C,932500,925000
Robby Fabbri,C,925000,925000
Patrik Laine,RW,925000,925000
Joshua Leivo,LW,925000,925000
Ilya Lyubushkin,D,925000,925000
Frank Vatrano,C,925000,925000
Sebastian Aho,C,832500,925000
Joey Anderson,RW,832500,925000
Zach Aston-Reese,C,832500,925000
Gavin Bayreuther,D,832500,925000
Louie Belpedio,D,832500,925000
Alexei Bereglazov,D,832500,925000
Anders Bjork,LW,832500,925000
Brock Boeser,RW,832500,925000
Andreas Borgman,D,832500,925000
Henrik Borgström,C,832500,925000
Daniel Brickley,D,832500,925000
Pavel Buchnevich,RW,832500,925000
Brayden Burke,LW,832500,925000
Will Butcher,D,832500,925000
Jakob Chychrun,D,832500,925000
Ross Colton,C,832500,925000
J.T. Compher,LW,832500,925000
Kyle Connor,LW,832500,925000
Joey Daccord,G,832500,925000
Jonathan Dahlen,C,832500,925000
Rasmus Dahlin,D,832500,925000
Thatcher Demko,G,832500,925000
Nick Desimone,D,832500,925000
Josh Dickinson,C,832500,925000
Sheldon Dries,C,832500,925000
Pierre Engvall,LW,832500,925000
Jake Evans,C,832500,925000
Dante Fabbro,D,832500,925000
Erik Foley,LW,832500,925000
Spencer Foo,RW,832500,925000
Cal Foote,D,832500,925000
Trent Frederic,C,832500,925000
Dylan Gambrell,C,832500,925000
Vladislav Gavrikov,D,832500,925000
Shane Gersich,LW,832500,925000
Dennis Gilbert,D,832500,925000
Jordan Gross,D,832500,925000
Carl Grundstrom,RW,832500,925000
Nikita Gusev,LW,832500,925000
Henrik Haapala,LW,832500,925000
Jayce Hawryluk,C,832500,925000
Brandon Hickey,D,832500,925000
Blake Hillman,D,832500,925000
Taro Hirose,LW,832500,925000
Nico Hischier,C,832500,925000
Alex Iafallo,LW,832500,925000
Juuso Ikonen,RW,832500,925000
Lucas Johansen,D,832500,925000
Adam Johnson,C,832500,925000
Henri Jokiharju,D,832500,925000
Dominik Kahun,C,832500,925000
David Kampf,C,832500,925000
Brady Keeper,D,832500,925000
Alexander Kerfoot,C,832500,925000
Jake Kielly,G,832500,925000
Matiss Kivlenieks,G,832500,925000
Jesperi Kotkaniemi,C,832500,925000
Ryan Kuffner,LW,832500,925000
Luke Kunin,C,832500,925000
Kevin Lankinen,G,832500,925000
Vinni Lettieri,C,832500,925000
Oskar Lindblom,LW,832500,925000
Ryan Lindgren,D,832500,925000
Par Lindholm,C,832500,925000
Blake Lizotte,C,832500,925000
Isac Lundestrom,LW,832500,925000
Saku Maenalanen,RW,832500,925000
Cooper Marody,C,832500,925000
Auston Matthews,C,832500,925000
Eamon McAdam,G,832500,925000
Ian McCoshen,D,832500,925000
Elvis Merzlikins,G,832500,925000
Ville Meskanen,C,832500,925000
Andrei Mironov,D,832500,925000
Hunter Miska,G,832500,925000
Casey Mittelstadt,C,832500,925000
Trevor Moore,LW,832500,925000
Tyler Motte,C,832500,925000
Chris Nell,G,832500,925000
Jacob Nilsson,C,832500,925000
Logan O'Connor,RW,832500,925000
Andrew Oglevie,C,832500,925000
Igor Ozhiganov,D,832500,925000
Ziyat Paigin,D,832500,925000
Nolan Patrick,C,832500,925000
Joel Persson,D,832500,925000
Cal Petersen,G,832500,925000
Elias Pettersson,C,832500,925000
Lawrence Pilut,D,832500,925000
Neal Pionk,D,832500,925000
Rem Pitlick,C,832500,925000
Ryan Poehling,C,832500,925000
Colton Point,G,832500,925000
David Pope,LW,832500,925000
Vincent Praplan,C,832500,925000
Jesse Puljujarvi,RW,832500,925000
Brogan Rafferty,D,832500,925000
Yannick Rathgeb,D,832500,925000
Mitch Reinke,D,832500,925000
Sheldon Rempal,RW,832500,925000
Juuso Riikola,D,832500,925000
Eric Robinson,LW,832500,925000
Mathew Robson,G,832500,925000
Calle Rosen,D,832500,925000
Patrik Rybar,G,832500,925000
Ilya Samsonov,G,832500,925000
Jimmy Schuldt,D,832500,925000
Kiefer Sherwood,C,832500,925000
Sergei Shumakov,LW,832500,925000
Dylan Sikura,RW,832500,925000
David Sklenicka,D,832500,925000
Carson Soucy,D,832500,925000
Nico Sturm,C,832500,925000
Antti Suomela,C,832500,925000
Andrei Svechnikov,RW,832500,925000
Troy Terry,C,832500,925000
Josh Teves,D,832500,925000
Tage Thompson,RW,832500,925000
Conor Timmins,D,832500,925000
Brady Tkachuk,LW,832500,925000
Matthew Tkachuk,LW,832500,925000
Dominic Toninato,C,832500,925000
Alex Tuch,C,832500,925000
Max Veronneau,RW,832500,925000
Samuel Vigneault,C,832500,925000
Jake Walman,D,832500,925000
Zachary Werenski,D,832500,925000
Colin White,C,832500,925000
Zach Whitecloud,D,832500,925000
Christian Wolanin,D,832500,925000
Egor Yakovlev,D,832500,925000
Bogdan Kiselevich,D,650000,925000
Jakob Forsbacka Karlsson,C,832500,916667
Charlie McAvoy,D,832500,916667
Adam Gaudette,C,832500,916666
Jordan Greenway,LW,832500,916666
Quinn Hughes,D,807500,916666
Andrew Peeke,D,807500,916666
Joonas Korpisalo,G,1100000,900000
Dylan DeMelo,D,900000,900000
Korbinian Holzer,D,900000,900000
Brett Kulak,D,900000,900000
Magnus Paajarvi,LW,900000,900000
Chris Thorburn,RW,900000,900000
Mike Vecchione,C,900000,900000
Mackenzie Weegar,D,900000,900000
Jacob De La Rose,C,850000,900000
Ryan Donato,C,832500,900000
Alexandre Texier,C,750000,897500
Lias Andersson,C,832500,894167
Kieffer Bellows,LW,832500,894167
Dennis Cholowski,D,832500,894167
Filip Chytil,C,832500,894167
Miro Heiskanen,D,832500,894167
Ivan Provorov,D,832500,894167
Michael Rasmussen,C,832500,894167
German Rubtsov,C,832500,894167
Robert Thomas,C,832500,894167
Eeli Tolvanen,RW,832500,894167
Juuso Valimaki,D,832500,894167
Kailer Yamamoto,RW,832500,894167
Anthony Beauvillier,LW,832500,894166
Gabriel Carlsson,D,832500,894166
Lawson Crouse,LW,832500,894166
Pierre-Luc Dubois,C,832500,894166
Joel Eriksson Ek,C,832500,894166
Denis Gurianov,RW,832500,894166
Adrian Kempe,C,832500,894166
Travis Konecny,RW,832500,894166
Jacob Larsson,D,832500,894166
Mitch Marner,RW,832500,894166
Timo Meier,RW,832500,894166
Mikko Rantanen,RW,832500,894166
Jack Roslovic,C,832500,894166
Mikhail Sergachev,D,832500,894166
Pavel Zacha,C,832500,894166
Kole Lind,RW,732500,891666
Brock McGinn,LW,900000,887500
Tyson Jost,C,832500,885833
Clayton Keller,RW,832500,885833
Hampus Gustafsson,LW,832500,883750
Mason Mitchell,LW,832500,883750
Ryan Collins,D,832500,880833
Dylan Sadowy,LW,832500,880833
Brandon Hagel,LW,700000,880833
Cale Makar,D,700000,880833
Jason Dickinson,C,875000,875000
Ryan Hartman,RW,875000,875000
Zachary Sanford,LW,782500,875000
Chris Bigras,D,874125,874125
Hudson Fasching,RW,874125,874125
Michael Kapla,D,874125,874125
Michael McCarron,RW,874125,874125
Rob O'Gara,D,874125,874125
Daniel O'Regan,C,874125,874125
Nicolas Petan,C,874125,874125
Kevin Roy,LW,874125,874125
C.J. Smith,LW,874125,874125
Gustav Forsling,D,832500,872500
Danton Heinen,C,832500,872500
Maximilian Kammerer,C,870000,870000
Ryan Mantha,D,750000,870000
Slater Koekkoek,D,865000,865000
Kevin Stenlund,C,832500,864167
Alexander Volkov,RW,832500,864167
William Borgen,D,650000,864166
Jakub Vrana,LW,832500,863334
Mathew Barzal,C,832500,863333
Jake Bean,D,832500,863333
Logan Brown,C,832500,863333
Thomas Chabot,D,832500,863333
Michael Dal Colle,LW,832500,863333
Anthony DeAngelo,D,832500,863333
Jake Debrusk,LW,832500,863333
Travis Dermott,D,832500,863333
Kevin Fiala,LW,832500,863333
Haydn Fleury,D,832500,863333
Julien Gauthier,RW,832500,863333
Nikolay Goldobin,RW,832500,863333
Josh Ho-Sang,RW,832500,863333
Julius Honka,D,832500,863333
Brett Howden,C,832500,863333
Max Jones,LW,832500,863333
Olli Juolevi,D,832500,863333
Noah Juulsen,D,832500,863333
Kasperi Kapanen,RW,832500,863333
Michael McLeod,C,832500,863333
Nick Merkley,RW,832500,863333
Sonny Milano,LW,832500,863333
Alexander Nylander,LW,832500,863333
