player,pos,team,salary,caphit
Kevin Dineen,RW,HFD,688400,
Steven Rice,RW,HFD,600000,
Andrei Nikolishin,C,HFD,550000,
Paul Ranheim,LW,HFD,550000,
Jocelyn Lemieux,LW,HFD,500000,
Brian Glynn,D,HFD,450000,
Jeff Reese,G,HFD,400000,
Kelly Chase,RW,HFD,375000,
Glen Featherstone,D,HFD,375000,
Brad McCrimmon,D,HFD,360000,
Steve Martins,C,HFD,210000,
Jason Muzzatti,G,HFD,200000,
Kevin Smyth,LW,HFD,165000,
John Vanbiesbrouck,G,FLA,2185000,
Ray Sheppard,RW,FLA,1550000,
Ed Jovanovski,D,FLA,1500000,
Scott Mellanby,RW,FLA,900000,
Rob Niedermayer,RW,FLA,900000,
Brian Skrudland,C,FLA,900000,
Martin Straka,C,FLA,750000,
Terry Carkner,D,FLA,700000,
Bob Kudelski,C,FLA,700000,
Robert Svehla,D,FLA,700000,
Stu Barnes,C,FLA,675000,
Dave Lowry,LW,FLA,600000,
Jesse Bélanger,C,FLA,550000,
Johan Garpenlov,LW,FLA,550000,
Geoff Smith,D,FLA,550000,
Mark Fitzpatrick,G,FLA,525000,
Tom Fitzgerald,RW,FLA,450000,
Mike Hough,RW,FLA,450000,
Jody Hull,RW,FLA,450000,
Paul Laus,D,FLA,425000,
Rhett Warrener,D,FLA,400000,
Bill Lindsay,LW,FLA,375000,
Magnus Svensson,D,FLA,375000,
David Nemirovsky,RW,FLA,360000,
Jason Woolley,D,FLA,275000,
Daren Puppa,G,TBL,1700000,
Roman Hamrlik,D,TBL,1300000,
Brian Bellows,LW,TBL,1000000,
Chris Gratton,C,TBL,925000,
Brian Bradley,C,TBL,830000,
Petr Klima,LW,TBL,800000,
Shawn Burr,LW,TBL,750000,
Paul Ysebaert,LW,TBL,750000,
Steven Finn,D,TBL,600000,
Patrick Poulin,LW,TBL,600000,
Michel Petit,D,TBL,550000,
David Shaw,D,TBL,550000,
John Tucker,C,TBL,500000,
Rob Zamuner,LW,TBL,450000,
Jeff Reese,G,TBL,400000,
Igor Ulanov,D,TBL,400000,
Mikael Andersson,RW,TBL,395000,
John Cullen,C,TBL,350000,
Enrico Ciccone,D,TBL,340000,
Rud Poeschek,D,TBL,312500,
Drew Bannister,D,TBL,300000,
Jean-Claude Bergeron,G,TBL,300000,
Aaron Gavey,C,TBL,300000,
Bill Houlder,D,TBL,300000,
Alexander Selivanov,LW,TBL,286700,
Cory Cross,D,TBL,260000,
Mark Tinordi,D,WSH,2125000,
Joé Juneau,C,WSH,2000000,
Brendan Witt,D,WSH,1800000,
Peter Bondra,RW,WSH,1178200,
Calle Johansson,D,WSH,950000,
Sylvain Côté,D,WSH,900000,
Dale Hunter,C,WSH,885000,
Michal Pivonka,C,WSH,800000,
Kelly Miller,LW,WSH,766700,
Jason Allison,C,WSH,600000,
Jim Carey,G,WSH,588300,
Joe Reekie,D,WSH,579300,
Keith Jones,RW,WSH,500000,
Steve Konowalchuk,LW,WSH,500000,
Todd Krygier,LW,WSH,450000,
Craig Berube,LW,WSH,438100,
Sergei Gonchar,D,WSH,400000,
Mike Eagles,LW,WSH,350000,
Olaf Kolzig,G,WSH,325000,
Kevin Kaminski,C,WSH,275000,
Ken Klee,D,WSH,275000,
Jeff Nelson,C,WSH,275000,
Denis Chassé,C,WSH,250000,
Stefan Ustorf,C,WSH,225000,
Stewart Malgunas,D,WSH,220050,
Pat Peake,RW,WSH,210000,
Chris Chelios,D,CHI,2725000,
Bob Probert,LW,CHI,1600000,
Gary Suter,D,CHI,1600000,
Jeremy Roenick,C,CHI,1400000,
Bernie Nicholls,C,CHI,1200000,
Murray Craven,C,CHI,1150000,
Steve Smith,D,CHI,1000000,
Joe Murphy,RW,CHI,842900,
Brent Sutter,C,CHI,775000,
Tony Amonte,RW,CHI,750000,
Eric Weinrich,D,CHI,715000,
Denis Savard,C,CHI,700000,
Patrick Poulin,LW,CHI,600000,
Jeff Hackett,G,CHI,450000,
Cam Russell,D,CHI,450000,
Igor Ulanov,D,CHI,400000,
Éric Dazé,LW,CHI,375000,
Brad Werenka,D,CHI,350000,
Enrico Ciccone,D,CHI,340000,
Brent Grieve,LW,CHI,325000,
Keith Carney,D,CHI,300000,
Sergei Krivokrasov,RW,CHI,275000,
Jim Cummins,RW,CHI,250000,
Jeff Shantz,C,CHI,245000,
Sergei Fedorov,C,DET,4162000,
Steve Yzerman,C,DET,3703800,
Paul Coffey,D,DET,3600000,
Mike Vernon,G,DET,2323400,
Ray Sheppard,RW,DET,1550000,
Nicklas Lidstrom,D,DET,1500000,
Dino Ciccarelli,RW,DET,1250000,
Bob Rouse,D,DET,1250000,
Vladimir Konstantinov,D,DET,1050000,
Vyacheslav Kozlov,LW,DET,1000000,
Igor Larionov,C,DET,1000000,
Darren McCarty,RW,DET,900000,
Viacheslav Fetisov,D,DET,750000,
Stu Grimson,LW,DET,750000,
Doug Brown,RW,DET,700000,
Keith Primeau,C,DET,700000,
Marc Bergevin,D,DET,625000,
Bob Errey,LW,DET,590000,
Mathieu Dandenault,RW,DET,475000,
Mike Ramsey,D,DET,425000,
Kris Draper,C,DET,415000,
Tim Taylor,C,DET,400000,
Greg Johnson,C,DET,300000,
Kirk Maltby,LW,DET,293400,
Chris Osgood,G,DET,225000,
Wayne Gretzky,C,STL,6545400,
Brett Hull,RW,STL,3800000,
Al MacInnis,D,STL,3200000,
Dale Hawerchuk,C,STL,2600000,
Shayne Corson,LW,STL,2395000,
Geoff Courtnall,LW,STL,2000000,
Chris Pronger,D,STL,1325000,
Brian Noonan,RW,STL,1000000,
Jeff Norton,D,STL,1000000,
Grant Fuhr,G,STL,975000,
Esa Tikkanen,LW,STL,906000,
Adam Creighton,C,STL,750000,
Craig MacTavish,C,STL,750000,
Murray Baron,D,STL,725000,
Steve Leach,RW,STL,700000,
Greg Gilbert,C,STL,650000,
Igor Kravchuk,D,STL,623475,
Yuri Khmylev,LW,STL,600000,
Stéphane Matteau,LW,STL,575000,
Jean-Jacques Daigneault,D,STL,458438,
Ken Sutton,D,STL,458438,
Basil McRae,LW,STL,450000,
Jay Wells,D,STL,450000,
Charlie Huddy,D,STL,400000,
Roman Vopat,C,STL,375000,
Peter Zezel,C,STL,350000,
Dallas Eakins,D,STL,325000,
David Roberts,LW,STL,310000,
Bruce Racine,G,STL,300000,
Tony Twist,LW,STL,300000,
Denis Chassé,C,STL,250000,
Pat Jablonski,G,STL,250000,
Ian Laperrière,C,STL,225000,
Mike Hudson,C,STL,220050,
Theoren Fleury,RW,CGY,2300000,
Phil Housley,D,CGY,2200000,
Steve Chiasson,D,CGY,1400000,
Zarley Zalapski,D,CGY,1400000,
Trevor Kidd,G,CGY,843525,
James Patrick,D,CGY,750000,
Corey Millen,C,CGY,619000,
Tommy Albelin,D,CGY,550000,
Ronnie Stern,RW,CGY,550000,
Bob Sweeney,C,CGY,520000,
Trent Yawney,D,CGY,517778,
Jocelyn Lemieux,LW,CGY,500000,
Mike Sullivan,C,CGY,480809,
Pat Conacher,LW,CGY,450000,
Dean Evason,C,CGY,450000,
Sheldon Kennedy,RW,CGY,410760,
Rick Tabaracci,G,CGY,403425,
Claude Lapointe,C,CGY,377753,
German Titov,C,CGY,377753,
Cory Stillman,C,CGY,278730,
Pavel Torgayev,C,CGY,278730,
Dan Keczmer,D,CGY,275063,
Michael Nylander,C,CGY,260000,
Kevin Dahl,D,CGY,256725,
Yves Sarault,LW,CGY,220050,
Ed Ward,RW,CGY,201713,
Paul Kruse,LW,CGY,183375,
Sandy McCarthy,RW,CGY,110025,
Patrick Roy,G,COL,2948083,
Joe Sakic,C,COL,2127150,
Peter Forsberg,C,COL,1557514,
Sandis Ozolins,D,COL,1400000,
Uwe Krupp,D,COL,1300000,
Claude Lemieux,RW,COL,1276300,
Curtis Leschyshyn,D,COL,800000,
Warren Rychel,LW,COL,750000,
Scott Young,RW,COL,750000,
Valeri Kamensky,LW,COL,733500,
Owen Nolan,RW,COL,733500,
Craig Wolanin,D,COL,675000,
Mike Ricci,C,COL,660150,
Alexei Gusarov,D,COL,625000,
Adam Deadmarsh,RW,COL,586800,
Mike Keane,RW,COL,586800,
Stéphane Fiset,G,COL,577631,
Adam Foote,D,COL,550125,
Sylvain Lefebvre,D,COL,513450,
Andrei Kovalenko,LW,COL,500000,
Martin Rucinsky,LW,COL,500000,
Chris Simon,LW,COL,500000,
Landon Wilson,RW,COL,500000,
Dave Hannan,LW,COL,425000,
Troy Murray,C,COL,400000,
Claude Lapointe,C,COL,377753,
René Corbet,LW,COL,375000,
John Slaney,D,COL,325000,
Jocelyn Thibault,G,COL,256725,
Stephane Yelle,C,COL,146700,
Bill Ranford,G,EDM,2138153,
Jeff Norton,D,EDM,1000000,
Jason Bonsignore,C,EDM,707828,
Luke Richardson,D,EDM,649148,
Igor Kravchuk,D,EDM,623475,
Bryan Marchment,D,EDM,586800,
Doug Weight,C,EDM,586800,
Fredrick Olausson,D,EDM,550125,
Ryan Smyth,LW,EDM,513450,
Kelly Buchberger,RW,EDM,476775,
Ken Sutton,D,EDM,458438,
Scott Thornton,C,EDM,455000,
Jason Arnott,C,EDM,440100,
Jiri Slegr,D,EDM,412594,
Mariusz Czerkawski,RW,EDM,375000,
Kent Manderville,C,EDM,330075,
Miroslav Satan,LW,EDM,327654,
Louie DeBrusk,LW,EDM,322740,
Boris Mironov,D,EDM,312104,
David Roberts,LW,EDM,310000,
Kirk Maltby,LW,EDM,293400,
Todd Marchant,LW,EDM,275000,
Brett Hauer,D,EDM,261639,
David Oliver,RW,EDM,249390,
Dennis Bonvie,RW,EDM,168705,
Tyler Wright,C,EDM,132030,
Pavel Bure,RW,VAN,4500000,
Alexander Mogilny,RW,VAN,3750000,
Trevor Linden,C,VAN,2300000,
Kirk McLean,G,VAN,2250000,
Jeff Brown,D,VAN,2000000,
Jirky Lumme,D,VAN,1600000,
Russ Courtnall,RW,VAN,1485000,
Mike Ridley,C,VAN,1000000,
Esa Tikkanen,LW,VAN,906000,
Cliff Ronning,C,VAN,900000,
Bret Hedican,D,VAN,625000,
Markus Naslund,LW,VAN,600000,
Dana Murzyn,D,VAN,569416,
Jozef Beranek,C,VAN,554526,
Jesse Bélanger,C,VAN,550000,
Dave Babych,D,VAN,506115,
Tim Hunter,C,VAN,400000,
Mike Sillinger,C,VAN,400000,
Jim Dowd,C,VAN,350000,
Martin Gélinas,LW,VAN,330075,
Joey Kocur,D,VAN,300000,
Corey Hirsch,G,VAN,250000,
Leif Rohlin,D,VAN,234720,
Dean Malkoc,D,VAN,220050,
Roman Oksiuta,RW,VAN,183375,
Jassen Cullimore,D,VAN,165038,
Alek Stojanov,RW,VAN,165038,
Scott Walker,RW,VAN,135698,
Teemu Selanne,RW,ANA,2750000,
Paul Kariya,LW,ANA,2272600,
Oleg Tverdovsky,D,ANA,2100000,
Guy Hebert,G,ANA,900000,
Chad Kilger,C,ANA,850000,
Bobby Dollas,D,ANA,700000,
Ken Baumgartner,RW,ANA,650000,
Randy Ladouceur,D,ANA,600000,
Fredrick Olausson,D,ANA,550125,
Bob Corkum,C,ANA,500000,
Todd Ewen,RW,ANA,478500,
Anatoli Semenov,C,ANA,460000,
Robert Dirk,D,ANA,450000,
Todd Krygier,LW,ANA,450000,
Joe Sacco,RW,ANA,450000,
Garry Valk,LW,ANA,425000,
Mikhail Shtalenkov,G,ANA,400000,
Mike Sillinger,C,ANA,400000,
Shaun Van Allen,C,ANA,400000,
Milos Holan,D,ANA,375000,
Valeri Karpov,LW,ANA,375000,
Jason York,D,ANA,350000,
Peter Douris,RW,ANA,326300,
Patrick Carnback,RW,ANA,300000,
Steve Rucchin,C,ANA,300000,
David Sacco,C,ANA,300000,
Steven King,RW,ANA,285000,
Roman Oksiuta,RW,ANA,183375,
Sean Pronger,C,ANA,170000,
Mike Modano,C,DAL,2921900,
Kevin Hatcher,D,DAL,2200000,
Dave Gagner,C,DAL,1400000,
Benoit Hogue,LW,DAL,1250000,
Derian Hatcher,D,DAL,1000000,
Andy Moog,G,DAL,963300,
Bob Bassen,C,DAL,900000,
Guy Carbonneau,C,DAL,900000,
Darryl Sydor,D,DAL,900000,
Greg Adams,LW,DAL,775000,
Mike Donnelly,RW,DAL,775000,
Todd Harvey,RW,DAL,750000,
Randy Wood,LW,DAL,700000,
Grant Ledyard,D,DAL,625000,
Corey Millen,C,DAL,619000,
Richard Matvichuk,D,DAL,607000,
Shane Churla,RW,DAL,596000,
Mike Lalor,D,DAL,575000,
Craig Ludwig,D,DAL,550000,
Darcy Wakaluk,G,DAL,550000,
Brent Gilchrist,C,DAL,500000,
Brent Fedyk,RW,DAL,450000,
Trent Klatt,RW,DAL,437500,
Jere Lehtinen,RW,DAL,400000,
Mike Kennedy,C,DAL,265000,
Bill Huard,LW,DAL,260000,
Grant Marshall,RW,DAL,250000,
Jim Storm,LW,DAL,250000,
Wayne Gretzky,C,LAK,6545400,
Kevin Stevens,LW,LAK,2937600,
Rob Blake,D,LAK,2325000,
Jari Kurri,RW,LAK,2000000,
Rick Tocchet,RW,LAK,1927200,
Marty McSorley,D,LAK,1925000,
Kelly Hrudey,G,LAK,1690600,
Ray Ferraro,C,LAK,1600000,
Tony Granato,RW,LAK,1425000,
Dmitri Khristich,RW,LAK,1000000,
Jamie Storr,G,LAK,900000,
Darryl Sydor,D,LAK,900000,
Aki-Petteri Berg,D,LAK,750000,
Steven Finn,D,LAK,600000,
Shane Churla,RW,LAK,596000,
Michel Petit,D,LAK,550000,
John Druce,RW,LAK,525000,
Pat Conacher,LW,LAK,450000,
Kevin Todd,C,LAK,450000,
Eric Lacroix,LW,LAK,425000,
Philippe Boucher,D,LAK,412500,
Robert Lang,C,LAK,400000,
Denis Tsygurov,D,LAK,400000,
Byron Dafoe,G,LAK,350000,
Jaroslav Modry,D,LAK,325000,
John Slaney,D,LAK,325000,
Vitali Yachmenev,LW,LAK,305000,
Yanic Perreault,C,LAK,300000,
Rob Cowie,D,LAK,250000,
Sean O'Donnell,D,LAK,250000,
Ian Laperrière,C,LAK,225000,
Mattias Norstrom,D,LAK,200000,
Keith Tkachuk,LW,WIN,6000000,
Teemu Selanne,RW,WIN,2750000,
Oleg Tverdovsky,D,WIN,2100000,
Craig Janney,C,WIN,2000000,
Tim Cheveldae,G,WIN,1200000,
Dave Manson,D,WIN,1200000,
Teppo Numminen,D,WIN,1200000,
Alexei Zhamnov,C,WIN,916875,
Darren Turcotte,C,WIN,900000,
Chad Kilger,C,WIN,850000,
Shane Doan,RW,WIN,800000,
Craig Muni,D,WIN,712500,
Darrin Shannon,LW,WIN,660150,
Dominic Roussel,G,WIN,600000,
Neil Wilkinson,D,WIN,577500,
Ed Olczyk,C,WIN,550000,
Deron Quint,D,WIN,550000,
Norm Maciver,D,WIN,495113,
Kris King,LW,WIN,450000,
Igor Korolev,C,WIN,400000,
Darryl Shannon,D,WIN,400000,
Jason Doig,D,WIN,375000,
Nikolai Khabibulin,G,WIN,350000,
Jim McKenzie,LW,WIN,350000,
Dallas Eakins,D,WIN,325000,
Denis Chassé,C,WIN,250000,
Dallas Drake,RW,WIN,250000,
Mike Eastwood,C,WIN,238388,
Stewart Malgunas,D,WIN,220050,
Mike Stapleton,C,WIN,220050,
Ed Ronan,RW,WIN,209048,
Craig Janney,C,SJS,2000000,
Ray Sheppard,RW,SJS,1550000,
Sandis Ozolins,D,SJS,1400000,
Pat Falloon,RW,SJS,1200000,
Ray Whitney,LW,SJS,1050000,
Doug Bodger,D,SJS,1000000,
Ulf Dahlen,RW,SJS,1000000,
Igor Larionov,C,SJS,1000000,
Arturs Irbe,G,SJS,955000,
Darren Turcotte,C,SJS,900000,
Jeff Friesen,LW,SJS,850000,
Chris Terreri,G,SJS,826000,
Kevin Miller,RW,SJS,750000,
Yves Racine,D,SJS,750000,
Owen Nolan,RW,SJS,733500,
Viktor Kozlov,C,SJS,625000,
Shean Donovan,RW,SJS,525000,
Jayson More,D,SJS,500000,
Tom Pederson,D,SJS,500000,
Jeff Odgers,RW,SJS,475000,
Wade Flaherty,G,SJS,450000,
Jamie Baker,C,SJS,425000,
Andrei Nazarov,LW,SJS,425000,
Mike Rathje,D,SJS,400000,
Marcus Ragnarsson,D,SJS,375000,
Dody Wood,LW,SJS,362500,
Michal Sykora,D,SJS,310000,
Vlastimil Kroupa,D,SJS,300000,
Ruslan Salei,D,,725000,
Martin Lapointe,D,,450000,
Matt Baldassarra,LW,,403425,
Nikolai Tsulygin,D,,400000,
Trent McCleary,RW,,113693,
