player,pos,team,salary,caphit
Bert Robertsson,D,NYR,292500,
John LeClair,LW,PHI,7000000,
Mark Recchi,RW,PHI,5000000,
Keith Primeau,C,PHI,4250000,
Eric Desjardins,D,PHI,3800000,
Luke Richardson,D,PHI,2500000,
Rick Tocchet,RW,PHI,2200000,
Chris Therien,D,PHI,1800000,
Daniel McGillis,D,PHI,1750000,
Keith Jones,RW,PHI,1700000,
Brian Boucher,G,PHI,1500000,
Michal Sykora,D,PHI,1500000,
Dean McAmmond,LW,PHI,1127500,
Justin Williams,RW,PHI,1075000,
Roman Cechmanek,G,PHI,1000000,
Simon Gagné,LW,PHI,975000,
Daymond Langkow,C,PHI,930000,
Paul Ranheim,LW,PHI,700000,
Kevin Stevens,LW,PHI,600000,
Jody Hull,RW,PHI,550000,
Kent Manderville,C,PHI,550000,
Andy Delmore,D,PHI,500000,
Todd Fedoruk,LW,PHI,500000,
Chris McAllister,D,PHI,500000,
Peter White,C,PHI,450000,
Ruslan Fedotenko,LW,PHI,425000,
P.J. Stock,LW,PHI,350000,
Brad Tiley,D,PHI,350000,
Jaromir Jagr,RW,PIT,9842708,
Alexei Kovalev,RW,PIT,2300000,
Martin Straka,C,PIT,2200000,
Darius Kasparaitis,D,PIT,1600000,
Mario Lemieux,C,PIT,1410000,
Frantisek Kucera,D,PIT,1200000,
Jiri Slegr,D,PIT,1200000,
Robert Lang,C,PIT,1105000,
Matthew Barnaby,RW,PIT,1100000,
Janne Laukkanen,D,PIT,1100000,
Bob Boughner,D,PIT,950000,
Marc Bergevin,D,PIT,875000,
Milan Kraft,C,PIT,875000,
René Corbet,LW,PIT,825000,
Krzysztof Oliwa,LW,PIT,800000,
Michal Rozsival,D,PIT,800000,
Jozef Beranek,C,PIT,770000,
Jeff Norton,D,PIT,750000,
Jean-Sébastien Aubin,G,PIT,700000,
Jan Hrdina,C,PIT,700000,
Alexei Morozov,RW,PIT,660000,
Hans Jonsson,D,PIT,650000,
Wayne Primeau,C,PIT,600000,
Garth Snow,G,PIT,600000,
Kevin Stevens,LW,PIT,600000,
Ian Moran,D,PIT,550000,
Roman Simicek,C,PIT,550000,
Josef Melichar,D,PIT,548363,
Bobby Dollas,D,PIT,500000,
Andrew Ference,D,PIT,450000,
Steve McKenna,LW,PIT,450000,
Johan Hedberg,G,PIT,375000,
Kip Miller,C,PIT,350000,
Dan LaCouture,LW,PIT,339650,
Damian Rhodes,G,ATL,2250000,
Donald Audette,RW,ATL,2000000,
Gord Murphy,D,ATL,1900000,
Jiri Slegr,D,ATL,1200000,
Chris Tamer,D,ATL,1175000,
Ray Ferraro,C,ATL,1150000,
Patrik Stefan,C,ATL,1025000,
Adam Burt,D,ATL,1000000,
Tomi Kallio,RW,ATL,850000,
Jeff Odgers,RW,ATL,600000,
Hnat Domenichelli,C,ATL,577500,
Shean Donovan,RW,ATL,565675,
David Harlock,D,ATL,525000,
Denny Lambert,LW,ATL,525000,
Steve Staios,D,ATL,525000,
Steve Guolla,C,ATL,500000,
Milan Hnilicka,G,ATL,500000,
Frantisek Kaberle,D,ATL,500000,
Andrew Brunette,LW,ATL,475000,
Yannick Tremblay,D,ATL,475000,
Petr Buzek,D,ATL,450000,
Dean Sylvester,RW,ATL,450000,
Chris Joseph,D,ATL,400000,
Andreas Karlsson,C,ATL,400000,
Ladislav Kohn,RW,ATL,400000,
Per Svartvadet,RW,ATL,400000,
Sergey Vyshedkevich,D,ATL,300000,
Ron Francis,C,CAR,5000000,
Rod Brind'Amour,C,CAR,4250000,
Sandis Ozolins,D,CAR,4000000,
Glen Wesley,D,CAR,2500000,
Sami Kapanen,RW,CAR,2200000,
Arturs Irbe,G,CAR,2100000,
Kevin Hatcher,D,CAR,1500000,
Jeff O'Neill,C,CAR,1500000,
Martin Gélinas,LW,CAR,1300000,
Scott Pellerin,LW,CAR,935000,
Rob DiMaio,RW,CAR,900000,
Dave Karpa,D,CAR,625000,
Darren Langdon,LW,CAR,600000,
Marek Malik,D,CAR,600000,
Steve Halko,D,CAR,550000,
David Tanabe,D,CAR,550000,
Shane Willis,RW,CAR,508750,
Tommy Westlund,RW,CAR,500000,
Bates Battaglia,LW,CAR,495000,
Niclas Wallin,D,CAR,425000,
Tyler Moss,G,CAR,400000,
Josef Vasicek,C,CAR,400000,
Craig Adams,RW,CAR,275000,
Jeff Daniels,LW,CAR,275000,
Pavel Bure,RW,FLA,9000000,
Robert Svehla,D,FLA,2500000,
Trevor Kidd,G,FLA,2300000,
Ray Whitney,LW,FLA,2150000,
Rob Niedermayer,RW,FLA,2100000,
Scott Mellanby,RW,FLA,2000000,
Lance Pitlick,D,FLA,1900000,
Igor Larionov,C,FLA,1800000,
Viktor Kozlov,C,FLA,1750000,
Bret Hedican,D,FLA,1712500,
Todd Simpson,D,FLA,1066000,
Denis Shvidki,RW,FLA,1025000,
Greg Adams,LW,FLA,1000000,
Anders Eriksson,D,FLA,1000000,
Mike Sillinger,C,FLA,1000000,
Roberto Luongo,G,FLA,925000,
Paul Laus,D,FLA,900000,
Marcus Nilson,RW,FLA,875000,
Ivan Novoseltsev,RW,FLA,875000,
Olli Jokinen,C,FLA,800000,
Mike Wilson,D,FLA,800000,
Vaclav Prospal,LW,FLA,750000,
John Jakopin,D,FLA,700000,
Jaroslav Spacek,D,FLA,700000,
Kevyn Adams,C,FLA,484500,
Lance Ward,D,FLA,475000,
Peter Worrell,LW,FLA,450000,
Dan Boyle,D,FLA,412500,
Len Barrie,C,FLA,400000,
Petr Svoboda,D,TBL,2000000,
Adrian Aucoin,D,TBL,1600000,
Matthew Barnaby,RW,TBL,1100000,
Brian Holzinger,C,TBL,1100000,
Mike Johnson,RW,TBL,1050000,
Sheldon Keefe,RW,TBL,975000,
Vincent Lecavalier,C,TBL,975000,
Fredrik Modin,LW,TBL,975000,
Brad Richards,C,TBL,975000,
Jassen Cullimore,D,TBL,900000,
Stanislav Neckar,D,TBL,850000,
Cory Sarich,D,TBL,775000,
Kevin Weekes,G,TBL,770000,
Andrei Zyuzin,D,TBL,770000,
Nikolai Khabibulin,G,TBL,750000,
Todd Warriner,LW,TBL,750000,
Paul Mara,D,TBL,687500,
Dan Cloutier,G,TBL,660000,
Pavel Kubina,D,TBL,650000,
Wayne Primeau,C,TBL,600000,
Sergey Gusev,D,TBL,552500,
Alexander Kharitonov,RW,TBL,500000,
Ryan Johnson,C,TBL,484000,
Maxim Galanov,D,TBL,475000,
Wade Flaherty,G,TBL,450000,
Steve Martins,C,TBL,450000,
Craig Millar,D,TBL,450000,
Nils Ekman,RW,TBL,390000,
Stan Drulia,RW,TBL,350000,
Grant Ledyard,D,TBL,250000,
Martin St-Louis,RW,TBL,250000,
Peter Bondra,RW,WSH,4525000,
Trevor Linden,C,WSH,3500000,
Dmitri Khristich,RW,WSH,3250000,
Sergei Gonchar,D,WSH,3000000,
Olaf Kolzig,G,WSH,3000000,
Dmitri Mironov,D,WSH,3000000,
Adam Oates,C,WSH,2950000,
Chris Simon,LW,WSH,2350000,
Calle Johansson,D,WSH,2000000,
Steve Konowalchuk,LW,WSH,1500000,
Joe Reekie,D,WSH,1500000,
Sylvain Côté,D,WSH,1400000,
Ken Klee,D,WSH,1300000,
Andrei Nikolishin,C,WSH,1127500,
Ulf Dahlen,RW,WSH,1000000,
Joe Murphy,RW,WSH,1000000,
Brendan Witt,D,WSH,1000000,
Dainius Zubrus,RW,WSH,1000000,
Jason Marshall,D,WSH,850000,
Craig Billington,G,WSH,787500,
Craig Berube,LW,WSH,700000,
James Black,D,WSH,700000,
Richard Zednik,LW,WSH,685000,
Jan Bulis,C,WSH,650000,
Joe Sacco,RW,WSH,625000,
Terry Yake,C,WSH,600000,
Jim McKenzie,LW,WSH,525000,
Jeff Halpern,C,WSH,510000,
Brantt Myhres,LW,WSH,500000,
Trent Whitfield,C,WSH,400000,
Boris Mironov,D,CHI,3200000,
Tony Amonte,RW,CHI,3000000,
Alexei Zhamnov,C,CHI,3000000,
Stéphane Quintal,D,CHI,2300000,
Jocelyn Thibault,G,CHI,2300000,
Alexander Karpovtsev,D,CHI,2150000,
Éric Dazé,LW,CHI,2000000,
Bob Probert,LW,CHI,1800000,
Michael Nylander,C,CHI,1250000,
Valeri Zelepukin,LW,CHI,1200000,
Dean McAmmond,LW,CHI,1127500,
Steve Sullivan,C,CHI,1075000,
Steve McCarthy,D,CHI,1025000,
Anders Eriksson,D,CHI,1000000,
Jaroslav Spacek,D,CHI,700000,
Kevin Dean,D,CHI,650000,
Jamie Allison,D,CHI,600000,
Blair Atcheynum,RW,CHI,600000,
Jean-Yves Leroux,LW,CHI,600000,
Kyle Calder,LW,CHI,550000,
Steve Passmore,G,CHI,525000,
Rob Tallas,G,CHI,525000,
Ryan VandenBussche,RW,CHI,500000,
Steve Dubinsky,C,CHI,450000,
Chris Herperger,C,CHI,450000,
Chris McAlpine,D,CHI,450000,
Steve Poapst,D,CHI,450000,
Lyle Odelein,D,CBJ,2300000,
Ron Tugnutt,G,CBJ,2200000,
Ray Whitney,LW,CBJ,2150000,
Alexander Selivanov,LW,CBJ,1700000,
Geoff Sanderson,LW,CBJ,1500000,
Steve Heinze,RW,CBJ,1320000,
Ted Drury,C,CBJ,1300000,
Frantisek Kucera,D,CBJ,1200000,
Robert Kron,C,CBJ,1100000,
Krzysztof Oliwa,LW,CBJ,800000,
Espen Knutsen,C,CBJ,750000,
Jamie Pushor,D,CBJ,725000,
Bruce Gardiner,C,CBJ,700000,
Petteri Nummelin,D,CBJ,700000,
David Vyborny,RW,CBJ,650000,
Mattias Timander,D,CBJ,610000,
Marc Denis,G,CBJ,600000,
Kevin Dineen,RW,CBJ,570000,
Blake Sloan,RW,CBJ,550000,
Deron Quint,D,CBJ,532400,
Kevyn Adams,C,CBJ,484500,
Radim Bicanek,D,CBJ,450000,
Jamie Heward,D,CBJ,450000,
Serge Aubin,C,CBJ,400000,
Jean-Luc Grand-Pierre,D,CBJ,400000,
Tyler Wright,C,CBJ,400000,
Steve Maltais,RW,CBJ,250000,
Steve Yzerman,C,DET,8000000,
Nicklas Lidstrom,D,DET,7250000,
Brendan Shanahan,LW,DET,6500000,
Chris Chelios,D,DET,5500000,
Chris Osgood,G,DET,3500000,
Vyacheslav Kozlov,LW,DET,2250000,
Sergei Fedorov,C,DET,2000000,
Igor Larionov,C,DET,1800000,
Darren McCarty,RW,DET,1800000,
Boyd Devereaux,C,DET,1750000,
Todd Gill,D,DET,1750000,
Steve Duchesne,D,DET,1600000,
Larry Murphy,D,DET,1600000,
Pat Verbeek,RW,DET,1250000,
Doug Brown,RW,DET,1050000,
Kris Draper,C,DET,975000,
Jiri Fischer,D,DET,975000,
Kirk Maltby,LW,DET,962500,
Tomas Holmstrom,LW,DET,750000,
Aaron Ward,D,DET,745000,
Mathieu Dandenault,RW,DET,725000,
Brent Gilchrist,C,DET,600000,
Manny Legace,G,DET,525000,
Cliff Ronning,C,NSH,1750000,
Tom Fitzgerald,RW,NSH,1600000,
Mike Dunham,G,NSH,1500000,
Bill Houlder,D,NSH,1450000,
Greg Johnson,C,NSH,1100000,
Scott Hartnell,LW,NSH,1075000,
Patric Kjellberg,LW,NSH,900000,
Cale Hulse,D,NSH,850000,
Greg Classen,C,NSH,825000,
Denis Arkhipov,C,NSH,800000,
Drake Berehowsky,D,NSH,800000,
Scott Walker,RW,NSH,775000,
Kimmo Timonen,D,NSH,750000,
Sébastien Bordeleau,C,NSH,700000,
Ville Peltonen,RW,NSH,700000,
Marc Moro,D,NSH,660000,
Tomas Vokoun,G,NSH,625000,
Mark Eaton,D,NSH,600000,
Vitali Yachmenev,LW,NSH,600000,
Karlis Skrastins,D,NSH,575000,
Marian Cisar,RW,NSH,500000,
Brantt Myhres,LW,NSH,500000,
David Legwand,C,NSH,487500,
Rory Fitzpatrick,D,NSH,450000,
Craig Millar,D,NSH,450000,
Randy Robitaille,C,NSH,450000,
Rob Valicevic,RW,NSH,450000,
Richard Lintner,D,NSH,400000,
Mike Watt,LW,NSH,400000,
Keith Tkachuk,LW,STL,8300000,
Chris Pronger,D,STL,5175000,
Al MacInnis,D,STL,5000000,
Pierre Turgeon,C,STL,5000000,
Roman Turek,G,STL,2200000,
Dallas Drake,RW,STL,2000000,
Sean Hill,D,STL,2000000,
Scott Mellanby,RW,STL,2000000,
Scott Young,RW,STL,1900000,
Pavol Demitra,C,STL,1800000,
Cory Stillman,C,STL,1500000,
Craig Conroy,C,STL,1400000,
Michal Handzus,C,STL,1233333,
Alexei Gusarov,D,STL,1200000,
Mike Eastwood,C,STL,1150000,
Mike Van Ryn,D,STL,1025000,
Marc Bergevin,D,STL,875000,
Tyson Nash,LW,STL,800000,
Jeff Finley,D,STL,725000,
Jochen Hecht,C,STL,617500,
Todd Reirden,D,STL,600000,
Martin Reasoner,C,STL,550000,
Vladimir Chebaturkin,D,STL,500000,
Brent Johnson,G,STL,500000,
Alexander Khavanov,D,STL,450000,
Jamal Mayers,RW,STL,450000,
Ladislav Nagy,RW,STL,450000,
Lubomir Bartecko,LW,STL,440000,
Bryce Salvador,D,STL,400000,
Reid Simpson,LW,STL,375000,
Reed Low,RW,STL,360000,
Ricard Persson,D,STL,350000,
Mike Vernon,G,CGY,3250000,
Phil Housley,D,CGY,2500000,
Igor Kravchuk,D,CGY,2500000,
Jarome Iginla,RW,CGY,1700000,
Steve Smith,D,CGY,1500000,
Cory Stillman,C,CGY,1500000,
Craig Conroy,C,CGY,1400000,
Brad Werenka,D,CGY,1200000,
Valeri Bure,RW,CGY,1175000,
Tommy Albelin,D,CGY,1100000,
Derek Morris,D,CGY,1100000,
Jason Wiemer,C,CGY,1050000,
Oleg Saprykin,LW,CGY,1025000,
Robyn Regehr,D,CGY,975000,
Fred Brathwaite,G,CGY,950000,
Jeff Shantz,C,CGY,925000,
Daniel Tkaczuk,C,CGY,925000,
Bill Lindsay,LW,CGY,850000,
Marc Savard,C,CGY,800000,
Ron Sutter,C,CGY,650000,
Wade Belak,D,CGY,638000,
Denis Gauthier,D,CGY,600000,
Toni Lydman,D,CGY,600000,
Dave Lowry,LW,CGY,525000,
Clarke Wilm,C,CGY,425000,
Dwayne Hay,LW,CGY,357500,
Jeff Cowan,LW,CGY,300000,
Ronald Petrovicky,RW,CGY,292500,
Peter Forsberg,C,COL,10000000,
Joe Sakic,C,COL,7900000,
Patrick Roy,G,COL,7500000,
Raymond Bourque,D,COL,5500000,
Rob Blake,D,COL,5267500,
Adam Foote,D,COL,3200000,
Adam Deadmarsh,RW,COL,2500000,
Chris Drury,C,COL,1300000,
Alexei Gusarov,D,COL,1200000,
Milan Hejduk,RW,COL,1200000,
Shjon Podein,LW,COL,1100000,
Martin Skoula,D,COL,975000,
Alex Tanguay,LW,COL,975000,
Jon Klemm,D,COL,900000,
Aaron Miller,D,COL,900000,
Stephane Yelle,C,COL,900000,
Greg DeVries,D,COL,725000,
Scott Parker,RW,COL,600000,
Nolan Pratt,D,COL,550000,
Chris Dingman,LW,COL,500000,
Éric Messier,D,COL,500000,
Dave Reid,LW,COL,500000,
Ville Nieminen,LW,COL,475000,
Steven Reinprecht,C,COL,400000,
Brad Larsen,LW,COL,385000,
Dan Hinote,RW,COL,375000,
David Aebischer,G,COL,350000,
Doug Weight,C,EDM,4300000,
Bill Guerin,RW,EDM,3212500,
Janne Niinimaa,D,EDM,1810000,
Tommy Salo,G,EDM,1800000,
Ryan Smyth,LW,EDM,1800000,
Anson Carter,C,EDM,1700000,
Jason Smith,D,EDM,1450000,
Todd Marchant,LW,EDM,1300000,
Igor Ulanov,D,EDM,1100000,
Mike Comrie,C,EDM,1025000,
Mike Grier,RW,EDM,950000,
Chad Kilger,C,EDM,931700,
Eric Brewer,D,EDM,925000,
Rem Murray,LW,EDM,925000,
Ethan Moreau,LW,EDM,900000,
Tom Poti,D,EDM,850000,
Georges Laraque,LW,EDM,700000,
Josh Green,C,EDM,660000,
Daniel Cleary,RW,EDM,600000,
Patrick Côté,LW,EDM,550000,
Shawn Horcoff,C,EDM,525000,
Brian Swanson,C,EDM,525000,
Sergei Zholtok,C,EDM,505000,
Sean Brown,D,EDM,475000,
Dominic Roussel,G,EDM,425000,
Joaquin Gage,G,EDM,350000,
Dan LaCouture,LW,EDM,339650,
Domenic Pittis,C,EDM,325000,
Frank Musil,D,EDM,308750,
Curtis Leschyshyn,D,MIN,1900000,
Sean O'Donnell,D,MIN,1100000,
Marian Gaborik,RW,MIN,1075000,
Sergei Krivokrasov,RW,MIN,935000,
Scott Pellerin,LW,MIN,935000,
Matt Johnson,LW,MIN,875000,
Jamie McLennan,G,MIN,875000,
Willie Mitchell,D,MIN,650000,
Andy Sutton,D,MIN,577500,
Roman Simicek,C,MIN,550000,
Brad Bombardir,D,MIN,525000,
Ladislav Benysek,D,MIN,500000,
Aaron Gavey,C,MIN,500000,
Darby Hendrickson,C,MIN,500000,
Emmanuel Fernandez,G,MIN,475000,
Jim Dowd,C,MIN,460000,
Antti Laaksonen,LW,MIN,450000,
Steve McKenna,LW,MIN,450000,
Stacey Roest,C,MIN,450000,
Cam Stewart,LW,MIN,450000,
Jeff Nielsen,RW,MIN,405000,
Sylvain Blouin,LW,MIN,400000,
Maxim Sushinski,RW,MIN,400000,
Peter Bartos,LW,MIN,375000,
Wes Walz,C,MIN,375000,
Filip Kuba,D,MIN,360000,
Lubomir Sekeras,D,MIN,350000,
Andrew Cassels,C,VAN,2800000,
Félix Potvin,G,VAN,2700000,
Markus Naslund,LW,VAN,2350000,
Ed Jovanovski,D,VAN,2300000,
Murray Baron,D,VAN,2000000,
Mattias Ohlund,D,VAN,2000000,
Adrian Aucoin,D,VAN,1600000,
Trent Klatt,RW,VAN,1200000,
Todd Bertuzzi,LW,VAN,1175000,
Donald Brashear,LW,VAN,1150000,
Daniel Sedin,LW,VAN,1025000,
Henrik Sedin,C,VAN,1025000,
Denis Pederson,C,VAN,925000,
Scott Lachance,D,VAN,850000,
Drake Berehowsky,D,VAN,800000,
Harold Druken,C,VAN,775000,
Brendan Morrison,C,VAN,675000,
Jason Strudwick,D,VAN,675000,
Dan Cloutier,G,VAN,660000,
Bob Essensa,G,VAN,500000,
Greg Hawgood,D,VAN,450000,
Peter Schaefer,LW,VAN,450000,
Mike Stapleton,C,VAN,450000,
Bryan Helmer,D,VAN,425000,
Brent Sopel,D,VAN,375000,
Matt Cooke,LW,VAN,243750,
Paul Kariya,LW,ANA,10000000,
Teemu Selanne,RW,ANA,8000000,
Guy Hebert,G,ANA,3600000,
Jeff Friesen,LW,ANA,2500000,
Oleg Tverdovsky,D,ANA,2500000,
Steve Rucchin,C,ANA,2150000,
German Titov,C,ANA,1750000,
Marty McInnis,LW,ANA,1430000,
Andy McDonald,C,ANA,975000,
Vitaly Vishnevsky,D,ANA,975000,
Andrei Nazarov,LW,ANA,925000,
Ruslan Salei,D,ANA,900000,
Jason Marshall,D,ANA,850000,
Jean-Sébastien Giguère,G,ANA,605000,
Tony Hrkac,C,ANA,600000,
Petr Tenkrat,RW,ANA,550000,
Patrick Traverse,D,ANA,550000,
Antti Aalto,C,ANA,515000,
Jim Cummins,RW,ANA,500000,
Pavel Trnka,D,ANA,500000,
Marc Chouinard,C,ANA,440000,
Matt Cullen,C,ANA,440000,
Mike Leclerc,LW,ANA,440000,
Niclas Havelid,D,ANA,425000,
