player,pos,team,salary,caphit
Dominic Roussel,G,ANA,425000,
Ladislav Kohn,RW,ANA,400000,
Pascal Trépanier,D,ANA,400000,
Samuel Pahlsson,C,ANA,375000,
Dan Bylsma,RW,ANA,325000,
Mike Crowley,D,ANA,250000,
Brett Hull,RW,DAL,7000000,
Mike Modano,C,DAL,7000000,
Joe Nieuwendyk,C,DAL,4500000,
Sergei Zubov,D,DAL,4000000,
Derian Hatcher,D,DAL,3900000,
Darryl Sydor,D,DAL,2600000,
Jere Lehtinen,RW,DAL,2400000,
Mike Keane,RW,DAL,1925000,
Richard Matvichuk,D,DAL,1900000,
Jamie Langenbrunner,RW,DAL,1265000,
Gerald Diduck,D,DAL,1000000,
John MacLean,RW,DAL,975000,
Grant Marshall,RW,DAL,935000,
Brenden Morrow,LW,DAL,790000,
Roman Lyashenko,C,DAL,750000,
Kirk Muller,LW,DAL,750000,
Ted Donato,LW,DAL,650000,
Benoit Hogue,LW,DAL,600000,
Tyler Bouck,LW,DAL,550000,
Blake Sloan,RW,DAL,550000,
Shaun Van Allen,C,DAL,550000,
Jonathan Sim,LW,DAL,500000,
Marty Turco,G,DAL,475000,
Sami Helenius,D,DAL,400000,
Brad Lukowich,D,DAL,385000,
Grant Ledyard,D,DAL,250000,
Rob Blake,D,LAK,5267500,
Zigmund Palffy,RW,LAK,5000000,
Luc Robitaille,LW,LAK,3500000,
Félix Potvin,G,LAK,2700000,
Adam Deadmarsh,RW,LAK,2500000,
Stéphane Fiset,G,LAK,2350000,
Jozef Stumpel,C,LAK,2200000,
Mathieu Schneider,D,LAK,2000000,
Nelson Emerson,RW,LAK,1800000,
Bryan Smolinski,C,LAK,1700000,
Mattias Norstrom,D,LAK,1600000,
Jamie Storr,G,LAK,1450000,
Glen Murray,RW,LAK,1375000,
Kelly Buchberger,RW,LAK,975000,
Aaron Miller,D,LAK,900000,
Aki-Petteri Berg,D,LAK,838750,
Bob Corkum,C,LAK,800000,
Ian Laperrière,C,LAK,800000,
Craig Johnson,LW,LAK,700000,
Jere Karalahti,D,LAK,700000,
Jaroslav Modry,D,LAK,525000,
Steve Passmore,G,LAK,525000,
Stu Grimson,LW,LAK,500000,
Lubomir Visnovsky,D,LAK,500000,
Jason Blake,LW,LAK,450000,
Steve Kelly,LW,LAK,450000,
Philippe Boucher,D,LAK,425000,
Steven Reinprecht,C,LAK,400000,
Brad Chartrand,LW,LAK,375000,
Éric Bélanger,C,LAK,357500,
Keith Tkachuk,LW,PHX,8300000,
Jeremy Roenick,C,PHX,5000000,
Teppo Numminen,D,PHX,4500000,
Jirky Lumme,D,PHX,3600000,
Joé Juneau,C,PHX,2250000,
Keith Carney,D,PHX,2100000,
Claude Lemieux,RW,PHX,2000000,
Travis Green,C,PHX,1800000,
Sean Burke,G,PHX,1300000,
Michal Handzus,C,PHX,1233333,
Shane Doan,RW,PHX,1100000,
Todd Simpson,D,PHX,1066000,
Mike Johnson,RW,PHX,1050000,
Brad May,LW,PHX,1000000,
Stanislav Neckar,D,PHX,850000,
Paul Mara,D,PHX,687500,
Daniel Briere,C,PHX,660000,
Ossi Vaananen,D,PHX,625000,
Juha Ylonen,C,PHX,625000,
Mike Sullivan,C,PHX,600000,
Ladislav Nagy,RW,PHX,450000,
Mika Alatalo,RW,PHX,400000,
Louie DeBrusk,LW,PHX,400000,
Chris Joseph,D,PHX,400000,
Radoslav Suchy,D,PHX,400000,
Landon Wilson,RW,PHX,400000,
Robert Esche,G,PHX,375000,
Tavis Hansen,RW,PHX,365000,
Joël Bouchard,D,PHX,350000,
Wyatt Smith,C,PHX,325000,
Teemu Selanne,RW,SJS,8000000,
Owen Nolan,RW,SJS,4750000,
Vincent Damphousse,C,SJS,4000000,
Gary Suter,D,SJS,3200000,
Mike Ricci,C,SJS,2700000,
Jeff Friesen,LW,SJS,2500000,
Bryan Marchment,D,SJS,2500000,
Scott Thornton,C,SJS,1725000,
Steve Shields,G,SJS,1650000,
Marcus Ragnarsson,D,SJS,1500000,
Niklas Sundstrom,RW,SJS,1150000,
Stéphane Matteau,LW,SJS,1100000,
Mike Rathje,D,SJS,1100000,
Shawn Heins,D,SJS,1000000,
Brad Stuart,D,SJS,975000,
Todd Harvey,RW,SJS,925000,
Bill Lindsay,LW,SJS,850000,
Scott Hannan,D,SJS,825000,
Patrick Marleau,C,SJS,770000,
Marco Sturm,C,SJS,770000,
Alexander Korolyuk,RW,SJS,750000,
Jeff Norton,D,SJS,750000,
Matt Bradley,RW,SJS,650000,
Bobby Dollas,D,SJS,500000,
Evgeni Nabokov,G,SJS,500000,
Mark Smith,C,SJS,430000,
Tony Granato,RW,SJS,150000,
Martin Lapointe,D,,1250000,
Matt Baldassarra,LW,,850000,
Steve Kariya,LW,,575000,
