player,pos,team,salary,caphit
Mike Modano,C,DAL,2922000,
Joe Nieuwendyk,C,DAL,2000000,
Sergei Zubov,D,DAL,1625000,
Benoit Hogue,LW,DAL,1250000,
Darryl Sydor,D,DAL,1200000,
Derian Hatcher,D,DAL,1100000,
Bob Bassen,C,DAL,1000000,
Neal Broten,C,DAL,950000,
Andy Moog,G,DAL,850000,
Guy Carbonneau,C,DAL,800000,
Todd Harvey,RW,DAL,800000,
Richard Matvichuk,D,DAL,721300,
Craig Ludwig,D,DAL,700000,
Dave Reid,LW,DAL,700000,
Roman Turek,G,DAL,700000,
Grant Ledyard,D,DAL,625000,
Brent Gilchrist,C,DAL,500000,
Jere Lehtinen,RW,DAL,450000,
Arturs Irbe,G,DAL,400000,
Dan Keczmer,D,DAL,400000,
Patrick Côté,LW,DAL,350000,
Mike Lalor,D,DAL,312500,
Jamie Langenbrunner,RW,DAL,300000,
Mike Kennedy,C,DAL,291500,
Marc LaBelle,LW,DAL,285000,
Grant Marshall,RW,DAL,275000,
Rob Blake,D,LAK,3075000,
Kevin Stevens,LW,LAK,2998000,
Ray Ferraro,C,LAK,1500000,
Ed Olczyk,C,LAK,1050000,
Dmitri Khristich,RW,LAK,1000000,
Jamie Storr,G,LAK,1000000,
Neal Broten,C,LAK,950000,
Stéphane Fiset,G,LAK,900000,
Petr Klima,LW,LAK,835000,
Aki-Petteri Berg,D,LAK,825000,
Steven Finn,D,LAK,725000,
Doug Zmolek,D,LAK,700000,
Mattias Norstrom,D,LAK,600000,
Steve McKenna,LW,LAK,550000,
Yanic Perreault,C,LAK,525000,
Philippe Boucher,D,LAK,480000,
Byron Dafoe,G,LAK,450000,
John Slaney,D,LAK,450000,
Glen Murray,RW,LAK,425000,
Craig Johnson,LW,LAK,400000,
Matt Johnson,LW,LAK,400000,
Kai Nurminen,C,LAK,400000,
Roman Vopat,C,LAK,400000,
Vladimir Tsyplakov,LW,LAK,375000,
Paul DiPietro,C,LAK,325000,
Brent Grieve,LW,LAK,325000,
Nathan LaFayette,C,LAK,325000,
Jaroslav Modry,D,LAK,325000,
Vitali Yachmenev,LW,LAK,310000,
Chris Marinucci,C,LAK,300000,
Sean O'Donnell,D,LAK,300000,
Barry Potomski,RW,LAK,300000,
Jeff Shevalier,LW,LAK,300000,
Brad Smyth,RW,LAK,275000,
Jason Morgan,C,LAK,265000,
Ian Laperrière,C,LAK,250000,
Dan Bylsma,RW,LAK,200000,
Keith Tkachuk,LW,PHX,2600000,
Craig Janney,C,PHX,1600000,
Mike Gartner,RW,PHX,1500000,
Dave Manson,D,PHX,1500000,
Gerald Diduck,D,PHX,1275000,
Teppo Numminen,D,PHX,1200000,
Cliff Ronning,C,PHX,1150000,
Nikolai Khabibulin,G,PHX,910000,
Murray Baron,D,PHX,850000,
Chad Kilger,C,PHX,850000,
Shane Doan,RW,PHX,800000,
Darrin Shannon,LW,PHX,704045,
Norm Maciver,D,PHX,670000,
Jayson More,D,PHX,650000,
Oleg Tverdovsky,D,PHX,600000,
Darcy Wakaluk,G,PHX,600000,
Dallas Drake,RW,PHX,575000,
Bob Corkum,C,PHX,500000,
Brad McCrimmon,D,PHX,500000,
Mike Eastwood,C,PHX,475000,
Kris King,LW,PHX,475000,
Deron Quint,D,PHX,450000,
Juha Ylonen,C,PHX,425000,
Mike Hudson,C,PHX,400000,
Pat Jablonski,G,PHX,400000,
Jim McKenzie,LW,PHX,400000,
Brent Thompson,D,PHX,400000,
Dallas Eakins,D,PHX,385000,
Kevin Dahl,D,PHX,325000,
Jeff Finley,D,PHX,300000,
Parris Duffus,G,PHX,259385,
Mike Stapleton,C,PHX,240858,
Tavis Hansen,RW,PHX,185275,
Jason Simon,RW,PHX,185275,
Owen Nolan,RW,SJS,2500000,
Bernie Nicholls,C,SJS,2250000,
Marty McSorley,D,SJS,1925000,
Tony Granato,RW,SJS,1500000,
Ulf Dahlen,RW,SJS,1300000,
Doug Bodger,D,SJS,1200000,
Todd Gill,D,SJS,1100000,
Kelly Hrudey,G,SJS,1100000,
Jeff Friesen,LW,SJS,955000,
Al Iafrate,D,SJS,900000,
Darren Turcotte,C,SJS,900000,
Todd Ewen,RW,SJS,885000,
Chris Terreri,G,SJS,826000,
Bob Errey,LW,SJS,770000,
Ray Whitney,LW,SJS,750000,
Shean Donovan,RW,SJS,525000,
Viktor Kozlov,C,SJS,525000,
Andrei Nazarov,LW,SJS,445000,
Mike Rathje,D,SJS,415000,
Marcus Ragnarsson,D,SJS,410000,
Jan Caloun,RW,SJS,400000,
Wade Flaherty,G,SJS,400000,
Dody Wood,LW,SJS,363000,
Iain Fraser,C,SJS,325000,
Greg Hawgood,D,SJS,325000,
Vlastimil Kroupa,D,SJS,325000,
Alexei Yegorov,RW,SJS,303000,
Jason Dawe,RW,SJS,300000,
Chris Tancill,RW,SJS,300000,
Steve Guolla,C,SJS,275000,
Chris LiPuma,D,SJS,275000,
Michal Sykora,D,SJS,260000,
Jason Widmer,D,SJS,225000,
Tim Hunter,C,SJS,200000,
Damian Rhodes,G,,1000000,
Martin Lapointe,D,,450000,
Matt Baldassarra,LW,,444660,
Alexei Vasilyev,D,,275000,
