player,pos,team,salary,caphit
Troy Mallette,LW,OTT,246935,
Pavol Demitra,C,OTT,240000,
Craig Billington,G,OTT,227940,
Brian Glynn,D,OTT,227940,
Dave McLlwain,C,OTT,227940,
Darren Rumble,D,OTT,227940,
Evgeny Davydov,LW,OTT,225000,
Radek Hamr,D,OTT,205000,
Bill Huard,LW,OTT,200000,
Darcy Loewen,LW,OTT,189950,
Herb Raglan,RW,OTT,189950,
Gord Dineen,D,OTT,170955,
Hank Lammens,D,OTT,159558,
Andy Schneider,LW,OTT,155000,
Dave Archibald,RW,OTT,151960,
Robert Burakovsky,RW,OTT,151960,
Jarmo Kekalainen,LW,OTT,151960,
Denis Vial,D,OTT,148161,
Scot Levins,RW,OTT,140000,
Mike Gartner,RW,TOR,1200000,
Dave Andreychuk,LW,TOR,1171499,
Glenn Anderson,RW,TOR,949750,
Félix Potvin,G,TOR,911760,
Doug Gilmour,C,TOR,759800,
Jamie Macoun,D,TOR,685000,
Wendel Clark,LW,TOR,683820,
John Cullen,C,TOR,683820,
Dave Ellett,D,TOR,569850,
Todd Gill,D,TOR,512865,
Sylvain Lefebvre,D,TOR,455880,
Peter Zezel,C,TOR,402694,
Ken Baumgartner,RW,TOR,370000,
Mike Krushelnyski,C,TOR,360905,
Mark Osborne,LW,TOR,322915,
Bob Rouse,D,TOR,322915,
Bill Berg,C,TOR,307719,
Mark Greig,RW,TOR,275000,
Dmitri Mironov,D,TOR,270679,
Drake Berehowsky,D,TOR,246935,
Mike Foligno,C,TOR,236457,
Nikolai Borschevsky,RW,TOR,227940,
Damian Rhodes,G,TOR,227940,
Greg Smyth,D,TOR,208945,
Chris Govedaris,LW,TOR,189950,
Yanic Perreault,C,TOR,170955,
Eric Lacroix,LW,TOR,151960,
Kent Manderville,C,TOR,151960,
Mike Eastwood,C,TOR,113970,
Rob Pearson,RW,TOR,98774,
Pat Lafontaine,C,BUF,2217202,
Alexander Mogilny,RW,BUF,2000000,
Grant Fuhr,G,BUF,1600000,
Dale Hawerchuk,C,BUF,1225000,
Doug Bodger,D,BUF,850000,
Craig Simpson,LW,BUF,850000,
Craig Muni,D,BUF,500000,
Bob Sweeney,C,BUF,470000,
Ken Sutton,D,BUF,425000,
Donald Audette,RW,BUF,400000,
Dominik Hasek,G,BUF,400000,
Derek Plante,C,BUF,400000,
Wayne Presley,RW,BUF,400000,
Denis Tsygurov,D,BUF,400000,
Rob Ray,RW,BUF,362500,
Yuri Khmylev,LW,BUF,350000,
Dave Hannan,LW,BUF,325000,
Sergei Petrenko,LW,BUF,325000,
Richard Smehlik,D,BUF,325000,
Randy Moller,D,BUF,300000,
Gordon Donnelly,D,BUF,250000,
Keith Carney,D,BUF,235000,
Philippe Boucher,D,BUF,225000,
Brad May,LW,BUF,160000,
James Black,D,BUF,125000,
Scott Stevens,D,NJD,1121250,
John MacLean,RW,NJD,900000,
Claude Lemieux,RW,NJD,859635,
Ken Daneyko,D,NJD,750000,
Bernie Nicholls,C,NJD,700000,
Bruce Driver,D,NJD,650000,
Alexander Semak,C,NJD,650000,
Viacheslav Fetisov,D,NJD,600000,
Chris Terreri,G,NJD,600000,
Bobby Holik,C,NJD,481586,
Randy McKay,RW,NJD,450000,
Peter Sidorkiewicz,G,NJD,450000,
Corey Millen,C,NJD,441981,
Valeri Zelepukin,LW,NJD,400000,
Mike Peluso,D,NJD,397500,
Scott Niedermayer,D,NJD,325000,
Tommy Albelin,D,NJD,300000,
Bobby Carpenter,C,NJD,300000,
Tom Chorske,LW,NJD,300000,
Jaroslav Modry,D,NJD,255000,
Bill Guerin,RW,NJD,215000,
Stéphane Richer,RW,NJD,200000,
Ben Hankinson,RW,NJD,155000,
Martin Brodeur,G,NJD,140000,
Pierre Turgeon,C,NYI,2350000,
Derek King,LW,NYI,1000000,
Ron Hextall,G,NYI,880000,
Uwe Krupp,D,NYI,770000,
Steve Thomas,LW,NYI,768000,
Ray Ferraro,C,NYI,725000,
Benoit Hogue,LW,NYI,640000,
Pat Flatley,RW,NYI,600000,
Tom Kurvers,D,NYI,500000,
Keith Acton,C,NYI,450000,
Darius Kasparaitis,D,NYI,425000,
David Volek,RW,NYI,400000,
Vladimir Malakhov,D,NYI,392500,
Rich Pilon,D,NYI,375000,
David Maley,LW,NYI,370000,
Brad Dalgarno,RW,NYI,350000,
Travis Green,C,NYI,350000,
Tom Draper,G,NYI,325000,
Mick Vukota,RW,NYI,320000,
Dennis Vaske,D,NYI,275000,
Dean Chynoweth,D,NYI,265000,
Bob McGill,D,NYI,225000,
Marty McInnis,LW,NYI,225000,
Mark Messier,C,NYR,2533000,
Brian Leetch,D,NYR,1805000,
Mike Gartner,RW,NYR,1200000,
Steve Larmer,RW,NYR,1100000,
James Patrick,D,NYR,1050000,
Mike Richter,G,NYR,1000000,
Esa Tikkanen,LW,NYR,979209,
Kevin Lowe,D,NYR,950000,
Glenn Anderson,RW,NYR,949750,
Glenn Healy,G,NYR,850000,
Ed Olczyk,C,NYR,850000,
Jeff Beukeboom,D,NYR,725000,
Doug Lidster,D,NYR,700000,
Sergei Nemchinov,C,NYR,600000,
Darren Turcotte,C,NYR,600000,
Mike Hartman,LW,NYR,540000,
Nick Kypreos,LW,NYR,525000,
Phil Bourque,D,NYR,450000,
Alexei Kovalev,RW,NYR,450000,
Greg Gilbert,C,NYR,425000,
Joey Kocur,D,NYR,425000,
Stéphane Matteau,LW,NYR,425000,
Craig MacTavish,C,NYR,417890,
Adam Graves,LW,NYR,400000,
Brian Noonan,RW,NYR,400000,
Jay Wells,D,NYR,400000,
Mike Hudson,C,NYR,375000,
Tony Amonte,RW,NYR,290000,
Alexander Karpovtsev,D,NYR,275000,
Sergei Zubov,D,NYR,250000,
Peter Andersson,D,NYR,225000,
Eric Lindros,C,PHI,3500000,
Mark Recchi,RW,PHI,1550000,
Rod Brind'Amour,C,PHI,800000,
Kevin Dineen,RW,PHI,752859,
Pelle Eklund,C,PHI,588553,
Tommy Soderstrom,G,PHI,500000,
Garry Galley,D,PHI,478132,
Dominic Roussel,G,PHI,400000,
Vyacheslav Butsayev,C,PHI,350000,
Dave Brown,RW,PHI,335000,
Rob Zettler,D,PHI,325000,
Mark Lamb,C,PHI,322915,
Greg Hawgood,D,PHI,307311,
Rob Ramage,D,PHI,303920,
Jozef Beranek,C,PHI,300000,
Mikael Renberg,RW,PHI,300000,
Rob DiMaio,RW,PHI,275000,
Brent Fedyk,RW,PHI,275000,
Ryan McGill,D,PHI,275000,
Claude Boivin,LW,PHI,270000,
Dmitri Yushkevich,D,PHI,265000,
Jeff Finley,D,PHI,250000,
Stewart Malgunas,D,PHI,250000,
Dave Tippett,LW,PHI,250000,
Jason Bowen,LW,PHI,240000,
Yves Racine,D,PHI,225000,
Al Conroy,C,PHI,200000,
Chris Winnes,RW,PHI,160000,
Mario Lemieux,C,PIT,3000000,
Marty McSorley,D,PIT,1800000,
Tomas Sandstrom,RW,PIT,1335000,
Jaromir Jagr,RW,PIT,1322000,
Larry Murphy,D,PIT,1235000,
Tom Barrasso,G,PIT,1125000,
Kevin Stevens,LW,PIT,1000000,
Rick Tocchet,RW,PIT,997000,
Ulf Samuelsson,D,PIT,950000,
Markus Naslund,LW,PIT,900000,
Ron Francis,C,PIT,850000,
Kjell Samuelsson,D,PIT,850000,
Joe Mullen,RW,PIT,739022,
Mike Ramsey,D,PIT,600000,
Jim McKenzie,LW,PIT,400000,
Ken Wregget,G,PIT,400000,
Peter Taglianetti,D,PIT,350000,
Grant Jennings,D,PIT,330750,
Greg Hawgood,D,PIT,307311,
Martin Straka,C,PIT,300000,
Jim Paek,D,PIT,285000,
Shawn McEachern,LW,PIT,258000,
Doug Brown,RW,PIT,250000,
Jeff Daniels,LW,PIT,250000,
Mike Needham,RW,PIT,250000,
Roberto Romano,G,PIT,225000,
Patrick Neaton,D,PIT,210000,
Mike Stapleton,C,PIT,200000,
Chris Pronger,D,HFD,1600000,
Pat Verbeek,RW,HFD,1150000,
James Patrick,D,HFD,1050000,
Geoff Sanderson,LW,HFD,800000,
Zarley Zalapski,D,HFD,800000,
Andrew Cassels,C,HFD,700000,
Brad McCrimmon,D,HFD,700000,
Sean Burke,G,HFD,650000,
Darren Turcotte,C,HFD,600000,
Eric Weinrich,D,HFD,550000,
Adam Burt,D,HFD,525000,
Nick Kypreos,LW,HFD,525000,
Bryan Marchment,D,HFD,525000,
Frank Pietrangelo,G,HFD,475000,
Paul Ranheim,LW,HFD,475000,
Doug Houda,D,HFD,400000,
Jim McKenzie,LW,HFD,400000,
Allen Pedersen,D,HFD,400000,
Jim Sandlak,RW,HFD,400000,
Jocelyn Lemieux,LW,HFD,350000,
Robert Petrovicky,C,HFD,350000,
Mario Gosselin,G,HFD,325000,
Randy Cunneyworth,LW,HFD,300000,
Alexander Godynyuk,D,HFD,300000,
Frantisek Kucera,D,HFD,300000,
Jim Storm,LW,HFD,300000,
Michael Nylander,C,HFD,280000,
Mark Greig,RW,HFD,275000,
Robert Kron,C,HFD,275000,
Jeff Reese,G,HFD,250000,
Bob McGill,D,HFD,225000,
Marc Potvin,RW,HFD,225000,
Brian Propp,LW,HFD,225000,
Dan Keczmer,D,HFD,189950,
Patrick Poulin,LW,HFD,180000,
John Vanbiesbrouck,G,FLA,950000,
Rob Niedermayer,RW,FLA,700000,
Brian Skrudland,C,FLA,675000,
Keith Brown,D,FLA,600000,
Joe Cirella,D,FLA,500000,
Mark Fitzpatrick,G,FLA,500000,
Geoff Smith,D,FLA,500000,
Scott Mellanby,RW,FLA,490000,
Brian Benning,D,FLA,450000,
Mike Hough,RW,FLA,400000,
Dave Lowry,LW,FLA,375000,
Tom Fitzgerald,RW,FLA,350000,
Greg Hawgood,D,FLA,307311,
Bob Kudelski,C,FLA,303920,
Alexander Godynyuk,D,FLA,300000,
Gord Murphy,D,FLA,300000,
Andrei Lomakin,RW,FLA,275000,
Jeff Daniels,LW,FLA,250000,
Paul Laus,D,FLA,250000,
Mike Foligno,C,FLA,236457,
Peter Andersson,D,FLA,225000,
Evgeny Davydov,LW,FLA,225000,
Dallas Eakins,D,FLA,225000,
Randy Gilhen,LW,FLA,208945,
Greg Smyth,D,FLA,208945,
Jody Hull,RW,FLA,200000,
Bill Lindsay,LW,FLA,200000,
Jesse Bélanger,C,FLA,180000,
Stu Barnes,C,FLA,175000,
Scot Levins,RW,FLA,140000,
Brent Severyn,D,FLA,140000,
Brian Bradley,C,TBL,700000,
Chris Gratton,C,TBL,700000,
Petr Klima,LW,TBL,700000,
Denis Savard,C,TBL,700000,
Daren Puppa,G,TBL,562500,
Pat Elynuik,RW,TBL,525000,
Shawn Chambers,D,TBL,450000,
Gerard Gallant,LW,TBL,450000,
Roman Hamrlik,D,TBL,450000,
Adam Creighton,C,TBL,425000,
Joe Reekie,D,TBL,425000,
Wendell Young,G,TBL,413609,
John Tucker,C,TBL,385000,
Mikael Andersson,RW,TBL,365000,
Danton Cole,RW,TBL,325000,
Rob Zamuner,LW,TBL,325000,
Marc Bergevin,D,TBL,300000,
Marc Bureau,C,TBL,280000,
Rob DiMaio,RW,TBL,275000,
Donald Dufresne,D,TBL,265000,
Chris Joseph,D,TBL,260000,
Pat Jablonski,G,TBL,250000,
Bob Beers,D,TBL,235538,
Enrico Ciccone,D,TBL,225000,
Bill McDougall,C,TBL,225000,
Chris LiPuma,D,TBL,200000,
Rud Poeschek,D,TBL,200000,
Kelly Miller,LW,WSH,1800000,
Kevin Hatcher,D,WSH,1325000,
Don Beaupre,G,WSH,925000,
Al Iafrate,D,WSH,900000,
Mike Ridley,C,WSH,875000,
Michal Pivonka,C,WSH,811000,
Dave Poulin,C,WSH,750000,
Dmitri Khristich,RW,WSH,725000,
Sylvain Côté,D,WSH,700000,
Calle Johansson,D,WSH,625000,
Dale Hunter,C,WSH,600000,
Pat Elynuik,RW,WSH,525000,
Jim Johnson,D,WSH,475000,
Keith Acton,C,WSH,450000,
Peter Bondra,RW,WSH,450000,
Joe Reekie,D,WSH,425000,
Randy Burridge,LW,WSH,388125,
Rick Tabaracci,G,WSH,387500,
Craig Berube,LW,WSH,360000,
Pat Peake,RW,WSH,300000,
Keith Jones,RW,WSH,270000,
Todd Krygier,LW,WSH,270000,
Shawn Anderson,D,WSH,250000,
Joé Juneau,C,WSH,250000,
Steve Konowalchuk,LW,WSH,250000,
Enrico Ciccone,D,WSH,225000,
Brian Curran,D,WSH,180000,
Chris Chelios,D,CHI,1100000,
Jeremy Roenick,C,CHI,1000000,
Steve Smith,D,CHI,950000,
Gary Suter,D,CHI,800000,
Brent Sutter,C,CHI,775000,
Joe Murphy,RW,CHI,750000,
Paul Ysebaert,LW,CHI,750000,
Dirk Graham,RW,CHI,690000,
Michel Goulet,LW,CHI,600000,
Dave Christian,RW,CHI,565000,
Christian Ruuttu,C,CHI,550000,
Eric Weinrich,D,CHI,550000,
Bryan Marchment,D,CHI,525000,
Craig Muni,D,CHI,500000,
Troy Murray,C,CHI,500000,
Jeff Hackett,G,CHI,450000,
Stéphane Matteau,LW,CHI,425000,
Brian Noonan,RW,CHI,400000,
Kevin Todd,C,CHI,400000,
Neil Wilkinson,D,CHI,375000,
Jocelyn Lemieux,LW,CHI,350000,
Rich Sutter,RW,CHI,350000,
Jeff Shantz,C,CHI,330000,
Darin Kimble,C,CHI,325000,
Randy Cunneyworth,LW,CHI,300000,
Frantisek Kucera,D,CHI,300000,
Tony Amonte,RW,CHI,290000,
Cam Russell,D,CHI,250000,
Keith Carney,D,CHI,235000,
Greg Smyth,D,CHI,208945,
Robert Dirk,D,CHI,197548,
Patrick Poulin,LW,CHI,180000,
Steve Yzerman,C,DET,3214520,
Dino Ciccarelli,RW,DET,1400000,
Paul Coffey,D,DET,1300000,
Tim Cheveldae,G,DET,1000000,
Steve Chiasson,D,DET,1000000,
Bob Essensa,G,DET,854775,
Mark Howe,D,DET,800000,
Ray Sheppard,RW,DET,800000,
Steve Konroyd,D,DET,700000,
Terry Carkner,D,DET,533616,
Shawn Burr,LW,DET,485000,
Vincent Riendeau,G,DET,450000,
Greg Johnson,C,DET,400000,
Vyacheslav Kozlov,LW,DET,400000,
Bob Probert,LW,DET,400000,
Sergei Bautin,D,DET,325000,
Sheldon Kennedy,RW,DET,300000,
Sergei Fedorov,C,DET,295000,
Vladimir Konstantinov,D,DET,275000,
Dallas Drake,RW,DET,250000,
Micah Aivazoff,C,DET,225000,
Keith Primeau,C,DET,225000,
Nicklas Lidstrom,D,DET,200000,
Darren McCarty,RW,DET,200000,
Chris Osgood,G,DET,170000,
Mike Sillinger,C,DET,160000,
Brett Hull,RW,STL,2200000,
Phil Housley,D,STL,2000000,
Craig Janney,C,STL,1450000,
Curtis Joseph,G,STL,1075000,
Brendan Shanahan,LW,STL,1000000,
Jeff Brown,D,STL,900000,
Alexei Kasatonov,D,STL,650000,
Kevin Miller,RW,STL,575000,
Rick Zombo,D,STL,560000,
Garth Butcher,D,STL,550000,
Ron Sutter,C,STL,475000,
Vitali Karamnov,LW,STL,400000,
Vitali Prokhorov,LW,STL,400000,
Basil McRae,LW,STL,350377,
Igor Korolev,C,STL,350000,
Murray Baron,D,STL,325000,
Kelly Chase,RW,STL,285000,
Bob Bassen,C,STL,280000,
Philippe Bozon,LW,STL,275000,
Tony Hrkac,C,STL,250000,
Tom Tilley,D,STL,250000,
Bret Hedican,D,STL,235000,
Kevin Miehm,C,STL,225000,
Jim Hrivnak,G,STL,195000,
Gary Roberts,LW,CGY,1600000,
Mike Vernon,G,CGY,1100000,
James Patrick,D,CGY,1050000,
Al MacInnis,D,CGY,987740,
Gary Suter,D,CGY,800000,
Zarley Zalapski,D,CGY,800000,
Kelly Kisio,C,CGY,799310,
Joe Nieuwendyk,C,CGY,683820,
Theoren Fleury,RW,CGY,607840,
Robert Reichel,C,CGY,531860,
Trent Yawney,D,CGY,500000,
Paul Ranheim,LW,CGY,475000,
Frank Musil,D,CGY,450000,
Joel Otto,C,CGY,417890,
Chris Dahlquist,D,CGY,414000,
Ronnie Stern,RW,CGY,400000,
Michel Petit,D,CGY,360905,
German Titov,C,CGY,325000,
Mike Sullivan,C,CGY,315000,
Greg Paslawski,RW,CGY,284925,
Michael Nylander,C,CGY,280000,
Jeff Reese,G,CGY,250000,
Kevin Dahl,D,CGY,231739,
Wes Walz,C,CGY,220342,
Dan Keczmer,D,CGY,189950,
Brad Miller,D,CGY,189950,
Leonard Norwood,D,CGY,189950,
Paul Kruse,LW,CGY,151960,
Brad Schlegel,D,CGY,151960,
Sandy McCarthy,RW,CGY,113970,
Joe Sakic,C,QUE,1671560,
Valeri Kamensky,LW,QUE,683820,
Mats Sundin,C,QUE,645830,
Garth Butcher,D,QUE,550000,
Owen Nolan,RW,QUE,531860,
Mike Ricci,C,QUE,515144,
Ron Sutter,C,QUE,475000,
Alexei Gusarov,D,QUE,455880,
Scott Young,RW,QUE,455880,
Jocelyn Thibault,G,QUE,425000,
Kerry Huffman,D,QUE,400000,
Craig Wolanin,D,QUE,364704,
Curtis Leschyshyn,D,QUE,322915,
Steven Finn,D,QUE,303920,
Andrei Kovalenko,LW,QUE,300000,
Bob Bassen,C,QUE,280000,
Martin Gélinas,LW,QUE,227940,
Paul MacDermid,RW,QUE,227940,
Jacques Cloutier,G,QUE,189950,
Iain Fraser,C,QUE,189950,
Dave Karpa,D,QUE,189950,
Chris Simon,LW,QUE,180000,
Stéphane Fiset,G,QUE,178553,
Tony Twist,LW,QUE,170955,
Mike McKee,D,QUE,165000,
Martin Rucinsky,LW,QUE,125367,
Ed Ward,RW,QUE,121568,
Claude Lapointe,C,QUE,110171,
Adam Foote,D,QUE,106372,
Dave Manson,D,EDM,1100000,
Bill Ranford,G,EDM,930755,
Jason Arnott,C,EDM,700000,
Shayne Corson,LW,EDM,645830,
Geoff Smith,D,EDM,500000,
Fredrick Olausson,D,EDM,455880,
Luke Richardson,D,EDM,455880,
Todd Elik,C,EDM,425000,
Craig MacTavish,C,EDM,417890,
Ilya Byakin,D,EDM,325000,
Zdeno Ciger,LW,EDM,260000,
Chris Joseph,D,EDM,260000,
Kelly Buchberger,RW,EDM,250734,
Fred Brathwaite,G,EDM,250000,
Igor Kravchuk,D,EDM,250000,
Scott Pearson,LW,EDM,239337,
Bob Beers,D,EDM,235538,
Mike Stapleton,C,EDM,200000,
Dean McAmmond,LW,EDM,185000,
Shjon Podein,LW,EDM,182352,
Doug Weight,C,EDM,176475,
Scott Thornton,C,EDM,170955,
Kirk Maltby,LW,EDM,170000,
Ian Herbers,D,EDM,163357,
Steven Rice,RW,EDM,155000,
Louie DeBrusk,LW,EDM,150000,
Vladimir Vujtek,RW,EDM,144362,
Adam Bennett,D,EDM,110171,
Kirk McLean,G,VAN,1100000,
Jimmy Carson,C,VAN,1000000,
Jeff Brown,D,VAN,900000,
Trevor Linden,C,VAN,759800,
Pavel Bure,RW,VAN,706614,
Greg Adams,LW,VAN,650000,
Geoff Courtnall,LW,VAN,650000,
Jirky Lumme,D,VAN,650000,
Dana Murzyn,D,VAN,615000,
Dave Babych,D,VAN,600000,
Murray Craven,C,VAN,575000,
Cliff Ronning,C,VAN,575000,
Sergio Momesso,LW,VAN,500000,
Gerald Diduck,D,VAN,436885,
Kay Whitmore,G,VAN,417890,
Tim Hunter,C,VAN,265930,
John McIntyre,C,VAN,246935,
Bret Hedican,D,VAN,235000,
Martin Gélinas,LW,VAN,227940,
Brian Glynn,D,VAN,227940,
Jiri Slegr,D,VAN,225000,
Adrien Plavsic,D,VAN,208945,
Robert Dirk,D,VAN,197548,
Dixon Ward,RW,VAN,151960,
Shawn Antoski,LW,VAN,110171,
Neil Eisenhut,C,VAN,110171,
José Charbonneau,RW,VAN,94575,
Alexei Kasatonov,D,ANA,650000,
Ron Tugnutt,G,ANA,525000,
Stéphan Lebeau,C,ANA,493870,
Randy Ladouceur,D,ANA,450000,
Guy Hebert,G,ANA,400000,
Todd Ewen,RW,ANA,385000,
Terry Yake,C,ANA,375000,
Troy Loney,LW,ANA,370000,
Steven King,RW,ANA,365000,
Peter Douris,RW,ANA,354407,
Anatoli Semenov,C,ANA,350000,
Mikhail Shtalenkov,G,ANA,315000,
Stu Grimson,LW,ANA,300000,
Sean Hill,D,ANA,300000,
Bill Houlder,D,ANA,300000,
Myles O'Connor,D,ANA,300000,
Joe Sacco,RW,ANA,295000,
Bob Corkum,C,ANA,260000,
Patrick Carnback,RW,ANA,250000,
Shaun Van Allen,C,ANA,250000,
David Williams,D,ANA,250000,
Mark Ferner,D,ANA,200000,
Robin Bawa,RW,ANA,195000,
Mike Modano,C,DAL,1450000,
Andy Moog,G,DAL,1400000,
Mark Tinordi,D,DAL,1050000,
Dave Gagner,C,DAL,875000,
Russ Courtnall,RW,DAL,800000,
Ulf Dahlen,RW,DAL,700000,
Derian Hatcher,D,DAL,700000,
Mike Lalor,D,DAL,675000,
Pelle Eklund,C,DAL,588553,
Neal Broten,C,DAL,581186,
Paul Cavallini,D,DAL,550000,
Mike McPhee,RW,DAL,500000,
Jim Johnson,D,DAL,475000,
Grant Ledyard,D,DAL,450000,
Jim McKenzie,LW,DAL,400000,
Dean Evason,C,DAL,395000,
Brent Gilchrist,C,DAL,392500,
Craig Ludwig,D,DAL,375000,
Shane Churla,RW,DAL,350000,
Paul Broten,RW,DAL,325000,
Darcy Wakaluk,G,DAL,300000,
Gordon Donnelly,D,DAL,250000,
Mike Needham,RW,DAL,250000,
Doug Zmolek,D,DAL,235000,
Neil Brady,C,DAL,225000,
Trent Klatt,RW,DAL,225000,
Dave Barr,RW,DAL,220000,
Brad Berry,D,DAL,200000,
Mike Craig,RW,DAL,155000,
James Black,D,DAL,125000,
Wayne Gretzky,C,LAK,3000000,
Marty McSorley,D,LAK,1800000,
Luc Robitaille,LW,LAK,1600000,
Tomas Sandstrom,RW,LAK,1335000,
Tony Granato,RW,LAK,1200000,
Jimmy Carson,C,LAK,1000000,
Jari Kurri,RW,LAK,1000000,
Kelly Hrudey,G,LAK,700000,
Mike Donnelly,RW,LAK,650000,
Charlie Huddy,D,LAK,550000,
Robb Stauber,G,LAK,475000,
Pat Conacher,LW,LAK,400000,
Doug Houda,D,LAK,400000,
Kevin Todd,C,LAK,400000,
Alexei Zhitnik,D,LAK,400000,
Tim Watters,D,LAK,375000,
Dave Taylor,RW,LAK,325000,
John Druce,RW,LAK,300000,
Gary Shuchuk,C,LAK,300000,
Jim Paek,D,LAK,285000,
Donald Dufresne,D,LAK,265000,
Shawn McEachern,LW,LAK,258000,
Rick Knickle,G,LAK,250000,
Brent Thompson,D,LAK,245000,
Marc Potvin,RW,LAK,225000,
Dixon Ward,RW,LAK,151960,
Dave Manson,D,WIN,1100000,
Tim Cheveldae,G,WIN,1000000,
Bob Essensa,G,WIN,854775,
Thomas Steen,C,WIN,750000,
Paul Ysebaert,LW,WIN,750000,
Nelson Emerson,RW,WIN,678000,
Teppo Numminen,D,WIN,658333,
Fredrick Olausson,D,WIN,455880,
Dean Kennedy,D,WIN,450000,
Tie Domi,RW,WIN,375000,
Arto Blomsten,D,WIN,370000,
Sergei Bautin,D,WIN,325000,
Stéphane Beauregard,G,WIN,325000,
Stéphane Quintal,D,WIN,303920,
Teemu Selanne,RW,WIN,303920,
Kris King,LW,WIN,300000,
Darrin Shannon,LW,WIN,284925,
Luciano Borsato,C,WIN,265930,
Dallas Drake,RW,WIN,250000,
Mike Eagles,LW,WIN,208945,
Randy Gilhen,LW,WIN,208945,
Keith Tkachuk,LW,WIN,193749,
Stu Barnes,C,WIN,175000,
Bryan Erickson,C,WIN,151960,
Igor Ulanov,D,WIN,151960,
Bob Errey,LW,SJS,705000,
Ulf Dahlen,RW,SJS,700000,
Mike Lalor,D,SJS,675000,
Jeff Norton,D,SJS,650000,
Arturs Irbe,G,SJS,500000,
Igor Larionov,C,SJS,500000,
Sergei Makarov,LW,SJS,500000,
Mike Rathje,D,SJS,500000,
Todd Elik,C,SJS,425000,
Gaétan Duchesne,LW,SJS,400000,
David Maley,LW,SJS,370000,
Vyacheslav Butsayev,C,SJS,350000,
Jayson More,D,SJS,350000,
Rob Zettler,D,SJS,325000,
Michal Sykora,D,SJS,320000,
Shawn Cronin,D,SJS,315000,
Mike Sullivan,C,SJS,315000,
Johan Garpenlov,LW,SJS,305000,
Pat Falloon,RW,SJS,300000,
Jimmy Waite,G,SJS,300000,
Rob Gaudreau,RW,SJS,250000,
Doug Zmolek,D,SJS,235000,
Jeff Odgers,RW,SJS,225000,
Jamie Baker,C,SJS,210000,
Ray Whitney,LW,SJS,210000,
Dale Craigwell,C,SJS,200000,
Sandis Ozolins,D,SJS,200000,
Matt Baldassarra,LW,,227940,
Darrin Madeley,G,,189950,
Martin Lapointe,D,,180000,
