player,pos,team,salary,caphit
Nathan LaFayette,C,NYR,156600,
Mattias Norstrom,D,NYR,134850,
Daniel Lacroix,LW,NYR,116000,
Eric Lindros,C,PHI,2111200,
Mark Recchi,RW,PHI,1073000,
Ron Hextall,G,PHI,545200,
Rod Brind'Amour,C,PHI,522000,
Garry Galley,D,PHI,522000,
Eric Desjardins,D,PHI,507500,
Craig MacTavish,C,PHI,435000,
Kevin Dineen,RW,PHI,430198,
Kevin Haller,D,PHI,261000,
Anatoli Semenov,C,PHI,249400,
Gilbert Dionne,LW,PHI,232000,
Dominic Roussel,G,PHI,232000,
Rob Zettler,D,PHI,232000,
Mark Lamb,C,PHI,230925,
Jozef Beranek,C,PHI,203000,
Dave Brown,RW,PHI,179800,
Patrik Juhlin,LW,PHI,174000,
Ryan McGill,D,PHI,174000,
Shjon Podein,LW,PHI,174000,
Mikael Renberg,RW,PHI,162400,
Rob DiMaio,RW,PHI,159500,
Chris Therien,D,PHI,159500,
Shawn Antoski,LW,PHI,145000,
Dmitri Yushkevich,D,PHI,139200,
Yanick Dupré,LW,PHI,87000,
Karl Dykhuis,D,PHI,81200,
Jaromir Jagr,RW,PIT,1624000,
Tom Barrasso,G,PIT,1358360,
Luc Robitaille,LW,PIT,986000,
Larry Murphy,D,PIT,765600,
Kevin Stevens,LW,PIT,735440,
Tomas Sandstrom,RW,PIT,633940,
Ron Francis,C,PIT,632200,
Joe Mullen,RW,PIT,522609,
Ulf Samuelsson,D,PIT,464000,
Kjell Samuelsson,D,PIT,435000,
Norm Maciver,D,PIT,377000,
Troy Murray,C,PIT,290000,
Ken Wregget,G,PIT,246500,
John Cullen,C,PIT,232000,
Mike Hudson,C,PIT,217500,
Jim McKenzie,LW,PIT,217500,
Wendell Young,G,PIT,217500,
Martin Straka,C,PIT,203000,
Grant Jennings,D,PIT,191835,
Drake Berehowsky,D,PIT,188500,
Len Barrie,C,PIT,159500,
Chris Tamer,D,PIT,156600,
Chris Joseph,D,PIT,150800,
François Leroux,D,PIT,145580,
Shawn McEachern,LW,PIT,116000,
Chris Pronger,D,HFD,1000500,
Glen Wesley,D,HFD,870000,
Sean Burke,G,HFD,812000,
Pat Verbeek,RW,HFD,667000,
Geoff Sanderson,LW,HFD,471250,
Adam Burt,D,HFD,435000,
Andrew Cassels,C,HFD,435000,
Jimmy Carson,C,HFD,406000,
Brad McCrimmon,D,HFD,406000,
Darren Turcotte,C,HFD,377000,
Steven Rice,RW,HFD,319000,
Alexander Godynyuk,D,HFD,290000,
Frantisek Kucera,D,HFD,290000,
Paul Ranheim,LW,HFD,290000,
Jeff Reese,G,HFD,261000,
Brian Glynn,D,HFD,232000,
Andrei Nikolishin,C,HFD,232000,
Jim Sandlak,RW,HFD,232000,
Glen Featherstone,D,HFD,216630,
Jocelyn Lemieux,LW,HFD,203000,
Kelly Chase,RW,HFD,165300,
Ted Drury,C,HFD,165300,
Robert Kron,C,HFD,159500,
Scott Daniels,LW,HFD,145000,
Igor Chibirev,C,HFD,119480,
Kevin Smyth,LW,HFD,118900,
John Vanbiesbrouck,G,FLA,551000,
Scott Mellanby,RW,FLA,493000,
Rob Niedermayer,RW,FLA,464000,
Bob Kudelski,C,FLA,406000,
Brian Skrudland,C,FLA,406000,
Keith Brown,D,FLA,377000,
Stu Barnes,C,FLA,348000,
Joe Cirella,D,FLA,304500,
Mark Fitzpatrick,G,FLA,304500,
Johan Garpenlov,LW,FLA,304500,
Jesse Bélanger,C,FLA,290000,
Randy Moller,D,FLA,290000,
Geoff Smith,D,FLA,290000,
Brian Benning,D,FLA,266800,
Gaétan Duchesne,LW,FLA,249400,
Mike Hough,RW,FLA,232000,
Dave Lowry,LW,FLA,232000,
Tom Fitzgerald,RW,FLA,217500,
Jody Hull,RW,FLA,203000,
Gord Murphy,D,FLA,203000,
Brent Severyn,D,FLA,203000,
Magnus Svensson,D,FLA,203000,
Andrei Lomakin,RW,FLA,174000,
Paul Laus,D,FLA,159500,
Dallas Eakins,D,FLA,150800,
Bill Lindsay,LW,FLA,145000,
Jason Woolley,D,FLA,145000,
Chris Gratton,C,TBL,493000,
Paul Ysebaert,LW,TBL,464000,
Brian Bradley,C,TBL,440800,
Petr Klima,LW,TBL,435000,
Denis Savard,C,TBL,406000,
Alexander Semak,C,TBL,406000,
Jason Wiemer,C,TBL,406000,
Roman Hamrlik,D,TBL,333500,
Daren Puppa,G,TBL,326250,
Shawn Chambers,D,TBL,304500,
Gerard Gallant,LW,TBL,304500,
John Tucker,C,TBL,246500,
Mikael Andersson,RW,TBL,229100,
Ben Hankinson,RW,TBL,211700,
Marc Bergevin,D,TBL,203000,
Rich Sutter,RW,TBL,203000,
Marc Bureau,C,TBL,188500,
Danton Cole,RW,TBL,188500,
Adrien Plavsic,D,TBL,185600,
Rud Poeschek,D,TBL,166460,
Enrico Ciccone,D,TBL,159500,
Rob Zamuner,LW,TBL,159500,
Bob Halkidis,D,TBL,145000,
Alexander Selivanov,LW,TBL,145000,
Cory Cross,D,TBL,140650,
Jean-Claude Bergeron,G,TBL,133400,
Eric Charron,D,TBL,130500,
Jim Cummins,RW,TBL,130500,
Brantt Myhres,LW,TBL,113100,
Joé Juneau,C,WSH,1044000,
Mark Tinordi,D,WSH,798080,
Kelly Miller,LW,WSH,647666,
Sylvain Côté,D,WSH,522000,
Dmitri Khristich,RW,WSH,522000,
Dale Hunter,C,WSH,493000,
Dave Poulin,C,WSH,493000,
Michal Pivonka,C,WSH,485025,
Calle Johansson,D,WSH,362500,
Rob Pearson,RW,WSH,319000,
Randy Burridge,LW,WSH,297250,
Joe Reekie,D,WSH,290000,
Peter Bondra,RW,WSH,275500,
Rick Tabaracci,G,WSH,244180,
Sergei Gonchar,D,WSH,232000,
Jim Carey,G,WSH,222333,
Craig Berube,LW,WSH,208800,
Mike Eagles,LW,WSH,203000,
Keith Jones,RW,WSH,162400,
Kevin Kaminski,C,WSH,159500,
Steve Konowalchuk,LW,WSH,159500,
Olaf Kolzig,G,WSH,145000,
Igor Ulanov,D,WSH,130500,
Ken Klee,D,WSH,116000,
Chris Chelios,D,CHI,1537000,
Gary Suter,D,CHI,928000,
Bernie Nicholls,C,CHI,638000,
Jeremy Roenick,C,CHI,638000,
Steve Smith,D,CHI,551000,
Murray Craven,C,CHI,536500,
Paul Ysebaert,LW,CHI,464000,
Brent Sutter,C,CHI,449500,
Joe Murphy,RW,CHI,435000,
Denis Savard,C,CHI,406000,
Dirk Graham,RW,CHI,400200,
Gerald Diduck,D,CHI,333500,
Christian Ruuttu,C,CHI,319000,
Eric Weinrich,D,CHI,319000,
Jimmy Waite,G,CHI,269700,
Jeff Hackett,G,CHI,261000,
Cam Russell,D,CHI,246500,
Rich Sutter,RW,CHI,203000,
Brent Grieve,LW,CHI,188500,
Roger Johansson,D,CHI,188500,
Darin Kimble,C,CHI,188500,
Tony Amonte,RW,CHI,174000,
Jeff Shantz,C,CHI,162400,
Sergei Krivokrasov,RW,CHI,145000,
Keith Carney,D,CHI,136300,
Jim Cummins,RW,CHI,130500,
Tony Horacek,LW,CHI,124700,
Patrick Poulin,LW,CHI,104400,
Steve Dubinsky,C,CHI,101500,
Steve Yzerman,C,DET,1850473,
Sergei Fedorov,C,DET,1737036,
Dino Ciccarelli,RW,DET,841000,
Paul Coffey,D,DET,841000,
Mike Vernon,G,DET,638000,
Darren McCarty,RW,DET,464000,
Ray Sheppard,RW,DET,464000,
Nicklas Lidstrom,D,DET,435000,
Bob Rouse,D,DET,435000,
Terry Carkner,D,DET,406000,
Shawn Burr,LW,DET,377000,
Keith Primeau,C,DET,348000,
Bob Errey,LW,DET,327700,
Viacheslav Fetisov,D,DET,315330,
Mark Howe,D,DET,290000,
Kris Draper,C,DET,232000,
Greg Johnson,C,DET,232000,
Mike Sillinger,C,DET,232000,
Mike Ramsey,D,DET,185600,
Jason York,D,DET,182700,
Stu Grimson,LW,DET,174000,
Vladimir Konstantinov,D,DET,159500,
Mike Krushelnyski,C,DET,159500,
Doug Brown,RW,DET,145000,
Bob Halkidis,D,DET,145000,
Chris Osgood,G,DET,118900,
Tim Taylor,C,DET,107300,
Al MacInnis,D,STL,2030000,
Brendan Shanahan,LW,STL,2030000,
Brett Hull,RW,STL,1914000,
Craig Janney,C,STL,1073000,
Steve Duchesne,D,STL,928000,
Curtis Joseph,G,STL,638000,
Esa Tikkanen,LW,STL,637198,
Peter Stastny,C,STL,580000,
Guy Carbonneau,C,STL,522000,
Jon Casey,G,STL,522000,
Doug Lidster,D,STL,435000,
Todd Elik,C,STL,391500,
Kevin Miller,RW,STL,391500,
Jeff Norton,D,STL,391500,
Rick Zombo,D,STL,324800,
Glenn Anderson,RW,STL,266800,
Greg Gilbert,C,STL,261000,
Adam Creighton,C,STL,246500,
Basil McRae,LW,STL,216679,
Murray Baron,D,STL,208800,
Vitali Karamnov,LW,STL,188500,
Tony Twist,LW,STL,188500,
David Roberts,LW,STL,179800,
Donald Dufresne,D,STL,174000,
Bill Houlder,D,STL,174000,
Patrice Tardif,C,STL,174000,
Denis Chassé,C,STL,159500,
Denny Felsner,RW,STL,145000,
Ian Laperrière,C,STL,133400,
Geoff Sarjeant,G,STL,89900,
Phil Housley,D,CGY,1305000,
Zarley Zalapski,D,CGY,904800,
Gary Roberts,LW,CGY,719635,
James Patrick,D,CGY,667000,
Steve Chiasson,D,CGY,580000,
Joe Nieuwendyk,C,CGY,475473,
Kelly Kisio,C,CGY,432603,
Theoren Fleury,RW,CGY,357761,
Joel Otto,C,CGY,319000,
Trent Yawney,D,CGY,319000,
Robert Reichel,C,CGY,287854,
Frank Musil,D,CGY,275500,
Trevor Kidd,G,CGY,246732,
Rick Tabaracci,G,CGY,244180,
Alan May,LW,CGY,208800,
Ronnie Stern,RW,CGY,200984,
German Titov,C,CGY,199442,
Mike Sullivan,C,CGY,182700,
Kevin Dahl,D,CGY,176900,
Sheldon Kennedy,RW,CGY,174000,
Nikolai Borschevsky,RW,CGY,160376,
Michael Nylander,C,CGY,150800,
Dan Keczmer,D,CGY,145000,
Paul Kruse,LW,CGY,102805,
Wes Walz,C,CGY,102805,
Andrei Trefilov,G,CGY,71964,
Sandy McCarthy,RW,CGY,61683,
Joe Sakic,C,QUE,1171977,
Peter Forsberg,C,QUE,1161697,
Uwe Krupp,D,QUE,667000,
Wendel Clark,LW,QUE,431781,
Valeri Kamensky,LW,QUE,411220,
Mike Ricci,C,QUE,336172,
Owen Nolan,RW,QUE,328976,
Adam Foote,D,QUE,303480,
Adam Deadmarsh,RW,QUE,287854,
Stéphane Fiset,G,QUE,287854,
Alexei Gusarov,D,QUE,277574,
Craig Wolanin,D,QUE,257013,
Sylvain Lefebvre,D,QUE,246732,
Curtis Leschyshyn,D,QUE,246732,
Scott Young,RW,QUE,246732,
Bob Bassen,C,QUE,246500,
Steven Finn,D,QUE,226171,
Claude Lapointe,C,QUE,211778,
Jocelyn Thibault,G,QUE,195330,
Andrei Kovalenko,LW,QUE,191217,
Paul MacDermid,RW,QUE,174000,
Janne Laukkanen,D,QUE,164488,
Martin Rucinsky,LW,QUE,164488,
Dave Karpa,D,QUE,150800,
Chris Simon,LW,QUE,133647,
Garth Snow,G,QUE,113086,
Jon Klemm,D,QUE,102805,
Bill Huard,LW,QUE,82244,
Aaron Miller,D,QUE,82244,
Bill Ranford,G,EDM,1233660,
Bryan Marchment,D,EDM,435000,
Jason Arnott,C,EDM,370098,
Shayne Corson,LW,EDM,349537,
Luke Richardson,D,EDM,318696,
Ryan Smyth,LW,EDM,287854,
Fredrick Olausson,D,EDM,267293,
Todd Marchant,LW,EDM,261000,
Boris Mironov,D,EDM,258796,
Scott Thornton,C,EDM,246500,
Ken Sutton,D,EDM,232000,
Scott Pearson,LW,EDM,185600,
Dean Kennedy,D,EDM,185049,
Dave Brown,RW,EDM,179800,
Ryan McGill,D,EDM,174000,
David Oliver,RW,EDM,168600,
Louie DeBrusk,LW,EDM,164488,
Doug Weight,C,EDM,159500,
Mike Stapleton,C,EDM,143927,
Micah Aivazoff,C,EDM,130500,
Peter White,C,EDM,113086,
Dean McAmmond,LW,EDM,104400,
Fred Brathwaite,G,EDM,94581,
Roman Oksiuta,RW,EDM,92525,
Jiri Slegr,D,EDM,76076,
Kirk Maltby,LW,EDM,69907,
Pavel Bure,RW,VAN,2610000,
Kirk McLean,G,VAN,1160000,
Jirky Lumme,D,VAN,696000,
Russ Courtnall,RW,VAN,464000,
Cliff Ronning,C,VAN,464000,
Trevor Linden,C,VAN,411220,
Greg Adams,LW,VAN,406000,
Geoff Courtnall,LW,VAN,377000,
Dave Babych,D,VAN,348000,
Gerald Diduck,D,VAN,333500,
Dana Murzyn,D,VAN,319210,
Bret Hedican,D,VAN,319000,
Christian Ruuttu,C,VAN,319000,
Sergio Momesso,LW,VAN,308415,
Tim Hunter,C,VAN,232000,
Kay Whitmore,G,VAN,226171,
Jozef Beranek,C,VAN,203000,
John McIntyre,C,VAN,188500,
Adrien Plavsic,D,VAN,185600,
Martin Gélinas,LW,VAN,164488,
Nathan LaFayette,C,VAN,156600,
Shawn Antoski,LW,VAN,145000,
Jassen Cullimore,D,VAN,92525,
Evgeny Namestnikov,D,VAN,92525,
Roman Oksiuta,RW,VAN,92525,
Michael Peca,C,VAN,92525,
Alek Stojanov,RW,VAN,78132,
Jiri Slegr,D,VAN,76076,
Scott Walker,RW,VAN,76076,
Paul Kariya,LW,ANA,1638500,
Oleg Tverdovsky,D,ANA,870000,
Stéphan Lebeau,C,ANA,377000,
Randy Ladouceur,D,ANA,348000,
Valeri Karpov,LW,ANA,333500,
Tom Kurvers,D,ANA,306820,
Guy Hebert,G,ANA,275500,
Robert Dirk,D,ANA,261000,
Steve Rucchin,C,ANA,261000,
Anatoli Semenov,C,ANA,249400,
Mike Sillinger,C,ANA,232000,
Todd Ewen,RW,ANA,223300,
Todd Krygier,LW,ANA,217500,
Peter Douris,RW,ANA,190941,
Mikhail Shtalenkov,G,ANA,185600,
Jason York,D,ANA,182700,
Patrick Carnback,RW,ANA,176900,
Bobby Dollas,D,ANA,174000,
Stu Grimson,LW,ANA,174000,
Don McSween,D,ANA,174000,
Garry Valk,LW,ANA,174000,
Shaun Van Allen,C,ANA,174000,
Joe Sacco,RW,ANA,171100,
Bob Corkum,C,ANA,162400,
Dave Karpa,D,ANA,150800,
Denny Lambert,LW,ANA,136300,
Mike Modano,C,DAL,1558750,
Kevin Hatcher,D,DAL,1102000,
Andy Moog,G,DAL,783000,
Dave Gagner,C,DAL,493000,
Russ Courtnall,RW,DAL,464000,
Derian Hatcher,D,DAL,464000,
Mike Donnelly,RW,DAL,420500,
Greg Adams,LW,DAL,406000,
Neal Broten,C,DAL,396141,
Todd Harvey,RW,DAL,377000,
Paul Cavallini,D,DAL,348000,
Mike Lalor,D,DAL,319000,
Grant Ledyard,D,DAL,319000,
Craig Ludwig,D,DAL,319000,
Peter Zezel,C,DAL,319000,
Richard Matvichuk,D,DAL,314706,
Corey Millen,C,DAL,303801,
Dean Evason,C,DAL,249400,
Shane Churla,RW,DAL,232000,
Brent Gilchrist,C,DAL,223300,
Alan May,LW,DAL,208800,
Paul Broten,RW,DAL,188500,
Darcy Wakaluk,G,DAL,188500,
Gordon Donnelly,D,DAL,182700,
Doug Zmolek,D,DAL,174000,
Trent Klatt,RW,DAL,130500,
Zac Boyer,LW,DAL,104400,
Mike Kennedy,C,DAL,98600,
Mike Torchia,G,DAL,92800,
Wayne Gretzky,C,LAK,3793216,
Jari Kurri,RW,LAK,1184817,
Marty McSorley,D,LAK,1116500,
Rick Tocchet,RW,LAK,1040206,
Grant Fuhr,G,LAK,1009200,
Rob Blake,D,LAK,899000,
Tony Granato,RW,LAK,783000,
Kelly Hrudey,G,LAK,754577,
Darryl Sydor,D,LAK,464000,
Mike Donnelly,RW,LAK,420500,
Charlie Huddy,D,LAK,319000,
Warren Rychel,LW,LAK,319000,
Robb Stauber,G,LAK,304500,
Randy Burridge,LW,LAK,297250,
John Druce,RW,LAK,290000,
Michel Petit,D,LAK,290000,
Alexei Zhitnik,D,LAK,261000,
Pat Conacher,LW,LAK,246500,
Troy Crowder,RW,LAK,246500,
Kevin Todd,C,LAK,246500,
Robert Lang,C,LAK,234900,
Dan Quinn,C,LAK,232000,
Denis Tsygurov,D,LAK,232000,
Gary Shuchuk,C,LAK,188500,
Matt Johnson,LW,LAK,174000,
Yanic Perreault,C,LAK,174000,
Rob Cowie,D,LAK,145000,
Chris Snell,D,LAK,145000,
Philippe Boucher,D,LAK,130500,
Eric Lacroix,LW,LAK,116000,
Keith Tkachuk,LW,WIN,1160000,
Teemu Selanne,RW,WIN,822440,
Dave Manson,D,WIN,696000,
Teppo Numminen,D,WIN,681500,
Tim Cheveldae,G,WIN,638000,
Alexei Zhamnov,C,WIN,514025,
Nelson Emerson,RW,WIN,462840,
Thomas Steen,C,WIN,435000,
Ed Olczyk,C,WIN,377000,
Darrin Shannon,LW,WIN,349537,
Neil Wilkinson,D,WIN,304500,
Stéphane Quintal,D,WIN,261000,
Tie Domi,RW,WIN,232000,
Mike Eagles,LW,WIN,203000,
Igor Korolev,C,WIN,203000,
Nikolai Khabibulin,G,WIN,188500,
Kris King,LW,WIN,188500,
Brent Thompson,D,WIN,188500,
Randy Gilhen,LW,WIN,159500,
Russ Romaniuk,LW,WIN,143927,
Dallas Drake,RW,WIN,130500,
Igor Ulanov,D,WIN,130500,
Mike Eastwood,C,WIN,123366,
Craig Martin,RW,WIN,114114,
Rob Murray,C,WIN,102805,
Darryl Shannon,D,WIN,102805,
Michal Grosek,RW,WIN,100749,
John LeBlanc,LW,WIN,92525,
Oleg Mikulchik,D,WIN,92525,
Craig Janney,C,SJS,1073000,
Viktor Kozlov,C,SJS,797500,
Ulf Dahlen,RW,SJS,696000,
Igor Larionov,C,SJS,638000,
Sergei Makarov,LW,SJS,638000,
Pat Falloon,RW,SJS,435000,
Arturs Irbe,G,SJS,397300,
Todd Elik,C,SJS,391500,
Kevin Miller,RW,SJS,391500,
Jeff Norton,D,SJS,391500,
Jeff Friesen,LW,SJS,348000,
Bob Errey,LW,SJS,327700,
Johan Garpenlov,LW,SJS,304500,
Gaétan Duchesne,LW,SJS,249400,
Jamie Baker,C,SJS,246500,
Mike Rathje,D,SJS,234900,
Wade Flaherty,G,SJS,232000,
Jayson More,D,SJS,203000,
Shawn Cronin,D,SJS,188500,
Michal Sykora,D,SJS,168200,
Jeff Odgers,RW,SJS,165300,
Tom Pederson,D,SJS,145000,
Chris Tancill,RW,SJS,145000,
Jason Dawe,RW,SJS,136300,
Ray Whitney,LW,SJS,133400,
Sandis Ozolins,D,SJS,127600,
Martin Lapointe,D,,217500,
Matt Baldassarra,LW,,205610,
Darrin Madeley,G,,123366,
