player,pos,team,salary,caphit
Mike Ramsey,D,BUF,185000,
Grant Ledyard,D,BUF,180000,
Scott Arniel,LW,BUF,165000,
Mike Hartman,LW,BUF,165000,
Doug Bodger,D,BUF,157500,
Kevin Maguire,C,BUF,155000,
Mike Foligno,C,BUF,150000,
Uwe Krupp,D,BUF,150000,
Ray Sheppard,RW,BUF,150000,
Jeff Parker,RW,BUF,140000,
Alexander Mogilny,RW,BUF,130000,
Daren Puppa,G,BUF,130000,
Dave Snuggerud,LW,BUF,130000,
Scott Metcalfe,C,BUF,125000,
Ken Priestlay,C,BUF,125000,
Pierre Turgeon,C,BUF,125000,
Benoit Hogue,LW,BUF,85000,
Peter Stastny,C,NJD,414384,
Kirk Muller,LW,NJD,300000,
Walt Poddubny,RW,NJD,300000,
Patrik Sundstrom,C,NJD,270000,
John MacLean,RW,NJD,265000,
Viacheslav Fetisov,D,NJD,250000,
Reijo Ruotsalainen,D,NJD,250000,
Sylvain Turgeon,LW,NJD,250000,
Bob Brooke,C,NJD,215000,
Sean Burke,G,NJD,210000,
Alexei Kasatonov,D,NJD,200000,
Aaron Broten,C,NJD,195000,
Mark Johnson,C,NJD,185000,
Ken Daneyko,D,NJD,175000,
Craig Wolanin,D,NJD,175000,
Jim Korn,D,NJD,155000,
Randy Velischek,D,NJD,155000,
Tommy Albelin,D,NJD,150000,
Bruce Driver,D,NJD,150000,
Tom Kurvers,D,NJD,145000,
David Maley,LW,NJD,145000,
Doug Brown,RW,NJD,135000,
Janne Ojanen,C,NJD,127000,
Neil Brady,C,NJD,115000,
Jamie Huscroft,D,NJD,110000,
Brendan Shanahan,LW,NJD,110000,
Chris Terreri,G,NJD,110000,
Bryan Trottier,C,NYI,575000,
Pat Lafontaine,C,NYI,400000,
Brent Sutter,C,NYI,310000,
Mikko Makela,LW,NYI,250000,
Doug Crossman,D,NYI,210000,
Don Maloney,LW,NYI,200000,
Gary Nylund,D,NYI,195000,
Pat Flatley,RW,NYI,185000,
Glenn Healy,G,NYI,180000,
Alan Kerr,RW,NYI,175000,
Marc Bergevin,D,NYI,167000,
Jari Gronstrand,D,NYI,160000,
Gerald Diduck,D,NYI,150000,
Brad Lauer,LW,NYI,140000,
David Volek,RW,NYI,140000,
Ken Baumgartner,RW,NYI,130000,
Dale Henry,LW,NYI,130000,
Jeff Norton,D,NYI,130000,
Joe Reekie,D,NYI,130000,
Gilles Thibaudeau,C,NYI,130000,
Hubie McDonough,C,NYI,125000,
Dean Chynoweth,D,NYI,115000,
Dave Chyzowski,LW,NYI,115000,
Mick Vukota,RW,NYI,115000,
Mark Fitzpatrick,G,NYI,100000,
Derek King,LW,NYI,100000,
Rich Pilon,D,NYI,95000,
Tomas Sandstrom,RW,NYR,410000,
Mike Gartner,RW,NYR,400000,
Bernie Nicholls,C,NYR,400000,
John Ogrodnick,LW,NYR,365000,
Ron Greschner,D,NYR,360000,
John Vanbiesbrouck,G,NYR,350000,
James Patrick,D,NYR,315000,
Randy Moller,D,NYR,285000,
Normand Rochefort,D,NYR,280000,
Mark Hardy,D,NYR,255000,
Chris Nilan,RW,NYR,250000,
Bob Froese,G,NYR,240000,
Jan Erixon,LW,NYR,225000,
Lindy Ruff,D,NYR,220000,
Carey Wilson,C,NYR,220000,
Brian Leetch,D,NYR,210000,
David Shaw,D,NYR,210000,
Tony Granato,RW,NYR,190000,
Kelly Kisio,C,NYR,190000,
Brian Mullen,C,NYR,180000,
Ulf Dahlen,RW,NYR,160000,
Corey Millen,C,NYR,150000,
Kris King,LW,NYR,130000,
Kevin Miller,RW,NYR,130000,
Mike Richter,G,NYR,130000,
Jeff Bloemberg,D,NYR,120000,
Darren Turcotte,C,NYR,120000,
Paul Broten,RW,NYR,110000,
Troy Mallette,LW,NYR,110000,
Miloslav Horava,D,NYR,50000,
Ron Hextall,G,PHI,500000,
Tim Kerr,RW,PHI,500000,
Mark Howe,D,PHI,425000,
Pete Peeters,G,PHI,275000,
Dave Poulin,C,PHI,250000,
Brian Propp,LW,PHI,250000,
Ilkka Sinisalo,C,PHI,250000,
Rick Tocchet,RW,PHI,250000,
Ron Sutter,C,PHI,235000,
Jay Wells,D,PHI,230000,
Keith Acton,C,PHI,227500,
Kjell Samuelsson,D,PHI,225000,
Ken Wregget,G,PHI,225000,
Mike Bullard,C,PHI,220000,
Pelle Eklund,C,PHI,215000,
Murray Craven,C,PHI,185000,
Terry Carkner,D,PHI,170000,
Scott Mellanby,RW,PHI,170000,
Kevin Maguire,C,PHI,155000,
Doug Sulliman,C,PHI,155000,
Gord Murphy,D,PHI,150000,
Normand Lacombe,RW,PHI,140000,
Derrick Smith,C,PHI,140000,
Craig Berube,LW,PHI,130000,
Jeff Harding,RW,PHI,115000,
Kerry Huffman,D,PHI,110000,
Jiri Latal,D,PHI,100000,
Tony Horacek,LW,PHI,90000,
Mario Lemieux,C,PIT,2000000,
Paul Coffey,D,PIT,450000,
Barry Pederson,C,PIT,355000,
Tony Tanti,RW,PIT,330000,
Tom Barrasso,G,PIT,325000,
Rob Brown,RW,PIT,310000,
Dan Quinn,C,PIT,275000,
Alain Chevrier,G,PIT,265000,
Zarley Zalapski,D,PIT,240000,
Andrew McBain,RW,PIT,230000,
Jim Kyte,D,PIT,225000,
Jim Johnson,D,PIT,210000,
Bob Errey,LW,PIT,187500,
Gilbert Delorme,D,PIT,180000,
Gord Dineen,D,PIT,170000,
Randy Hillier,D,PIT,165000,
Doug Smith,C,PIT,155394,
Wendell Young,G,PIT,155000,
Phil Bourque,D,PIT,150000,
Kevin Stevens,LW,PIT,150000,
Rod Buskas,D,PIT,145000,
Jay Caufield,RW,PIT,140000,
Troy Loney,LW,PIT,135000,
John Cullen,C,PIT,120000,
Randy Gilhen,LW,PIT,105000,
Mark Recchi,RW,PIT,105000,
Chris Dahlquist,D,PIT,100000,
Mike Liut,G,HFD,445000,
Ron Francis,C,HFD,350000,
Kevin Dineen,RW,HFD,330000,
Dave Babych,D,HFD,300000,
Ulf Samuelsson,D,HFD,275000,
Pat Verbeek,RW,HFD,240000,
Randy Cunneyworth,LW,HFD,200000,
Ray Ferraro,C,HFD,200000,
Dave Tippett,LW,HFD,200000,
Joel Quenneville,D,HFD,195000,
Paul MacDermid,RW,HFD,172660,
Brian Lawton,LW,HFD,172500,
Sylvain Côté,D,HFD,170000,
Randy Ladouceur,D,HFD,167000,
Peter Sidorkiewicz,G,HFD,160000,
Mikael Andersson,RW,HFD,145000,
Tom Martin,LW,HFD,145000,
Dean Evason,C,HFD,140000,
Brad Shaw,D,HFD,140000,
Mike Tomlak,C,HFD,125000,
Scott Young,RW,HFD,125000,
Ed Kastelic,RW,HFD,120000,
Kay Whitmore,G,HFD,115000,
Grant Jennings,D,HFD,110000,
Todd Krygier,LW,HFD,110000,
Chris Govedaris,LW,HFD,100000,
Bob Bodak,LW,HFD,99280,
Adam Burt,D,HFD,95000,
Yvon Corriveau,LW,HFD,90000,
Mike Liut,G,WSH,445000,
Dino Ciccarelli,RW,WSH,360000,
Rod Langway,D,WSH,342500,
Scott Stevens,D,WSH,300000,
Don Beaupre,G,WSH,225000,
Dave Christian,RW,WSH,220000,
Geoff Courtnall,LW,WSH,210000,
Dale Hunter,C,WSH,200000,
John Tucker,C,WSH,200000,
Mike Ridley,C,WSH,197500,
Kevin Hatcher,D,WSH,185000,
Kelly Miller,LW,WSH,170000,
Neil Sheehy,D,WSH,170000,
Bob Rouse,D,WSH,155000,
Scot Kleinendorst,D,WSH,150000,
Steve Leach,RW,WSH,130000,
Calle Johansson,D,WSH,125000,
Bob Mason,G,WSH,125000,
Michal Pivonka,C,WSH,125000,
Bob Joyce,LW,WSH,120000,
Nick Kypreos,LW,WSH,110000,
Dennis Smith,D,WSH,110000,
John Druce,RW,WSH,105000,
Rob Murray,C,WSH,105000,
Yvon Corriveau,LW,WSH,90000,
Bill Houlder,D,WSH,85000,
Alan May,LW,WSH,50000,
Doug Wickenheiser,C,WSH,25000,
Denis Savard,C,CHI,525000,
Michel Goulet,LW,CHI,517980,
Doug Wilson,D,CHI,500000,
Greg Millen,G,CHI,280000,
Alain Chevrier,G,CHI,265000,
Steve Larmer,RW,CHI,265000,
Troy Murray,C,CHI,265000,
Steve Thomas,LW,CHI,230000,
Keith Brown,D,CHI,225000,
Steve Konroyd,D,CHI,215000,
Dave Manson,D,CHI,215000,
Al Secord,LW,CHI,200000,
Duane Sutter,C,CHI,200000,
Dirk Graham,RW,CHI,190000,
Adam Creighton,C,CHI,175000,
Greg Gilbert,C,CHI,170000,
Bob McGill,D,CHI,170000,
Wayne Presley,RW,CHI,170000,
Trent Yawney,D,CHI,170000,
Mike Eagles,LW,CHI,150000,
Mike Hudson,C,CHI,150000,
Jocelyn Lemieux,LW,CHI,130000,
Jeremy Roenick,C,CHI,115000,
Jimmy Waite,G,CHI,110000,
Jacques Cloutier,G,CHI,100000,
Steve Yzerman,C,DET,700000,
Borje Salming,D,DET,435000,
Jimmy Carson,C,DET,400000,
Bernie Federko,C,DET,335000,
Gerard Gallant,LW,DET,325000,
Tony McKegney,RW,DET,270000,
Glen Hanlon,G,DET,235000,
Joe Murphy,RW,DET,225000,
Marc Habscheid,C,DET,210000,
Robert Picard,D,DET,200000,
Leonard Norwood,D,DET,190000,
Steve Chiasson,D,DET,185000,
Shawn Burr,LW,DET,180000,
Kevin McClelland,RW,DET,180000,
Torrie Robertson,LW,DET,170000,
John Chabot,C,DET,165000,
Greg Stefan,G,DET,165000,
Petr Klima,LW,DET,150000,
Rick Zombo,D,DET,150000,
Joey Kocur,D,DET,140000,
Mike O'Connell,D,DET,135000,
Doug Houda,D,DET,125000,
Jim Nill,RW,DET,125000,
Samuel St-Laurent,G,DET,125000,
Sheldon Kennedy,RW,DET,115000,
John Mokosak,D,DET,115000,
Daniel Shank,RW,DET,100000,
Greg Millen,G,STL,280000,
Paul MacLean,RW,STL,250000,
Adam Oates,C,STL,230000,
Gordie Roberts,D,STL,210000,
Rich Sutter,RW,STL,210000,
Peter Zezel,C,STL,200000,
Mike Lalor,D,STL,190000,
Rick Meagher,C,STL,190000,
Jeff Brown,D,STL,185000,
Brian Benning,D,STL,165000,
Gino Cavallini,LW,STL,160000,
Rod Brind'Amour,C,STL,135000,
Paul Cavallini,D,STL,135000,
Sergio Momesso,LW,STL,135000,
Herb Raglan,RW,STL,135000,
Vincent Riendeau,G,STL,135000,
Doug Evans,LW,STL,130000,
Harold Snepsts,D,STL,129495,
Tony Hrkac,C,STL,125000,
Brett Hull,RW,STL,125000,
Curtis Joseph,G,STL,125000,
Dave Lowry,LW,STL,125000,
Todd Ewen,RW,STL,120000,
Adrien Plavsic,D,STL,115000,
Steve Tuttle,RW,STL,110000,
Pat Jablonski,G,STL,95000,
Kelly Chase,RW,STL,85000,
Tony Twist,LW,STL,85000,
Al MacInnis,D,CGY,410068,
Doug Gilmour,C,CGY,375000,
Mike Vernon,G,CGY,366903,
Gary Suter,D,CGY,300000,
Joe Nieuwendyk,C,CGY,258990,
Mark Hunter,C,CGY,250000,
Brad McCrimmon,D,CGY,250000,
Joel Otto,C,CGY,250000,
Rick Wamsley,G,CGY,215825,
Jamie Macoun,D,CGY,215000,
Brian MacLellan,C,CGY,207000,
Joe Mullen,RW,CGY,200000,
Tim Hunter,C,CGY,181293,
Colin Patterson,C,CGY,181293,
Gary Roberts,LW,CGY,155394,
Jim Korn,D,CGY,155000,
Ric Nattress,D,CGY,153000,
Sergei Makarov,LW,CGY,151078,
Jonas Bergqvist,RW,CGY,146761,
Dana Murzyn,D,CGY,138128,
Paul Ranheim,LW,CGY,135000,
Jiri Hrdina,C,CGY,129495,
Theoren Fleury,RW,CGY,107913,
Ken Sabourin,D,CGY,103596,
Roger Johansson,D,CGY,94963,
Stu Grimson,LW,CGY,86330,
Michel Goulet,LW,QUE,517980,
Peter Stastny,C,QUE,414384,
Guy Lafleur,RW,QUE,345320,
Greg Millen,G,QUE,280000,
Tony McKegney,RW,QUE,270000,
Joe Cirella,D,QUE,215825,
Robert Picard,D,QUE,200000,
Mario Marois,D,QUE,194243,
Jeff Brown,D,QUE,185000,
Craig Wolanin,D,QUE,175000,
Brian Lawton,LW,QUE,172500,
Paul Gillis,C,QUE,164027,
Jari Gronstrand,D,QUE,160000,
Claude Loiselle,C,QUE,160000,
Lucien DeBlois,RW,QUE,155394,
Jeff Jackson,LW,QUE,155394,
Michel Petit,D,QUE,151078,
Steven Finn,D,QUE,129495,
Tony Hrkac,C,QUE,125000,
Marc Fortier,C,QUE,120862,
Mike Hough,RW,QUE,107913,
Bryan Fogarty,D,QUE,103596,
Curtis Leschyshyn,D,QUE,99280,
Darin Kimble,C,QUE,86330,
Ken McRae,RW,QUE,86330,
Joe Sakic,C,QUE,86330,
Brent Severyn,D,QUE,86330,
Stéphane Guérard,D,QUE,82014,
Ron Tugnutt,G,QUE,73381,
Sergei Mylnikov,G,QUE,43165,
Mark Messier,C,EDM,855271,
Jari Kurri,RW,EDM,431650,
Jimmy Carson,C,EDM,400000,
Esa Tikkanen,LW,EDM,345320,
Craig Simpson,LW,EDM,315105,
Glenn Anderson,RW,EDM,284889,
Grant Fuhr,G,EDM,267623,
Reijo Ruotsalainen,D,EDM,250000,
Randy Gregg,D,EDM,237408,
Joe Murphy,RW,EDM,225000,
Kevin Lowe,D,EDM,224458,
Steve Smith,D,EDM,181293,
Kevin McClelland,RW,EDM,180000,
Charlie Huddy,D,EDM,172660,
Craig MacTavish,C,EDM,172660,
Dave Brown,RW,EDM,170000,
Craig Muni,D,EDM,155394,
Bill Ranford,G,EDM,151078,
Petr Klima,LW,EDM,150000,
Normand Lacombe,RW,EDM,140000,
Mark Lamb,C,EDM,123020,
Eldon Reddick,G,EDM,103596,
Kelly Buchberger,RW,EDM,90647,
Martin Gélinas,LW,EDM,77697,
Geoff Smith,D,EDM,77697,
Barry Pederson,C,VAN,355000,
Tony Tanti,RW,VAN,330000,
Vladimir Krutov,C,VAN,323738,
Igor Larionov,C,VAN,323738,
Stan Smyl,RW,VAN,302155,
Dan Quinn,C,VAN,275000,
Paul Reinhart,D,VAN,258990,
Andrew McBain,RW,VAN,230000,
Garth Butcher,D,VAN,220142,
Larry Melnyk,D,VAN,220000,
Rich Sutter,RW,VAN,210000,
Doug Lidster,D,VAN,207192,
Steve Bozek,C,VAN,200000,
Robert Nordmark,D,VAN,200000,
Steve Weeks,G,VAN,200000,
Greg Adams,LW,VAN,189926,
Jim Benning,D,VAN,172660,
Doug Smith,C,VAN,155394,
Jim Sandlak,RW,VAN,146761,
Rod Buskas,D,VAN,145000,
Brian Bradley,C,VAN,133812,
Craig Coxe,C,VAN,129495,
Jirky Lumme,D,VAN,129495,
Harold Snepsts,D,VAN,129495,
Kirk McLean,G,VAN,125179,
Daryl Stanley,D,VAN,120000,
Adrien Plavsic,D,VAN,115000,
Todd Hawkins,LW,VAN,112229,
Trevor Linden,C,VAN,107913,
Petri Skriko,C,VAN,90600,
Mike Gartner,RW,MNS,400000,
Neal Broten,C,MNS,347500,
Brian Bellows,LW,MNS,300000,
Larry Murphy,D,MNS,260000,
Curt Giles,D,MNS,220000,
Bob Brooke,C,MNS,215000,
Kari Takko,G,MNS,215000,
Curt Fraser,LW,MNS,205000,
Aaron Broten,C,MNS,195000,
Stewart Gavin,RW,MNS,193500,
Basil McRae,LW,MNS,190000,
Ville Siren,D,MNS,190000,
Perry Berezan,C,MNS,160000,
Ulf Dahlen,RW,MNS,160000,
Daniel Berthiaume,G,MNS,155000,
Frank Musil,D,MNS,155000,
Helmut Balderis,RW,MNS,150000,
Shane Churla,RW,MNS,150000,
Gaétan Duchesne,LW,MNS,150000,
Jon Casey,G,MNS,145000,
Don Barber,RW,MNS,140000,
Mark Tinordi,D,MNS,140000,
Shawn Chambers,D,MNS,135000,
Mike Modano,C,MNS,135000,
Rob Zettler,D,MNS,130000,
David Mackey,RW,MNS,120000,
Wayne Gretzky,C,LAK,1720000,
Larry Robinson,D,LAK,550000,
Dave Taylor,RW,LAK,500000,
Tomas Sandstrom,RW,LAK,410000,
Bernie Nicholls,C,LAK,400000,
John Tonelli,LW,LAK,290000,
Kelly Hrudey,G,LAK,280000,
Steve Duchesne,D,LAK,275000,
Tom Laidlaw,D,LAK,260000,
Mike Krushelnyski,C,LAK,250000,
Mikko Makela,LW,LAK,250000,
Keith Crowder,RW,LAK,225000,
Steve Kasper,C,LAK,225000,
Marty McSorley,D,LAK,220000,
Luc Robitaille,LW,LAK,210000,
Tim Watters,D,LAK,210000,
Tony Granato,RW,LAK,190000,
Mike Allison,C,LAK,175000,
Scott Bjugstad,C,LAK,175000,
Mario Gosselin,G,LAK,175000,
Petr Prajsler,D,LAK,175000,
Jay Miller,LW,LAK,170000,
Brian Benning,D,LAK,165000,
Gordie Walker,C,LAK,160000,
Ken Baumgartner,RW,LAK,130000,
Bob Halkidis,D,LAK,130000,
Mikael Lindholm,LW,LAK,125000,
Hubie McDonough,C,LAK,125000,
Barry Beck,D,LAK,100000,
Todd Elik,C,LAK,100000,
Bob Kudelski,C,LAK,100000,
Dave Ellett,D,WIN,280573,
Thomas Steen,C,WIN,280573,
Brent Ashton,C,WIN,265000,
Dale Hawerchuk,C,WIN,258990,
Randy Carlyle,D,WIN,215825,
Randy Cunneyworth,LW,WIN,200000,
Greg Paslawski,RW,WIN,180000,
Laurie Boschman,LW,WIN,172660,
Paul MacDermid,RW,WIN,172660,
Doug Smail,C,WIN,172660,
Daniel Berthiaume,G,WIN,155000,
Fredrick Olausson,D,WIN,150000,
Gordon Donnelly,D,WIN,146761,
Moe Mantha,D,WIN,142445,
Peter Taglianetti,D,WIN,142445,
Paul Fenton,C,WIN,133812,
Shawn Cronin,D,WIN,130000,
Doug Evans,LW,WIN,130000,
Mark Kumpel,C,WIN,129495,
Teppo Numminen,D,WIN,127000,
Bob Essensa,G,WIN,116546,
Pat Elynuik,RW,WIN,107913,
Dave McLlwain,C,WIN,94963,
Noël Picard,D,,200000,
